,TOWNSHIP,RANGE - FINAL,RANGE,SECTION,SECTION SN,Column4,Column5,Column6,ALIQUOT/LOT,PLSS Number,FIXED PLSS NUMBER,Does it match? (McPherson),Match to SDQQ,Column7,Column8
0,112,048,48,14,SN14,NW4SE - A,NW4SE,NWSE,ANWSE,112048SN14ANWSE,112048SN14ANWSE,112048SN14ANWSE,112048SN14ANWSE,40.00,Brookings
1,127,078,78,07,SN07,"LOT 4, E2NW, E2SW - A", E2NW,E½NW,AE½NW,127078SN07AE½NW,127078SN07ANENW,,,194.34,Campbell
2,127,078,78,07,SN07,"LOT 4, E2NW, E2SW - A", E2NW,E½NW,AE½NW,127078SN07AE½NW,127078SN07ASENW,,,194.34,Campbell
3,127,078,78,07,SN07,"LOT 4, E2NW, E2SW - A", E2SW,E½SW,AE½SW,127078SN07AE½SW,127078SN07ANESW,,,194.34,Campbell
4,127,078,78,07,SN07,"LOT 4, E2NW, E2SW - A", E2SW,E½SW,AE½SW,127078SN07AE½SW,127078SN07ASESW,,,194.34,Campbell
5,127,078,78,07,SN07,"LOT 4, E2NW, E2SW - A",LOT 4,L4,L4,127078SN07L4,127078SN07L4,127078SN07L4,127078SN07L4,194.34,Campbell
6,126,078,78,21,SN21,S2 -A,S2,S½,AS½,126078SN21AS½,126078SN21ANWSW,,,320.00,Campbell
7,126,078,78,21,SN21,S2 -A,S2,S½,AS½,126078SN21AS½,126078SN21ANESW,,,320.00,Campbell
8,126,078,78,21,SN21,S2 -A,S2,S½,AS½,126078SN21AS½,126078SN21ASWSW,,,320.00,Campbell
9,126,078,78,21,SN21,S2 -A,S2,S½,AS½,126078SN21AS½,126078SN21ASESW,,,320.00,Campbell
10,126,078,78,21,SN21,S2 -A,S2,S½,AS½,126078SN21AS½,126078SN21ANWSE,,,320.00,Campbell
11,126,078,78,21,SN21,S2 -A,S2,S½,AS½,126078SN21AS½,126078SN21ANESE,,,320.00,Campbell
12,126,078,78,21,SN21,S2 -A,S2,S½,AS½,126078SN21AS½,126078SN21ASWSE,,,320.00,Campbell
13,126,078,78,21,SN21,S2 -A,S2,S½,AS½,126078SN21AS½,126078SN21ASESE,,,320.00,Campbell
14,126,078,78,22,SN22,W2 - A,W2,W½,AW½,126078SN22AW½,126078SN22ANWSW,,,320.00,Campbell
15,126,078,78,22,SN22,W2 - A,W2,W½,AW½,126078SN22AW½,126078SN22ANESW,,,320.00,Campbell
16,126,078,78,22,SN22,W2 - A,W2,W½,AW½,126078SN22AW½,126078SN22ASWSW,,,320.00,Campbell
17,126,078,78,22,SN22,W2 - A,W2,W½,AW½,126078SN22AW½,126078SN22ASESW,,,320.00,Campbell
18,126,078,78,22,SN22,W2 - A,W2,W½,AW½,126078SN22AW½,126078SN22ANWNW,,,320.00,Campbell
19,126,078,78,22,SN22,W2 - A,W2,W½,AW½,126078SN22AW½,126078SN22ANENW,,,320.00,Campbell
20,126,078,78,22,SN22,W2 - A,W2,W½,AW½,126078SN22AW½,126078SN22ASWNW,,,320.00,Campbell
21,126,078,78,22,SN22,W2 - A,W2,W½,AW½,126078SN22AW½,126078SN22ASENW,,,320.00,Campbell
22,119,059,59,14,SN14,E2 - A,E2,E½,AE½,119059SN14AE½,119059SN14ANWSE,,,320.00,Clark
23,119,059,59,14,SN14,E2 - A,E2,E½,AE½,119059SN14AE½,119059SN14ANESE,,,320.00,Clark
24,119,059,59,14,SN14,E2 - A,E2,E½,AE½,119059SN14AE½,119059SN14ASWSE,,,320.00,Clark
25,119,059,59,14,SN14,E2 - A,E2,E½,AE½,119059SN14AE½,119059SN14ASESE,,,320.00,Clark
26,119,059,59,14,SN14,E2 - A,E2,E½,AE½,119059SN14AE½,119059SN14ANWNE,,,320.00,Clark
27,119,059,59,14,SN14,E2 - A,E2,E½,AE½,119059SN14AE½,119059SN14ANENE,,,320.00,Clark
28,119,059,59,14,SN14,E2 - A,E2,E½,AE½,119059SN14AE½,119059SN14ASWNE,,,320.00,Clark
29,119,059,59,14,SN14,E2 - A,E2,E½,AE½,119059SN14AE½,119059SN14ASENE,,,320.00,Clark
30,119,058,58,02,SN02,E2SE - A,E2SE,E½SE,AE½SE,119058SN02AE½SE,119058SN02ANESE,,,80.00,Clark
31,119,058,58,02,SN02,E2SE - A,E2SE,E½SE,AE½SE,119058SN02AE½SE,119058SN02ASESE,,,80.00,Clark
32,119,058,58,30,SN30,"NE4, E2SE - A", E2SE,E½SE,AE½SE,119058SN30AE½SE,119058SN30ANESE,,,240.00,Clark
33,119,058,58,30,SN30,"NE4, E2SE - A", E2SE,E½SE,AE½SE,119058SN30AE½SE,119058SN30ASESE,,,240.00,Clark
34,119,058,58,32,SN32,E2SE - A,E2SE,E½SE,AE½SE,119058SN32AE½SE,119058SN32ANESE,,,80.00,Clark
35,119,058,58,32,SN32,E2SE - A,E2SE,E½SE,AE½SE,119058SN32AE½SE,119058SN32ASESE,,,80.00,Clark
36,118,058,58,06,SN06,"LOT 3, E2SW - A", E2SW,E½SW,AE½SW,118058SN06AE½SW,118058SN06ANESW,,,120.90,Clark
37,118,058,58,06,SN06,"LOT 3, E2SW - A", E2SW,E½SW,AE½SW,118058SN06AE½SW,118058SN06ASESW,,,120.90,Clark
38,119,059,59,04,SN04,E2SW - A,E2SW,E½SW,AE½SW,119059SN04AE½SW,119059SN04ANESW,,,80.00,Clark
39,119,059,59,04,SN04,E2SW - A,E2SW,E½SW,AE½SW,119059SN04AE½SW,119059SN04ASESW,,,80.00,Clark
40,119,058,58,31,SN31,"LOT 1, N2NE, SE4NE, NE4NW - A",LOT 1,L1,L1,119058SN31L1,119058SN31L1,119058SN31L1,119058SN31L1,203.43,Clark
41,118,058,58,02,SN02,"LOTS 1,2,3,4, S2N2, N2SW -A",LOTS 1,L1,L1,118058SN02L1,118058SN02L1,118058SN02L1,118058SN02L1,408.70,Clark
42,118,058,58,03,SN03,"LOTS 1,4, SE4NE, SW4NW - A",LOTS 1,L1,L1,118058SN03L1,118058SN03L1,118058SN03L1,118058SN03L1,163.64,Clark
43,118,058,58,04,SN04,"LOTS 1,2,3,4, S2N2 - A",LOTS 1,L1,L1,118058SN04L1,118058SN04L1,118058SN04L1,118058SN04L1,328.06,Clark
44,118,059,59,03,SN03,"LOTS 1,2, S2NE - A",LOTS 1,L1,L1,118059SN03L1,118059SN03L1,118059SN03L1,118059SN03L1,161.46,Clark
45,118,058,58,02,SN02,"LOTS 1,2,3,4, S2N2, N2SW -A",2,L2,L2,118058SN02L2,118058SN02L2,118058SN02L2,118058SN02L2,408.70,Clark
46,118,058,58,04,SN04,"LOTS 1,2,3,4, S2N2 - A",2,L2,L2,118058SN04L2,118058SN04L2,118058SN04L2,118058SN04L2,328.06,Clark
47,118,059,59,03,SN03,"LOTS 1,2, S2NE - A",2,L2,L2,118059SN03L2,118059SN03L2,118059SN03L2,118059SN03L2,161.46,Clark
48,115,058,58,05,SN05,LOT 2 - A,LOT 2,L2,L2,115058SN05L2,115058SN05L2,115058SN05L2,115058SN05L2,41.22,Clark
49,118,058,58,02,SN02,"LOTS 1,2,3,4, S2N2, N2SW -A",3,L3,L3,118058SN02L3,118058SN02L3,118058SN02L3,118058SN02L3,408.70,Clark
50,118,058,58,04,SN04,"LOTS 1,2,3,4, S2N2 - A",3,L3,L3,118058SN04L3,118058SN04L3,118058SN04L3,118058SN04L3,328.06,Clark
51,118,058,58,06,SN06,"LOT 3, E2SW - A",LOT 3,L3,L3,118058SN06L3,118058SN06L3,118058SN06L3,118058SN06L3,120.90,Clark
52,119,059,59,02,SN02,"LOTS 3,4, S2NW -A",LOTS 3,L3,L3,119059SN02L3,119059SN02L3,119059SN02L3,119059SN02L3,159.18,Clark
53,118,058,58,02,SN02,"LOTS 1,2,3,4, S2N2, N2SW -A",4,L4,L4,118058SN02L4,118058SN02L4,118058SN02L4,118058SN02L4,408.70,Clark
54,118,058,58,03,SN03,"LOTS 1,4, SE4NE, SW4NW - A",4,L4,L4,118058SN03L4,118058SN03L4,118058SN03L4,118058SN03L4,163.64,Clark
55,118,058,58,04,SN04,"LOTS 1,2,3,4, S2N2 - A",4,L4,L4,118058SN04L4,118058SN04L4,118058SN04L4,118058SN04L4,328.06,Clark
56,119,059,59,02,SN02,"LOTS 3,4, S2NW -A",4,L4,L4,119059SN02L4,119059SN02L4,119059SN02L4,119059SN02L4,159.18,Clark
57,118,059,59,02,SN02,"LOT 4, NW4SW, S2SW, SE4SE - A",LOT 4,L4,L4,118059SN02L4,118059SN02L4,118059SN02L4,118059SN02L4,200.69,Clark
58,119,059,59,01,SN01,LOT 7 - A,LOT 7,L7,L7,119059SN01L7,119059SN01L7,119059SN01L7,119059SN01L7,36.20,Clark
59,119,059,59,35,SN35,"N2, N2SW - A",N2,N½,AN½,119059SN35AN½,119059SN35ANWNW,,,400.00,Clark
60,119,059,59,35,SN35,"N2, N2SW - A",N2,N½,AN½,119059SN35AN½,119059SN35ANENW,,,400.00,Clark
61,119,059,59,35,SN35,"N2, N2SW - A",N2,N½,AN½,119059SN35AN½,119059SN35ASWNW,,,400.00,Clark
62,119,059,59,35,SN35,"N2, N2SW - A",N2,N½,AN½,119059SN35AN½,119059SN35ASENW,,,400.00,Clark
63,119,059,59,35,SN35,"N2, N2SW - A",N2,N½,AN½,119059SN35AN½,119059SN35ANWNE,,,400.00,Clark
64,119,059,59,35,SN35,"N2, N2SW - A",N2,N½,AN½,119059SN35AN½,119059SN35ANENE,,,400.00,Clark
65,119,059,59,35,SN35,"N2, N2SW - A",N2,N½,AN½,119059SN35AN½,119059SN35ASWNE,,,400.00,Clark
66,119,059,59,35,SN35,"N2, N2SW - A",N2,N½,AN½,119059SN35AN½,119059SN35ASENE,,,400.00,Clark
67,119,059,59,15,SN15,N2N2 - A,N2N2,N½N½,AN½N½,119059SN15AN½N½,119059SN15ANWNW,,,160.00,Clark
68,119,059,59,15,SN15,N2N2 - A,N2N2,N½N½,AN½N½,119059SN15AN½N½,119059SN15ANENW,,,160.00,Clark
69,119,059,59,15,SN15,N2N2 - A,N2N2,N½N½,AN½N½,119059SN15AN½N½,119059SN15ANWNE,,,160.00,Clark
70,119,059,59,15,SN15,N2N2 - A,N2N2,N½N½,AN½N½,119059SN15AN½N½,119059SN15ANENE,,,160.00,Clark
71,118,057,57,07,SN07,N2NE - A,N2NE,N½NE,AN½NE,118057SN07AN½NE,118057SN07ANWNE,,,80.00,Clark
72,118,057,57,07,SN07,N2NE - A,N2NE,N½NE,AN½NE,118057SN07AN½NE,118057SN07ANENE,,,80.00,Clark
73,118,059,59,26,SN26,"N2NE, SE4NE, NE4SW - A",N2NE,N½NE,AN½NE,118059SN26AN½NE,118059SN26ANWNE,,,160.00,Clark
74,118,059,59,26,SN26,"N2NE, SE4NE, NE4SW - A",N2NE,N½NE,AN½NE,118059SN26AN½NE,118059SN26ANENE,,,160.00,Clark
75,119,058,58,31,SN31,"LOT 1, N2NE, SE4NE, NE4NW - A", N2NE,N½NE,AN½NE,119058SN31AN½NE,119058SN31ANWNE,,,203.43,Clark
76,119,058,58,31,SN31,"LOT 1, N2NE, SE4NE, NE4NW - A", N2NE,N½NE,AN½NE,119058SN31AN½NE,119058SN31ANENE,,,203.43,Clark
77,119,059,59,23,SN23,"N2NE, S2SE - A",N2NE,N½NE,AN½NE,119059SN23AN½NE,119059SN23ANWNE,,,160.00,Clark
78,119,059,59,23,SN23,"N2NE, S2SE - A",N2NE,N½NE,AN½NE,119059SN23AN½NE,119059SN23ANENE,,,160.00,Clark
79,118,057,57,08,SN08,"NE4NE, S2NE, NE4SW, N2SE - A", N2SE,N½SE,AN½SE,118057SN08AN½SE,118057SN08ANWSE,,,240.00,Clark
80,118,057,57,08,SN08,"NE4NE, S2NE, NE4SW, N2SE - A", N2SE,N½SE,AN½SE,118057SN08AN½SE,118057SN08ANESE,,,240.00,Clark
81,118,058,58,05,SN05,"N2SE, SW4SE - A",N2SE,N½SE,AN½SE,118058SN05AN½SE,118058SN05ANWSE,,,120.00,Clark
82,118,058,58,05,SN05,"N2SE, SW4SE - A",N2SE,N½SE,AN½SE,118058SN05AN½SE,118058SN05ANESE,,,120.00,Clark
83,119,059,59,24,SN24,"N2SE, SE4SE - A",N2SE,N½SE,AN½SE,119059SN24AN½SE,119059SN24ANWSE,,,120.00,Clark
84,119,059,59,24,SN24,"N2SE, SE4SE - A",N2SE,N½SE,AN½SE,119059SN24AN½SE,119059SN24ANESE,,,120.00,Clark
85,118,058,58,02,SN02,"LOTS 1,2,3,4, S2N2, N2SW -A", N2SW,N½SW,AN½SW,118058SN02AN½SW,118058SN02ANWSW,,,408.70,Clark
86,118,058,58,02,SN02,"LOTS 1,2,3,4, S2N2, N2SW -A", N2SW,N½SW,AN½SW,118058SN02AN½SW,118058SN02ANESW,,,408.70,Clark
87,118,059,59,12,SN12,"NW4, N2SW -A", N2SW,N½SW,AN½SW,118059SN12AN½SW,118059SN12ANWSW,,,240.00,Clark
88,118,059,59,12,SN12,"NW4, N2SW -A", N2SW,N½SW,AN½SW,118059SN12AN½SW,118059SN12ANESW,,,240.00,Clark
89,118,059,59,13,SN13,"N2SW, SE4SW - A",N2SW,N½SW,AN½SW,118059SN13AN½SW,118059SN13ANWSW,,,120.00,Clark
90,118,059,59,13,SN13,"N2SW, SE4SW - A",N2SW,N½SW,AN½SW,118059SN13AN½SW,118059SN13ANESW,,,120.00,Clark
91,119,059,59,35,SN35,"N2, N2SW - A", N2SW,N½SW,AN½SW,119059SN35AN½SW,119059SN35ANWSW,,,400.00,Clark
92,119,059,59,35,SN35,"N2, N2SW - A", N2SW,N½SW,AN½SW,119059SN35AN½SW,119059SN35ANESW,,,400.00,Clark
93,119,058,58,30,SN30,"NE4, E2SE - A",NE4,NE,ANE,119058SN30ANE,119058SN30ANWNE,,,240.00,Clark
94,119,058,58,30,SN30,"NE4, E2SE - A",NE4,NE,ANE,119058SN30ANE,119058SN30ANENE,,,240.00,Clark
95,119,058,58,30,SN30,"NE4, E2SE - A",NE4,NE,ANE,119058SN30ANE,119058SN30ASWNE,,,240.00,Clark
96,119,058,58,30,SN30,"NE4, E2SE - A",NE4,NE,ANE,119058SN30ANE,119058SN30ASENE,,,240.00,Clark
97,119,058,58,33,SN33,"NE4, W2 - A",NE4,NE,ANE,119058SN33ANE,119058SN33ANWNE,,,480.00,Clark
98,119,058,58,33,SN33,"NE4, W2 - A",NE4,NE,ANE,119058SN33ANE,119058SN33ANENE,,,480.00,Clark
99,119,058,58,33,SN33,"NE4, W2 - A",NE4,NE,ANE,119058SN33ANE,119058SN33ASWNE,,,480.00,Clark
100,119,058,58,33,SN33,"NE4, W2 - A",NE4,NE,ANE,119058SN33ANE,119058SN33ASENE,,,480.00,Clark
101,118,057,57,08,SN08,"NE4NE, S2NE, NE4SW, N2SE - A",NE4NE,NENE,ANENE,118057SN08ANENE,118057SN08ANENE,118057SN08ANENE,118057SN08ANENE,240.00,Clark
102,119,058,58,08,SN08,"NE4NE, NW4NW, S2SE - A",NE4NE,NENE,ANENE,119058SN08ANENE,119058SN08ANENE,119058SN08ANENE,119058SN08ANENE,160.00,Clark
103,119,059,59,09,SN09,"NE4NE, W2NE - A",NE4NE,NENE,ANENE,119059SN09ANENE,119059SN09ANENE,119059SN09ANENE,119059SN09ANENE,120.00,Clark
104,117,058,58,07,SN07,NE4NW - A,NE4NW,NENW,ANENW,117058SN07ANENW,117058SN07ANENW,117058SN07ANENW,117058SN07ANENW,40.00,Clark
105,118,057,57,09,SN09,"NE4NW, S2NW - A",NE4NW,NENW,ANENW,118057SN09ANENW,118057SN09ANENW,118057SN09ANENW,118057SN09ANENW,120.00,Clark
106,119,058,58,31,SN31,"LOT 1, N2NE, SE4NE, NE4NW - A", NE4NW,NENW,ANENW,119058SN31ANENW,119058SN31ANENW,119058SN31ANENW,119058SN31ANENW,203.43,Clark
107,118,057,57,08,SN08,"NE4NE, S2NE, NE4SW, N2SE - A", NE4SW,NESW,ANESW,118057SN08ANESW,118057SN08ANESW,118057SN08ANESW,118057SN08ANESW,240.00,Clark
108,118,059,59,26,SN26,"N2NE, SE4NE, NE4SW - A", NE4SW,NESW,ANESW,118059SN26ANESW,118059SN26ANESW,118059SN26ANESW,118059SN26ANESW,160.00,Clark
109,118,059,59,12,SN12,"NW4, N2SW -A",NW4,NW,ANW,118059SN12ANW,118059SN12ANWNW,,,240.00,Clark
110,118,059,59,12,SN12,"NW4, N2SW -A",NW4,NW,ANW,118059SN12ANW,118059SN12ANENW,,,240.00,Clark
111,118,059,59,12,SN12,"NW4, N2SW -A",NW4,NW,ANW,118059SN12ANW,118059SN12ASWNW,,,240.00,Clark
112,118,059,59,12,SN12,"NW4, N2SW -A",NW4,NW,ANW,118059SN12ANW,118059SN12ASENW,,,240.00,Clark
113,119,059,59,22,SN22,NW4 - A,NW4,NW,ANW,119059SN22ANW,119059SN22ANWNW,,,160.00,Clark
114,119,059,59,22,SN22,NW4 - A,NW4,NW,ANW,119059SN22ANW,119059SN22ANENW,,,160.00,Clark
115,119,059,59,22,SN22,NW4 - A,NW4,NW,ANW,119059SN22ANW,119059SN22ASWNW,,,160.00,Clark
116,119,059,59,22,SN22,NW4 - A,NW4,NW,ANW,119059SN22ANW,119059SN22ASENW,,,160.00,Clark
117,119,059,59,27,SN27,NW4 - A,NW4,NW,ANW,119059SN27ANW,119059SN27ANWNW,,,160.00,Clark
118,119,059,59,27,SN27,NW4 - A,NW4,NW,ANW,119059SN27ANW,119059SN27ANENW,,,160.00,Clark
119,119,059,59,27,SN27,NW4 - A,NW4,NW,ANW,119059SN27ANW,119059SN27ASWNW,,,160.00,Clark
120,119,059,59,27,SN27,NW4 - A,NW4,NW,ANW,119059SN27ANW,119059SN27ASENW,,,160.00,Clark
121,119,058,58,08,SN08,"NE4NE, NW4NW, S2SE - A", NW4NW,NWNW,ANWNW,119058SN08ANWNW,119058SN08ANWNW,119058SN08ANWNW,119058SN08ANWNW,160.00,Clark
122,119,059,59,10,SN10,"NW4NW, SW4 - A",NW4NW,NWNW,ANWNW,119059SN10ANWNW,119059SN10ANWNW,119059SN10ANWNW,119059SN10ANWNW,200.00,Clark
123,118,057,57,29,SN29,NW4SE - A,NW4SE,NWSE,ANWSE,118057SN29ANWSE,118057SN29ANWSE,118057SN29ANWSE,118057SN29ANWSE,40.00,Clark
124,118,059,59,02,SN02,"LOT 4, NW4SW, S2SW, SE4SE - A", NW4SW,NWSW,ANWSW,118059SN02ANWSW,118059SN02ANWSW,118059SN02ANWSW,118059SN02ANWSW,200.69,Clark
125,118,058,58,02,SN02,"LOTS 1,2,3,4, S2N2, N2SW -A", S2N2,S½N½,AS½N½,118058SN02AS½N½,118058SN02ASWNW,,,408.70,Clark
126,118,058,58,02,SN02,"LOTS 1,2,3,4, S2N2, N2SW -A", S2N2,S½N½,AS½N½,118058SN02AS½N½,118058SN02ASENW,,,408.70,Clark
127,118,058,58,02,SN02,"LOTS 1,2,3,4, S2N2, N2SW -A", S2N2,S½N½,AS½N½,118058SN02AS½N½,118058SN02ASWNE,,,408.70,Clark
128,118,058,58,02,SN02,"LOTS 1,2,3,4, S2N2, N2SW -A", S2N2,S½N½,AS½N½,118058SN02AS½N½,118058SN02ASENE,,,408.70,Clark
129,118,058,58,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,118058SN04AS½N½,118058SN04ASWNW,,,328.06,Clark
130,118,058,58,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,118058SN04AS½N½,118058SN04ASENW,,,328.06,Clark
131,118,058,58,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,118058SN04AS½N½,118058SN04ASWNE,,,328.06,Clark
132,118,058,58,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,118058SN04AS½N½,118058SN04ASENE,,,328.06,Clark
133,118,057,57,08,SN08,"NE4NE, S2NE, NE4SW, N2SE - A", S2NE,S½NE,AS½NE,118057SN08AS½NE,118057SN08ASWNE,,,240.00,Clark
134,118,057,57,08,SN08,"NE4NE, S2NE, NE4SW, N2SE - A", S2NE,S½NE,AS½NE,118057SN08AS½NE,118057SN08ASENE,,,240.00,Clark
135,118,059,59,03,SN03,"LOTS 1,2, S2NE - A", S2NE,S½NE,AS½NE,118059SN03AS½NE,118059SN03ASWNE,,,161.46,Clark
136,118,059,59,03,SN03,"LOTS 1,2, S2NE - A", S2NE,S½NE,AS½NE,118059SN03AS½NE,118059SN03ASENE,,,161.46,Clark
137,118,057,57,09,SN09,"NE4NW, S2NW - A", S2NW,S½NW,AS½NW,118057SN09AS½NW,118057SN09ASWNW,,,120.00,Clark
138,118,057,57,09,SN09,"NE4NW, S2NW - A", S2NW,S½NW,AS½NW,118057SN09AS½NW,118057SN09ASENW,,,120.00,Clark
139,119,059,59,02,SN02,"LOTS 3,4, S2NW -A", S2NW,S½NW,AS½NW,119059SN02AS½NW,119059SN02ASWNW,,,159.18,Clark
140,119,059,59,02,SN02,"LOTS 3,4, S2NW -A", S2NW,S½NW,AS½NW,119059SN02AS½NW,119059SN02ASENW,,,159.18,Clark
141,119,059,59,26,SN26,S2S2 - A,S2S2,S½S½,AS½S½,119059SN26AS½S½,119059SN26ASWSW,,,160.00,Clark
142,119,059,59,26,SN26,S2S2 - A,S2S2,S½S½,AS½S½,119059SN26AS½S½,119059SN26ASESW,,,160.00,Clark
143,119,059,59,26,SN26,S2S2 - A,S2S2,S½S½,AS½S½,119059SN26AS½S½,119059SN26ASWSE,,,160.00,Clark
144,119,059,59,26,SN26,S2S2 - A,S2S2,S½S½,AS½S½,119059SN26AS½S½,119059SN26ASESE,,,160.00,Clark
145,119,058,58,08,SN08,"NE4NE, NW4NW, S2SE - A", S2SE,S½SE,AS½SE,119058SN08AS½SE,119058SN08ASWSE,,,160.00,Clark
146,119,058,58,08,SN08,"NE4NE, NW4NW, S2SE - A", S2SE,S½SE,AS½SE,119058SN08AS½SE,119058SN08ASESE,,,160.00,Clark
147,119,059,59,23,SN23,"N2NE, S2SE - A", S2SE,S½SE,AS½SE,119059SN23AS½SE,119059SN23ASWSE,,,160.00,Clark
148,119,059,59,23,SN23,"N2NE, S2SE - A", S2SE,S½SE,AS½SE,119059SN23AS½SE,119059SN23ASESE,,,160.00,Clark
149,118,059,59,02,SN02,"LOT 4, NW4SW, S2SW, SE4SE - A", S2SW,S½SW,AS½SW,118059SN02AS½SW,118059SN02ASWSW,,,200.69,Clark
150,118,059,59,02,SN02,"LOT 4, NW4SW, S2SW, SE4SE - A", S2SW,S½SW,AS½SW,118059SN02AS½SW,118059SN02ASESW,,,200.69,Clark
151,119,056,56,09,SN09,S2SW - A,S2SW,S½SW,AS½SW,119056SN09AS½SW,119056SN09ASWSW,,,80.00,Clark
152,119,056,56,09,SN09,S2SW - A,S2SW,S½SW,AS½SW,119056SN09AS½SW,119056SN09ASESW,,,80.00,Clark
153,119,058,58,35,SN35,"S2SW, SE4 - A",S2SW,S½SW,AS½SW,119058SN35AS½SW,119058SN35ASWSW,,,240.00,Clark
154,119,058,58,35,SN35,"S2SW, SE4 - A",S2SW,S½SW,AS½SW,119058SN35AS½SW,119058SN35ASESW,,,240.00,Clark
155,119,058,58,35,SN35,"S2SW, SE4 - A", SE4,SE,ASE,119058SN35ASE,119058SN35ANWSE,,,240.00,Clark
156,119,058,58,35,SN35,"S2SW, SE4 - A", SE4,SE,ASE,119058SN35ASE,119058SN35ANESE,,,240.00,Clark
157,119,058,58,35,SN35,"S2SW, SE4 - A", SE4,SE,ASE,119058SN35ASE,119058SN35ASWSE,,,240.00,Clark
158,119,058,58,35,SN35,"S2SW, SE4 - A", SE4,SE,ASE,119058SN35ASE,119058SN35ASESE,,,240.00,Clark
159,118,057,57,03,SN03,SE4NE - A,SE4NE,SENE,ASENE,118057SN03ASENE,118057SN03ASENE,118057SN03ASENE,118057SN03ASENE,40.00,Clark
160,118,058,58,03,SN03,"LOTS 1,4, SE4NE, SW4NW - A", SE4NE,SENE,ASENE,118058SN03ASENE,118058SN03ASENE,118058SN03ASENE,118058SN03ASENE,163.64,Clark
161,118,058,58,08,SN08,SE4NE - A,SE4NE,SENE,ASENE,118058SN08ASENE,118058SN08ASENE,118058SN08ASENE,118058SN08ASENE,40.00,Clark
162,118,058,58,18,SN18,SE4NE - A,SE4NE,SENE,ASENE,118058SN18ASENE,118058SN18ASENE,118058SN18ASENE,118058SN18ASENE,40.00,Clark
163,118,059,59,26,SN26,"N2NE, SE4NE, NE4SW - A", SE4NE,SENE,ASENE,118059SN26ASENE,118059SN26ASENE,118059SN26ASENE,118059SN26ASENE,160.00,Clark
164,119,058,58,31,SN31,"LOT 1, N2NE, SE4NE, NE4NW - A", SE4NE,SENE,ASENE,119058SN31ASENE,119058SN31ASENE,119058SN31ASENE,119058SN31ASENE,203.43,Clark
165,118,059,59,02,SN02,"LOT 4, NW4SW, S2SW, SE4SE - A", SE4SE,SESE,ASESE,118059SN02ASESE,118059SN02ASESE,118059SN02ASESE,118059SN02ASESE,200.69,Clark
166,119,058,58,34,SN34,"W2, W2SE, SE4SE - A", SE4SE,SESE,ASESE,119058SN34ASESE,119058SN34ASESE,119058SN34ASESE,119058SN34ASESE,440.00,Clark
167,119,059,59,24,SN24,"N2SE, SE4SE - A", SE4SE,SESE,ASESE,119059SN24ASESE,119059SN24ASESE,119059SN24ASESE,119059SN24ASESE,120.00,Clark
168,118,059,59,13,SN13,"N2SW, SE4SW - A", SE4SW,SESW,ASESW,118059SN13ASESW,118059SN13ASESW,118059SN13ASESW,118059SN13ASESW,120.00,Clark
169,118,059,59,23,SN23,SE4SW - A,SE4SW,SESW,ASESW,118059SN23ASESW,118059SN23ASESW,118059SN23ASESW,118059SN23ASESW,40.00,Clark
170,119,058,58,20,SN20,SW4 - A,SW4,SW,ASW,119058SN20ASW,119058SN20ANWSW,,,160.00,Clark
171,119,058,58,20,SN20,SW4 - A,SW4,SW,ASW,119058SN20ASW,119058SN20ANESW,,,160.00,Clark
172,119,058,58,20,SN20,SW4 - A,SW4,SW,ASW,119058SN20ASW,119058SN20ASWSW,,,160.00,Clark
173,119,058,58,20,SN20,SW4 - A,SW4,SW,ASW,119058SN20ASW,119058SN20ASESW,,,160.00,Clark
174,119,059,59,10,SN10,"NW4NW, SW4 - A", SW4,SW,ASW,119059SN10ASW,119059SN10ANWSW,,,200.00,Clark
175,119,059,59,10,SN10,"NW4NW, SW4 - A", SW4,SW,ASW,119059SN10ASW,119059SN10ANESW,,,200.00,Clark
176,119,059,59,10,SN10,"NW4NW, SW4 - A", SW4,SW,ASW,119059SN10ASW,119059SN10ASWSW,,,200.00,Clark
177,119,059,59,10,SN10,"NW4NW, SW4 - A", SW4,SW,ASW,119059SN10ASW,119059SN10ASESW,,,200.00,Clark
178,119,059,59,13,SN13,SW4 - A,SW4,SW,ASW,119059SN13ASW,119059SN13ANWSW,,,160.00,Clark
179,119,059,59,13,SN13,SW4 - A,SW4,SW,ASW,119059SN13ASW,119059SN13ANESW,,,160.00,Clark
180,119,059,59,13,SN13,SW4 - A,SW4,SW,ASW,119059SN13ASW,119059SN13ASWSW,,,160.00,Clark
181,119,059,59,13,SN13,SW4 - A,SW4,SW,ASW,119059SN13ASW,119059SN13ASESW,,,160.00,Clark
182,118,058,58,03,SN03,"LOTS 1,4, SE4NE, SW4NW - A", SW4NW,SWNW,ASWNW,118058SN03ASWNW,118058SN03ASWNW,118058SN03ASWNW,118058SN03ASWNW,163.64,Clark
183,118,058,58,05,SN05,"N2SE, SW4SE - A", SW4SE,SWSE,ASWSE,118058SN05ASWSE,118058SN05ASWSE,118058SN05ASWSE,118058SN05ASWSE,120.00,Clark
