,Column1,Column2,Column3,Column4,Column42,Column43,Column8,FIXED PLSS ID,Column9,Column5,Column6,Column7
310,1160N0,730W0,SN17,N2NE,N2NE,AN½NE,1160N0730W0SN17AN½NE,1160N0730W0SN17ANENE,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
311,1160N0,730W0,SN30, LOT 1,LOT 1,L1,1160N0730W0SN30L1,1160N0730W0SN30L1,1160N0730W0SN30L1,83.47,Hyde,SOUTH DAKOTA STATE UNIVERSITY
312,1160N0,730W0,SN02,LOT 4,LOT 4,L4,1160N0730W0SN02L4,1160N0730W0SN02L4,1160N0730W0SN02L4,177.45,Hyde,SOUTH DAKOTA STATE UNIVERSITY
313,1160N0,730W0,SN02,LOT3,LOT3,L3,1160N0730W0SN02L3,1160N0730W0SN02L3,1160N0730W0SN02L3,177.31,Hyde,SOUTH DAKOTA STATE UNIVERSITY
314,1160N0,730W0,SN04,LOTS 1,LOTS 1,L1,1160N0730W0SN04L1,1160N0730W0SN04L1,1160N0730W0SN04L1,391.48,Hyde,SOUTH DAKOTA STATE UNIVERSITY
315,1160N0,730W0,SN03,LOTS 1,LOTS 1,L1,1160N0730W0SN03L1,1160N0730W0SN03L1,1160N0730W0SN03L1,390.55,Hyde,SOUTH DAKOTA STATE UNIVERSITY
316,1160N0,730W0,SN05,LOTS 1,LOTS 1,L1,1160N0730W0SN05L1,1160N0730W0SN05L1,1160N0730W0SN05L1,196.05,Hyde,SOUTH DAKOTA STATE UNIVERSITY
317,1160N0,730W0,SN17, NW4,NW4,ANW,1160N0730W0SN17ANW,1160N0730W0SN17ANWNW,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
318,1160N0,730W0,SN17, NW4,NW4,ANW,1160N0730W0SN17ANW,1160N0730W0SN17ANENW,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
319,1160N0,730W0,SN17, NW4,NW4,ANW,1160N0730W0SN17ANW,1160N0730W0SN17ASWNW,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
320,1160N0,730W0,SN17, NW4,NW4,ANW,1160N0730W0SN17ANW,1160N0730W0SN17ASENW,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
321,1160N0,730W0,SN17,SE4,SE4,ASE,1160N0730W0SN17ASE,1160N0730W0SN17ANWSE,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
322,1160N0,730W0,SN17,SE4,SE4,ASE,1160N0730W0SN17ASE,1160N0730W0SN17ANESE,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
323,1160N0,730W0,SN17,SE4,SE4,ASE,1160N0730W0SN17ASE,1160N0730W0SN17ASWSE,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
324,1160N0,730W0,SN17,SE4,SE4,ASE,1160N0730W0SN17ASE,1160N0730W0SN17ASESE,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
325,1160N0,730W0,SN20,SW4,SW4,ASW,1160N0730W0SN20ASW,1160N0730W0SN20ANWSW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
326,1160N0,730W0,SN20,SW4,SW4,ASW,1160N0730W0SN20ASW,1160N0730W0SN20ANESW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
327,1160N0,730W0,SN20,SW4,SW4,ASW,1160N0730W0SN20ASW,1160N0730W0SN20ASWSW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
328,1160N0,730W0,SN20,SW4,SW4,ASW,1160N0730W0SN20ASW,1160N0730W0SN20ASESW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
329,1160N0,730W0,SN22,E2NW,E2NW,AE½NW,1160N0730W0SN22AE½NW,1160N0730W0SN22ANENW,,80.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
330,1160N0,730W0,SN22,E2NW,E2NW,AE½NW,1160N0730W0SN22AE½NW,1160N0730W0SN22ASENW,,80.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
331,1160N0,730W0,SN27,NW4,NW4,ANW,1160N0730W0SN27ANW,1160N0730W0SN27ANWNW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
332,1160N0,730W0,SN27,NW4,NW4,ANW,1160N0730W0SN27ANW,1160N0730W0SN27ANENW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
333,1160N0,730W0,SN27,NW4,NW4,ANW,1160N0730W0SN27ANW,1160N0730W0SN27ASWNW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
334,1160N0,730W0,SN27,NW4,NW4,ANW,1160N0730W0SN27ANW,1160N0730W0SN27ASENW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
335,1160N0,730W0,SN29,NW4,NW4,ANW,1160N0730W0SN29ANW,1160N0730W0SN29ANWNW,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
336,1160N0,730W0,SN29,NW4,NW4,ANW,1160N0730W0SN29ANW,1160N0730W0SN29ANENW,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
337,1160N0,730W0,SN29,NW4,NW4,ANW,1160N0730W0SN29ANW,1160N0730W0SN29ASWNW,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
338,1160N0,730W0,SN29,NW4,NW4,ANW,1160N0730W0SN29ANW,1160N0730W0SN29ASENW,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
339,1160N0,730W0,SN29, W2SW,W2SW,AW½SW,1160N0730W0SN29AW½SW,1160N0730W0SN29ANWSW,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
340,1160N0,730W0,SN29, W2SW,W2SW,AW½SW,1160N0730W0SN29AW½SW,1160N0730W0SN29ASWSW,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
341,1160N0,730W0,SN30,E2,E2,AE½,1160N0730W0SN30AE½,1160N0730W0SN30ANWSE,,320.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
342,1160N0,730W0,SN30,E2,E2,AE½,1160N0730W0SN30AE½,1160N0730W0SN30ANESE,,320.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
343,1160N0,730W0,SN30,E2,E2,AE½,1160N0730W0SN30AE½,1160N0730W0SN30ASWSE,,320.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
344,1160N0,730W0,SN30,E2,E2,AE½,1160N0730W0SN30AE½,1160N0730W0SN30ASESE,,320.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
345,1160N0,730W0,SN30,E2,E2,AE½,1160N0730W0SN30AE½,1160N0730W0SN30ANWNE,,320.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
346,1160N0,730W0,SN30,E2,E2,AE½,1160N0730W0SN30AE½,1160N0730W0SN30ANENE,,320.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
347,1160N0,730W0,SN30,E2,E2,AE½,1160N0730W0SN30AE½,1160N0730W0SN30ASWNE,,320.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
348,1160N0,730W0,SN30,E2,E2,AE½,1160N0730W0SN30AE½,1160N0730W0SN30ASENE,,320.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
349,1160N0,730W0,SN30,NE4NW,NE4NW,ANENW,1160N0730W0SN30ANENW,1160N0730W0SN30ANENW,1160N0730W0SN30ANENW,83.47,Hyde,SOUTH DAKOTA STATE UNIVERSITY
350,0010S0,190E0,SN16,ALL                                                         ,ALL,,0010S0190E0SN16,0010S0190E0SN16,,640.0,Jackson,SDSU EXP. STATION
351,1280N0,590W0,SN19,2,2,L2,1280N0590W0SN19L2,1280N0590W0SN19L2,1280N0590W0SN19L2,317.44,Marshall,SOUTH DAKOTA STATE UNIVERSITY
352,1280N0,590W0,SN19,3,3,L3,1280N0590W0SN19L3,1280N0590W0SN19L3,1280N0590W0SN19L3,317.44,Marshall,SOUTH DAKOTA STATE UNIVERSITY
353,1280N0,590W0,SN19,4,4,L4,1280N0590W0SN19L4,1280N0590W0SN19L4,1280N0590W0SN19L4,317.44,Marshall,SOUTH DAKOTA STATE UNIVERSITY
354,1250N0,560W0,SN05,LOT 4,LOT 4,L4,1250N0560W0SN05L4,1250N0560W0SN05L4,1250N0560W0SN05L4,80.87,Marshall,SOUTH DAKOTA STATE UNIVERSITY
355,1250N0,560W0,SN06,LOT 5,LOT 5,L5,1250N0560W0SN06L5,1250N0560W0SN06L5,1250N0560W0SN06L5,15.27,Marshall,SOUTH DAKOTA STATE UNIVERSITY
356,1250N0,560W0,SN06,LOT 6,LOT 6,L6,1250N0560W0SN06L6,1250N0560W0SN06L6,1250N0560W0SN06L6,15.16,Marshall,SOUTH DAKOTA STATE UNIVERSITY
357,1280N0,590W0,SN19, LOTS 1,LOTS 1,L1,1280N0590W0SN19L1,1280N0590W0SN19L1,1280N0590W0SN19L1,317.44,Marshall,SOUTH DAKOTA STATE UNIVERSITY
358,1250N0,560W0,SN31,LOTS 7 AND 8,LOTS 7 AND 8,L7,1250N0560W0SN31L7,1250N0560W0SN31L7,1250N0560W0SN31L7,40.24,Marshall,SOUTH DAKOTA STATE UNIVERSITY
359,1250N0,560W0,SN31,LOTS 7 AND 8,LOTS 7 AND 8,L8,1250N0560W0SN31L8,1250N0560W0SN31L8,1250N0560W0SN31L8,40.24,Marshall,SOUTH DAKOTA STATE UNIVERSITY
360,1250N0,550W0,SN19,W2SE                                                        ,W2SE,AW½SE,1250N0550W0SN19AW½SE,1250N0550W0SN19ANWSE,,80.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
361,1250N0,550W0,SN19,W2SE                                                        ,W2SE,AW½SE,1250N0550W0SN19AW½SE,1250N0550W0SN19ASWSE,,80.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
362,1250N0,560W0,SN05, SW4NW,SW4NW,ASWNW,1250N0560W0SN05ASWNW,1250N0560W0SN05ASWNW,1250N0560W0SN05ASWNW,80.87,Marshall,SOUTH DAKOTA STATE UNIVERSITY
363,1250N0,560W0,SN32,N2SE,N2SE,AN½SE,1250N0560W0SN32AN½SE,1250N0560W0SN32ANWSE,,80.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
364,1250N0,560W0,SN32,N2SE,N2SE,AN½SE,1250N0560W0SN32AN½SE,1250N0560W0SN32ANESE,,80.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
365,1250N0,560W0,SN32,S2S2,S2S2,AS½S½,1250N0560W0SN32AS½S½,1250N0560W0SN32ASWSW,,160.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
366,1250N0,560W0,SN32,S2S2,S2S2,AS½S½,1250N0560W0SN32AS½S½,1250N0560W0SN32ASESW,,160.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
367,1250N0,560W0,SN32,S2S2,S2S2,AS½S½,1250N0560W0SN32AS½S½,1250N0560W0SN32ASWSE,,160.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
368,1250N0,560W0,SN32,S2S2,S2S2,AS½S½,1250N0560W0SN32AS½S½,1250N0560W0SN32ASESE,,160.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
369,1250N0,560W0,SN32,SENE,SENE,ASENE,1250N0560W0SN32ASENE,1250N0560W0SN32ASENE,1250N0560W0SN32ASENE,40.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
370,1260N0,570W0,SN12,W2SW,W2SW,AW½SW,1260N0570W0SN12AW½SW,1260N0570W0SN12ANWSW,,80.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
371,1260N0,570W0,SN12,W2SW,W2SW,AW½SW,1260N0570W0SN12AW½SW,1260N0570W0SN12ASWSW,,80.0,Marshall,SOUTH DAKOTA STATE UNIVERSITY
372,1280N0,590W0,SN19,E2W2,E2W2,AE½W½,1280N0590W0SN19AE½W½,1280N0590W0SN19ANENW,,317.44,Marshall,SOUTH DAKOTA STATE UNIVERSITY
373,1280N0,590W0,SN19,E2W2,E2W2,AE½W½,1280N0590W0SN19AE½W½,1280N0590W0SN19ASENW,,317.44,Marshall,SOUTH DAKOTA STATE UNIVERSITY
374,1280N0,590W0,SN19,E2W2,E2W2,AE½W½,1280N0590W0SN19AE½W½,1280N0590W0SN19ANESW,,317.44,Marshall,SOUTH DAKOTA STATE UNIVERSITY
375,1280N0,590W0,SN19,E2W2,E2W2,AE½W½,1280N0590W0SN19AE½W½,1280N0590W0SN19ASESW,,317.44,Marshall,SOUTH DAKOTA STATE UNIVERSITY
376,1280N0,670W0,SN07,2,2,L2,1280N0670W0SN07L2,1280N0670W0SN07L2,1280N0670W0SN07L2,282.24,McPherson,SOUTH DAKOTA STATE UNIVERSITY
377,1280N0,670W0,SN04,2,2,L2,1280N0670W0SN04L2,1280N0670W0SN04L2,1280N0670W0SN04L2,141.2,McPherson,SOUTH DAKOTA STATE UNIVERSITY
378,1280N0,670W0,SN18,3,3,L3,1280N0670W0SN18L3,1280N0670W0SN18L3,1280N0670W0SN18L3,101.02,McPherson,SOUTH DAKOTA STATE UNIVERSITY
379,1280N0,670W0,SN07,3,3,L3,1280N0670W0SN07L3,1280N0670W0SN07L3,1280N0670W0SN07L3,282.24,McPherson,SOUTH DAKOTA STATE UNIVERSITY
380,1280N0,670W0,SN07,4,4,L4,1280N0670W0SN07L4,1280N0670W0SN07L4,1280N0670W0SN07L4,282.24,McPherson,SOUTH DAKOTA STATE UNIVERSITY
381,1270N0,670W0,SN18,5,5,L5,1270N0670W0SN18L5,1270N0670W0SN18L5,1270N0670W0SN18L5,160.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
382,1280N0,670W0,SN07,5,5,L5,1280N0670W0SN07L5,1280N0670W0SN07L5,1280N0670W0SN07L5,282.24,McPherson,SOUTH DAKOTA STATE UNIVERSITY
383,1270N0,670W0,SN18,6,6,L6,1270N0670W0SN18L6,1270N0670W0SN18L6,1270N0670W0SN18L6,160.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
384,1280N0,670W0,SN07,6,6,L6,1280N0670W0SN07L6,1280N0670W0SN07L6,1280N0670W0SN07L6,282.24,McPherson,SOUTH DAKOTA STATE UNIVERSITY
385,1280N0,670W0,SN18,7                                                  ,7,L7,1280N0670W0SN18L7,1280N0670W0SN18L7,1280N0670W0SN18L7,101.02,McPherson,SOUTH DAKOTA STATE UNIVERSITY
386,1280N0,670W0,SN07,7,7,L7,1280N0670W0SN07L7,1280N0670W0SN07L7,1280N0670W0SN07L7,282.24,McPherson,SOUTH DAKOTA STATE UNIVERSITY
387,1280N0,670W0,SN07,8,8,L8,1280N0670W0SN07L8,1280N0670W0SN07L8,1280N0670W0SN07L8,282.24,McPherson,SOUTH DAKOTA STATE UNIVERSITY
388,1280N0,670W0,SN30,8,8,L8,1280N0670W0SN30L8,1280N0670W0SN30L8,1280N0670W0SN30L8,160.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
389,1280N0,670W0,SN30,9,9,L9,1280N0670W0SN30L9,1280N0670W0SN30L9,1280N0670W0SN30L9,160.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
390,1280N0,670W0,SN19,10,10,L10,1280N0670W0SN19L10,1280N0670W0SN19L10,1280N0670W0SN19L10,120.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
391,1280N0,670W0,SN30,10,10,L10,1280N0670W0SN30L10,1280N0670W0SN30L10,1280N0670W0SN30L10,160.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
392,1280N0,670W0,SN19,11,11,L11,1280N0670W0SN19L11,1280N0670W0SN19L11,1280N0670W0SN19L11,120.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
393,1270N0,670W0,SN18,12,12,L12,1270N0670W0SN18L12,1270N0670W0SN18L12,1270N0670W0SN18L12,160.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
394,1280N0,670W0,SN19,LOT 12,LOT 12,L12,1280N0670W0SN19L12,1280N0670W0SN19L12,1280N0670W0SN19L12,40.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
395,1280N0,670W0,SN18,LOT 2,LOT 2,L2,1280N0670W0SN18L2,1280N0670W0SN18L2,1280N0670W0SN18L2,30.51,McPherson,SOUTH DAKOTA STATE UNIVERSITY
396,1280N0,670W0,SN18,LOTS 1,LOTS 1,L1,1280N0670W0SN18L1,1280N0670W0SN18L1,1280N0670W0SN18L1,101.02,McPherson,SOUTH DAKOTA STATE UNIVERSITY
397,1280N0,670W0,SN07,LOTS 1,LOTS 1,L1,1280N0670W0SN07L1,1280N0670W0SN07L1,1280N0670W0SN07L1,282.24,McPherson,SOUTH DAKOTA STATE UNIVERSITY
398,1280N0,670W0,SN04,LOTS 1,LOTS 1,L1,1280N0670W0SN04L1,1280N0670W0SN04L1,1280N0670W0SN04L1,141.2,McPherson,SOUTH DAKOTA STATE UNIVERSITY
399,1270N0,670W0,SN18,LOTS 11,LOTS 11,L11,1270N0670W0SN18L11,1270N0670W0SN18L11,1270N0670W0SN18L11,160.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
400,1280N0,670W0,SN19,LOTS 5 AND 6,LOTS 5 AND 6,L5,1280N0670W0SN19L5,1280N0670W0SN19L5,1280N0670W0SN19L5,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
401,1280N0,670W0,SN19,LOTS 5 AND 6,LOTS 5 AND 6,L6,1280N0670W0SN19L6,1280N0670W0SN19L6,1280N0670W0SN19L6,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
402,1280N0,670W0,SN30,LOTS 7,LOTS 7,L7,1280N0670W0SN30L7,1280N0670W0SN30L7,1280N0670W0SN30L7,160.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
403,1280N0,670W0,SN06,LOTS 8 AND 9,LOTS 8 AND 9,L8,1280N0670W0SN06L8,1280N0670W0SN06L8,1280N0670W0SN06L8,70.17,McPherson,SOUTH DAKOTA STATE UNIVERSITY
404,1280N0,670W0,SN06,LOTS 8 AND 9,LOTS 8 AND 9,L9,1280N0670W0SN06L9,1280N0670W0SN06L9,1280N0670W0SN06L9,70.17,McPherson,SOUTH DAKOTA STATE UNIVERSITY
405,1280N0,670W0,SN19,LOTS 9,LOTS 9,L9,1280N0670W0SN19L9,1280N0670W0SN19L9,1280N0670W0SN19L9,120.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
406,1250N0,700W0,SN15,S2NW                                                        ,S2NW,AS½NW,1250N0700W0SN15AS½NW,1250N0700W0SN15ASWNW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
407,1250N0,700W0,SN15,S2NW                                                        ,S2NW,AS½NW,1250N0700W0SN15AS½NW,1250N0700W0SN15ASENW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
408,1250N0,700W0,SN17,S2SW,S2SW,AS½SW,1250N0700W0SN17AS½SW,1250N0700W0SN17ASWSW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
409,1250N0,700W0,SN17,S2SW,S2SW,AS½SW,1250N0700W0SN17AS½SW,1250N0700W0SN17ASESW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
410,1250N0,700W0,SN20, E2SW,E2SW,AE½SW,1250N0700W0SN20AE½SW,1250N0700W0SN20ANESW,,120.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
411,1250N0,700W0,SN20, E2SW,E2SW,AE½SW,1250N0700W0SN20AE½SW,1250N0700W0SN20ASESW,,120.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
412,1250N0,700W0,SN20,NE4NW,NE4NW,ANENW,1250N0700W0SN20ANENW,1250N0700W0SN20ANENW,1250N0700W0SN20ANENW,40.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
413,1250N0,700W0,SN20,SE4NW,SE4NW,ASENW,1250N0700W0SN20ASENW,1250N0700W0SN20ASENW,1250N0700W0SN20ASENW,120.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
414,1250N0,700W0,SN27, NE4SW                                                ,NE4SW,ANESW,1250N0700W0SN27ANESW,1250N0700W0SN27ANESW,1250N0700W0SN27ANESW,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
415,1250N0,700W0,SN27,NW4SW                                                       ,NW4SW,ANWSW,1250N0700W0SN27ANWSW,1250N0700W0SN27ANWSW,1250N0700W0SN27ANWSW,40.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
416,1250N0,700W0,SN27,S2SW,S2SW,AS½SW,1250N0700W0SN27AS½SW,1250N0700W0SN27ASWSW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
417,1250N0,700W0,SN27,S2SW,S2SW,AS½SW,1250N0700W0SN27AS½SW,1250N0700W0SN27ASESW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
418,1250N0,700W0,SN27,SW4NW,SW4NW,ASWNW,1250N0700W0SN27ASWNW,1250N0700W0SN27ASWNW,1250N0700W0SN27ASWNW,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
419,1250N0,700W0,SN30,NE4SE,NE4SE,ANESE,1250N0700W0SN30ANESE,1250N0700W0SN30ANESE,1250N0700W0SN30ANESE,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
420,1250N0,700W0,SN30,NW4SE,NW4SE,ANWSE,1250N0700W0SN30ANWSE,1250N0700W0SN30ANWSE,1250N0700W0SN30ANWSE,40.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
421,1250N0,700W0,SN30, SW4SE,SW4SE,ASWSE,1250N0700W0SN30ASWSE,1250N0700W0SN30ASWSE,1250N0700W0SN30ASWSE,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
422,1250N0,700W0,SN32,N2SW,N2SW,AN½SW,1250N0700W0SN32AN½SW,1250N0700W0SN32ANWSW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
423,1250N0,700W0,SN32,N2SW,N2SW,AN½SW,1250N0700W0SN32AN½SW,1250N0700W0SN32ANESW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
424,1250N0,700W0,SN32,S2SW,S2SW,AS½SW,1250N0700W0SN32AS½SW,1250N0700W0SN32ASWSW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
425,1250N0,700W0,SN32,S2SW,S2SW,AS½SW,1250N0700W0SN32AS½SW,1250N0700W0SN32ASESW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
426,1250N0,700W0,SN34,N2NW,N2NW,AN½NW,1250N0700W0SN34AN½NW,1250N0700W0SN34ANENW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
427,1250N0,700W0,SN34,N2NW,N2NW,AN½NW,1250N0700W0SN34AN½NW,1250N0700W0SN34ANWNW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
428,1250N0,700W0,SN34,SE4NW,SE4NW,ASENW,1250N0700W0SN34ASENW,1250N0700W0SN34ASENW,1250N0700W0SN34ASENW,40.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
429,1260N0,690W0,SN13,E2NE,E2NE,AE½NE,1260N0690W0SN13AE½NE,1260N0690W0SN13ANENE,,237.7,McPherson,SOUTH DAKOTA STATE UNIVERSITY
430,1260N0,690W0,SN13,E2NE,E2NE,AE½NE,1260N0690W0SN13AE½NE,1260N0690W0SN13ASENE,,237.7,McPherson,SOUTH DAKOTA STATE UNIVERSITY
431,1260N0,690W0,SN13, E2NW,E2NW,AE½NW,1260N0690W0SN13AE½NW,1260N0690W0SN13ANENW,,237.7,McPherson,SOUTH DAKOTA STATE UNIVERSITY
432,1260N0,690W0,SN13, E2NW,E2NW,AE½NW,1260N0690W0SN13AE½NW,1260N0690W0SN13ASENW,,237.7,McPherson,SOUTH DAKOTA STATE UNIVERSITY
433,1260N0,690W0,SN13, NW4NE,NW4NE,ANWNE,1260N0690W0SN13ANWNE,1260N0690W0SN13ANWNE,1260N0690W0SN13ANWNE,237.7,McPherson,SOUTH DAKOTA STATE UNIVERSITY
434,1260N0,690W0,SN13, SE4SW,SE4SW,ASESW,1260N0690W0SN13ASESW,1260N0690W0SN13ASESW,1260N0690W0SN13ASESW,237.7,McPherson,SOUTH DAKOTA STATE UNIVERSITY
435,1260N0,690W0,SN15,SW4SW,SW4SW,ASWSW,1260N0690W0SN15ASWSW,1260N0690W0SN15ASWSW,1260N0690W0SN15ASWSW,32.62,McPherson,SOUTH DAKOTA STATE UNIVERSITY
436,1260N0,690W0,SN21,NW4NW,NW4NW,ANWNW,1260N0690W0SN21ANWNW,1260N0690W0SN21ANWNW,1260N0690W0SN21ANWNW,40.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
437,1260N0,690W0,SN22,NW4NW,NW4NW,ANWNW,1260N0690W0SN22ANWNW,1260N0690W0SN22ANWNW,1260N0690W0SN22ANWNW,40.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
438,1260N0,690W0,SN32,NE4NW,NE4NW,ANENW,1260N0690W0SN32ANENW,1260N0690W0SN32ANENW,1260N0690W0SN32ANENW,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
439,1260N0,690W0,SN32,NW4NW,NW4NW,ANWNW,1260N0690W0SN32ANWNW,1260N0690W0SN32ANWNW,1260N0690W0SN32ANWNW,40.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
440,1260N0,690W0,SN32, SW4NW,SW4NW,ASWNW,1260N0690W0SN32ASWNW,1260N0690W0SN32ASWNW,1260N0690W0SN32ASWNW,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
441,1270N0,670W0,SN08,W2SW                                                        ,W2SW,AW½SW,1270N0670W0SN08AW½SW,1270N0670W0SN08ANWSW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
442,1270N0,670W0,SN08,W2SW                                                        ,W2SW,AW½SW,1270N0670W0SN08AW½SW,1270N0670W0SN08ASWSW,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
443,1270N0,670W0,SN18,N2NE,N2NE,AN½NE,1270N0670W0SN18AN½NE,1270N0670W0SN18ANWNE,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
444,1270N0,670W0,SN18,N2NE,N2NE,AN½NE,1270N0670W0SN18AN½NE,1270N0670W0SN18ANENE,,80.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
445,1280N0,670W0,SN04, S2NE,S2NE,AS½NE,1280N0670W0SN04AS½NE,1280N0670W0SN04ASWNE,,141.2,McPherson,SOUTH DAKOTA STATE UNIVERSITY
446,1280N0,670W0,SN04, S2NE,S2NE,AS½NE,1280N0670W0SN04AS½NE,1280N0670W0SN04ASENE,,141.2,McPherson,SOUTH DAKOTA STATE UNIVERSITY
447,1280N0,670W0,SN07, E2SE,E2SE,AE½SE,1280N0670W0SN07AE½SE,1280N0670W0SN07ANESE,,120.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
448,1280N0,670W0,SN07, E2SE,E2SE,AE½SE,1280N0670W0SN07AE½SE,1280N0670W0SN07ASESE,,120.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
449,1280N0,670W0,SN07,SE4NE,SE4NE,ASENE,1280N0670W0SN07ASENE,1280N0670W0SN07ASENE,1280N0670W0SN07ASENE,120.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
450,1280N0,670W0,SN07,SW4NE,SW4NE,ASWNE,1280N0670W0SN07ASWNE,1280N0670W0SN07ASWNE,1280N0670W0SN07ASWNE,40.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
451,1280N0,670W0,SN08,SW4,SW4,ASW,1280N0670W0SN08ASW,1280N0670W0SN08ANWSW,,160.0,McPherson,SOUTH DAKOTA STATE UNIVERSITY
