HoldingDetailID,LocationID,TrustFundID,HoldingDetailTypeID,CountyID,SpecificLocation,LegalDescription,Interest,Acres,BeginDate,EndDate,SoldDate,Acquisition,TitleOpinion,HistoricalLeaseNumber,UserCreated,DateCreated,UserModified,DateModified,Description,OtherAgencyID,TopLeaseAcres,ApprovedforProd,GISGlobalId,Section,Township,TownshipDirection,Range,RangeDirection,Meridian,STRM,QuarterDescription,STRMQ
DF88F03D-9F96-E011-82A2-00155D28E806,NULL,5,1,23,NW,LT 3 SEC 35-20N-23WIM,0,0,59:11.4,00:00.0,00:00.0,,,511032,IMPORT,59:14.1,TLangley,51:27.6,,NULL,0,NULL,NULL,35,20,N,23,W,I,3520N23WIM,SE,3520N23WIM SE
FF88F03D-9F96-E011-82A2-00155D28E806,NULL,5,1,13,,SE/4 SEC 21-1N-2ECM,0,160,59:11.4,00:00.0,00:00.0,,,511536,IMPORT,59:14.5,TLangley,53:41.5,,NULL,0,NULL,NULL,21,1,N,2,E,C,2101N02ECM,SE,2101N02ECM SE
3489F03D-9F96-E011-82A2-00155D28E806,NULL,5,1,13,S,S/2NW/4 SEC 5-5N-3ECM,0,80,59:11.4,NULL,NULL,,,511638,IMPORT,59:15.2,LLocke,28:10.9,"From Dinosaur Bone on Hwy 325 West of Boise City, 3 miles North and 2 miles East (Isolated)",NULL,0,NULL,NULL,5,5,N,3,E,C,0505N03ECM,NW,0505N03ECM NW
3E89F03D-9F96-E011-82A2-00155D28E806,NULL,5,1,13,S,S/2NW/4 SEC 1-5N-1ECM,0,80,59:11.4,NULL,NULL,,,511640,IMPORT,59:15.3,Dwelch,48:43.5,Approx 2 1/2 miles East and 2 miles North of Kenton (Isolated),NULL,0,NULL,NULL,1,5,N,1,E,C,0105N01ECM,NW,0105N01ECM NW
1AF179AF-9F96-E011-82A2-00155D28E806,2C4FD821-E47B-E011-9CF3-00155D960C0A,5,1,8,,SE/4 SEC 31-5N-12WIM,0,160,59:11.4,00:00.0,00:00.0,,,511001,IMPORT,02:25.3,TLangley,43:54.5,"From intersection of Hwys 58 and 19, West of Apache, 3 miles East, 2 1/2 miles South (No Legal Access)  Landlocked",NULL,0,NULL,NULL,31,5,N,12,W,I,3105N12WIM,SE,3105N12WIM SE
34F179AF-9F96-E011-82A2-00155D28E806,4F4FD821-E47B-E011-9CF3-00155D960C0A,5,1,77,SE,SE/4NE/4 SEC 14-25N-18WIM,0,40,59:11.4,NULL,NULL,,,511014,IMPORT,02:25.6,LLocke,17:49.5,"From Mooreland, 13 miles North on Hwy 50, 3 miles East, 1 mile North, 1 mile East and approx 1/4 mile NE on oil and gas right of way roadway (Isolated/poorly accessible tract)",NULL,0,NULL,NULL,14,25,N,18,W,I,1425N18WIM,NE,1425N18WIM NE
39F179AF-9F96-E011-82A2-00155D28E806,564FD821-E47B-E011-9CF3-00155D960C0A,5,1,77,N,N/2SE/4 SEC 14-25N-18WIM,0,80,59:11.4,NULL,NULL,,,511014,IMPORT,02:25.6,Dwelch,18:18.8,"From Mooreland, 13 miles North on Hwy 50, 3 miles East, 1 mile North, 1 mile East and approx 1/4 mile NE on oil and gas right of way roadway (Isolated/poorly accessible tract)",NULL,0,NULL,NULL,14,25,N,18,W,I,1425N18WIM,SE,1425N18WIM SE
3BF179AF-9F96-E011-82A2-00155D28E806,584FD821-E47B-E011-9CF3-00155D960C0A,5,1,77,SE,SE/4SW/4 SEC 26-25N-18WIM,0,40,59:11.4,NULL,NULL,,,511016,IMPORT,02:25.6,Dwelch,28:28.8,"From Mooreland intersection of Hwys 50 & 412, 10 miles North, 2 miles East, 2 miles North, 2 miles East to West boundary of tract",NULL,0,NULL,NULL,26,25,N,18,W,I,2625N18WIM,SW,2625N18WIM SW
3FF179AF-9F96-E011-82A2-00155D28E806,5E4FD821-E47B-E011-9CF3-00155D960C0A,5,1,77,N,N/2SE/4 SEC 26-25N-18WIM,0,80,59:11.4,NULL,NULL,,,511016,IMPORT,02:25.7,Dwelch,28:48.7,"From Mooreland intersection of Hwys 50 & 412, 10 miles North, 2 miles East, 2 miles North, 2 miles East to West boundary of tract",NULL,0,NULL,NULL,26,25,N,18,W,I,2625N18WIM,SE,2625N18WIM SE
40F179AF-9F96-E011-82A2-00155D28E806,604FD821-E47B-E011-9CF3-00155D960C0A,5,1,77,NW,NW/4NW/4 SEC 35-25N-18WIM,0,40,59:11.4,NULL,NULL,,,511016,IMPORT,02:25.7,Dwelch,29:04.4,"From Mooreland intersection of Hwys 50 & 412, 10 miles North, 2 miles East, 2 miles North, 2 miles East to West boundary of tract",NULL,0,NULL,NULL,35,25,N,18,W,I,3525N18WIM,NW,3525N18WIM NW
42F179AF-9F96-E011-82A2-00155D28E806,3B4DD821-E47B-E011-9CF3-00155D960C0A,5,1,77,SE,SE/4SE/4 SEC 18-26N-19WIM,0,40,59:11.4,NULL,NULL,,,511019,IMPORT,02:25.7,Dwelch,16:20.7,"From Cimarron River Bridge, South of Freedom, 3 miles South on Hwy 50, 8 1/4 miles West, 2 miles North and approx 3/4 mile Southeasterly on pasture road (Isolated/poorly accessible tract)",NULL,0,NULL,NULL,18,26,N,19,W,I,1826N19WIM,SE,1826N19WIM SE
48F179AF-9F96-E011-82A2-00155D28E806,684FD821-E47B-E011-9CF3-00155D960C0A,5,1,65,E,E/2SW/4 SEC 24-15N-22WIM,0,80,59:11.4,NULL,NULL,,,511020,IMPORT,02:25.7,LDavis,51:22.5,"From Hammon intersection of Hwys 34 & 33, 6 miles West on Hwy 33, 5.5 miles North and 1/2 mile West to SE corner of property",NULL,0,NULL,NULL,24,15,N,22,W,I,2415N22WIM,SW,2415N22WIM SW
4CF179AF-9F96-E011-82A2-00155D28E806,684FD821-E47B-E011-9CF3-00155D960C0A,5,1,65,SW,SW/4SW/4 SEC 24-15N-22WIM,0,40,59:11.4,NULL,NULL,,,511020,IMPORT,02:25.8,LLocke,44:03.9,"From Hammon intersection of Hwys 34 & 33, 6 miles West on Hwy 33, 5.5 miles North and 1/2 mile West to SE corner of property",NULL,0,NULL,NULL,24,15,N,22,W,I,2415N22WIM,SW,2415N22WIM SW
4EF179AF-9F96-E011-82A2-00155D28E806,6F4FD821-E47B-E011-9CF3-00155D960C0A,5,1,23,E,E/2NE/4 SEC 18-17N-22WIM,0,80,59:11.4,NULL,NULL,,,511023,IMPORT,02:25.8,Dwelch,15:18.2,"From Arnett intersection of Hwys 283 & 51, 7 miles East, 14 1/2 miles South, 2 miles East, and approx 2 miles NE on pasture road (Isolated/poorly accessible tract)",NULL,0,NULL,NULL,18,17,N,22,W,I,1817N22WIM,NE,1817N22WIM NE
53F179AF-9F96-E011-82A2-00155D28E806,754FD821-E47B-E011-9CF3-00155D960C0A,5,1,23,,SW/4 SEC 5-18N-22WIM,0,160,59:11.4,NULL,NULL,,,511024,IMPORT,02:25.9,Dwelch,14:15.4,"From Arnett intersection of Hwys 51 & 283, 7 miles East, 5 1/2 miles South, 1 mile East, 1 mile South and 1 1/2 miles East to SW corner of SE/4 of Sec 7",NULL,0,NULL,NULL,5,18,N,22,W,I,0518N22WIM,SW,0518N22WIM SW
58F179AF-9F96-E011-82A2-00155D28E806,7C4FD821-E47B-E011-9CF3-00155D960C0A,5,1,23,NW,LT 1 SEC 7-18N-22WIM,0,40.5,59:11.4,NULL,NULL,,,511024,IMPORT,02:25.9,Dwelch,31:58.3,"From Arnett intersection of Hwys 51 & 283, 7 miles East, 5 1/2 miles South, 1 mile East, 1 mile South and 1 1/2 miles East to SW corner of SE/4 of Sec 7",NULL,0,00:00.0,{BA350A4C-64C4-4CD3-8C57-2027F8184E9A},7,18,N,22,W,I,0718N22WIM,NW,0718N22WIM NW
59F179AF-9F96-E011-82A2-00155D28E806,7E4FD821-E47B-E011-9CF3-00155D960C0A,5,1,23,NE,NE/4NW/4 SEC 7-18N-22WIM,0,40,59:11.4,NULL,NULL,,,511024,IMPORT,02:25.9,Dwelch,32:13.0,"From Arnett intersection of Hwys 51 & 283, 7 miles East, 5 1/2 miles South, 1 mile East, 1 mile South and 1 1/2 miles East to SW corner of SE/4 of Sec 7",NULL,0,NULL,NULL,7,18,N,22,W,I,0718N22WIM,NW,0718N22WIM NW
5AF179AF-9F96-E011-82A2-00155D28E806,804FD821-E47B-E011-9CF3-00155D960C0A,5,1,23,,NE/4 SEC 7-18N-22WIM,0,160,59:11.4,NULL,NULL,,,511024,IMPORT,02:25.9,Dwelch,32:27.7,"From Arnett intersection of Hwys 51 & 283, 7 miles East, 5 1/2 miles South, 1 mile East, 1 mile South and 1 1/2 miles East to SW corner of SE/4 of Sec 7",NULL,0,NULL,NULL,7,18,N,22,W,I,0718N22WIM,NE,0718N22WIM NE
5BF179AF-9F96-E011-82A2-00155D28E806,824FD821-E47B-E011-9CF3-00155D960C0A,5,1,23,,SE/4 SEC 7-18N-22WIM,0,160,59:11.4,NULL,NULL,,,511024,IMPORT,02:25.9,Dwelch,32:48.3,"From Arnett intersection of Hwys 51 & 283, 7 miles East, 5 1/2 miles South, 1 mile East, 1 mile South and 1 1/2 miles East to SW corner of SE/4 of Sec 7",NULL,0,NULL,NULL,7,18,N,22,W,I,0718N22WIM,SE,0718N22WIM SE
5CF179AF-9F96-E011-82A2-00155D28E806,844FD821-E47B-E011-9CF3-00155D960C0A,5,1,23,,NW/4 SEC 8-18N-22WIM,0,160,59:11.4,NULL,NULL,,,511024,IMPORT,02:25.9,Dwelch,33:03.2,"From Arnett intersection of Hwys 51 & 283, 7 miles East, 5 1/2 miles South, 1 mile East, 1 mile South and 1 1/2 miles East to SW corner of SE/4 of Sec 7",NULL,0,NULL,NULL,8,18,N,22,W,I,0818N22WIM,NW,0818N22WIM NW
5EF179AF-9F96-E011-82A2-00155D28E806,864FD821-E47B-E011-9CF3-00155D960C0A,5,1,23,E,E/2NE/4 SEC 33-18N-22WIM,0,80,59:11.4,NULL,NULL,,,511030,IMPORT,02:25.9,Dwelch,13:42.4,"From Arnett intersection of Hwys 283 & 51, 16 1/2 miles South, 6 miles East, 2 miles North, 6 miles East, 5 miles North and approx 1 1/4 miles West on pasture road (Isolated/poorly accessible tract)",NULL,0,NULL,NULL,33,18,N,22,W,I,3318N22WIM,NE,3318N22WIM NE
63F179AF-9F96-E011-82A2-00155D28E806,8C4FD821-E47B-E011-9CF3-00155D960C0A,5,1,23,NW,NW/4NW/4 SEC 34-20N-23WIM,0,40,59:11.4,NULL,NULL,,,511031,IMPORT,02:26.0,Dwelch,12:59.0,"From Arnett intersection of Hwys 283 & 51, 6 miles East and 2 1/2 miles North to NW corner of lease",NULL,0,NULL,NULL,34,20,N,23,W,I,3420N23WIM,NW,3420N23WIM NW
69F179AF-9F96-E011-82A2-00155D28E806,934FD821-E47B-E011-9CF3-00155D960C0A,5,1,30,NW,NW/4SW/4 SEC 2-27N-23WIM,0,40,59:11.4,00:00.0,00:00.0,,,511033,IMPORT,02:26.0,TLangley,52:14.8,"From Love's in Buffalo, West to end of blacktop, continue West on dirt road 1 mile then 1/4 mile North to SE corner of property (isolated)",NULL,0,NULL,NULL,2,27,N,23,W,I,0227N23WIM,SW,0227N23WIM SW
6CF179AF-9F96-E011-82A2-00155D28E806,974FD821-E47B-E011-9CF3-00155D960C0A,5,1,30,N,N/2SE/4 SEC 2-27N-23WIM (SUBJ TO .25 AC ESMT),0,80,59:11.4,NULL,NULL,,,511034,IMPORT,02:26.1,Dwelch,36:06.8,"From Love's in Buffalo, 1/2 mile West and 1/4 mile North to SE/C of lease",NULL,0,NULL,NULL,2,27,N,23,W,I,0227N23WIM,SE,0227N23WIM SE
71F179AF-9F96-E011-82A2-00155D28E806,9D4FD821-E47B-E011-9CF3-00155D960C0A,5,1,30,NW,LT 1 SEC 5-27N-23WIM,0,39.72,59:11.4,NULL,NULL,,,511035,IMPORT,02:26.1,Dwelch,50:15.7,"From intersection of Hwys 64 & 46, North of May, 2 miles East, 2 miles North & 3/4 mile Northerly on trail road (No Developed Access)",NULL,0,NULL,NULL,5,27,N,23,W,I,0527N23WIM,NE,0527N23WIM NE
76F179AF-9F96-E011-82A2-00155D28E806,A34FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,NE,LT 1 SEC 4-2N-1ECM,0,40.41,59:11.4,NULL,NULL,,,511041,IMPORT,02:26.2,Dwelch,45:24.2,"From Wheeless,  5 miles West and 4 1/2 miles South to NW corner of lease",NULL,0,NULL,NULL,4,2,N,1,E,C,0402N01ECM,NE,0402N01ECM NE
7AF179AF-9F96-E011-82A2-00155D28E806,A94FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,NE,LT 1 SEC 5-2N-1ECM,0,40.46,59:11.4,NULL,NULL,,,511041,IMPORT,02:26.2,Dwelch,46:17.4,"From Wheeless,  5 miles West and 4 1/2 miles South to NW corner of lease",NULL,0,NULL,NULL,5,2,N,1,E,C,0502N01ECM,NE,0502N01ECM NE
7BF179AF-9F96-E011-82A2-00155D28E806,AB4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NE/4 SEC 8-2N-1ECM,0,160,59:11.4,NULL,NULL,,,511041,IMPORT,02:26.2,Dwelch,46:32.6,"From Wheeless,  5 miles West and 4 1/2 miles South to NW corner of lease",NULL,0,NULL,NULL,8,2,N,1,E,C,0802N01ECM,NE,0802N01ECM NE
7CF179AF-9F96-E011-82A2-00155D28E806,AD4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,N,N/2SE/4 SEC 8-2N-1ECM,0,80,59:11.4,NULL,NULL,,,511041,IMPORT,02:26.2,Dwelch,46:49.5,"From Wheeless,  5 miles West and 4 1/2 miles South to NW corner of lease",NULL,0,NULL,NULL,8,2,N,1,E,C,0802N01ECM,SE,0802N01ECM SE
7DF179AF-9F96-E011-82A2-00155D28E806,AF4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NE/4 SEC 9-2N-1ECM,0,160,59:11.4,NULL,NULL,,,511041,IMPORT,02:26.3,Dwelch,47:08.3,"From Wheeless,  5 miles West and 4 1/2 miles South to NW corner of lease",NULL,0,NULL,NULL,9,2,N,1,E,C,0902N01ECM,NE,0902N01ECM NE
7FF179AF-9F96-E011-82A2-00155D28E806,B14FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,SW,SW/4NE/4 SEC 17-2N-1ECM,0,40,59:11.4,NULL,NULL,,,511049,IMPORT,02:26.3,LLocke,29:28.7,"From Wheeless,  5 miles West and 6 miles South to SW corner of lease",NULL,0,NULL,NULL,17,2,N,1,E,C,1702N01ECM,NE,1702N01ECM NE
83F179AF-9F96-E011-82A2-00155D28E806,B74FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,S,S/2NW/4 SEC 17-2N-1ECM,0,80,59:11.4,NULL,NULL,,,511049,IMPORT,02:26.3,LLocke,29:49.2,"From Wheeless,  5 miles West and 6 miles South to SW corner of lease",NULL,0,NULL,NULL,17,2,N,1,E,C,1702N01ECM,NW,1702N01ECM NW
84F179AF-9F96-E011-82A2-00155D28E806,B94FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,SW/4 SEC 17-2N-1ECM,0,160,59:11.4,NULL,NULL,,,511049,IMPORT,02:26.3,LLocke,30:09.7,"From Wheeless,  5 miles West and 6 miles South to SW corner of lease",NULL,0,NULL,NULL,17,2,N,1,E,C,1702N01ECM,SW,1702N01ECM SW
85F179AF-9F96-E011-82A2-00155D28E806,B74FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,NW,NW/4SE/4 SEC 17-2N-1ECM,0,40,59:11.4,NULL,NULL,,,511049,IMPORT,02:26.3,LLocke,30:25.2,"From Wheeless,  5 miles West and 6 miles South to SW corner of lease",NULL,0,NULL,NULL,17,2,N,1,E,C,1702N01ECM,NW,1702N01ECM NW
87F179AF-9F96-E011-82A2-00155D28E806,BC4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,SE,SE/4SW/4 SEC 28-4N-1ECM,0,40,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.3,LLocke,01:27.9,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,28,4,N,1,E,C,2804N01ECM,SW,2804N01ECM SW
8BF179AF-9F96-E011-82A2-00155D28E806,C24FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,SW,SW/4SE/4 SEC 32-4N-1ECM,0,40,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,23:19.3,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,32,4,N,1,E,C,3204N01ECM,SE,3204N01ECM SE
8CF179AF-9F96-E011-82A2-00155D28E806,C44FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,NW,LT 2 SEC 5-3N-1ECM,0,40.93,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,31:43.4,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,5,3,N,1,E,C,0503N01ECM,NE,0503N01ECM NE
8DF179AF-9F96-E011-82A2-00155D28E806,C64FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,NE,LT 3 SEC 5-3N-1ECM,0,40.96,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,32:20.0,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,5,3,N,1,E,C,0503N01ECM,NW,0503N01ECM NW
8EF179AF-9F96-E011-82A2-00155D28E806,C84FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NE/4 SEC 28-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,56:17.7,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,28,4,N,1,E,C,2804N01ECM,NE,2804N01ECM NE
8FF179AF-9F96-E011-82A2-00155D28E806,CA4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,SW,SW/4NW/4 SEC 33-4N-1ECM,0,40,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,24:18.3,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,33,4,N,1,E,C,3304N01ECM,NW,3304N01ECM NW
90F179AF-9F96-E011-82A2-00155D28E806,CC4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NE/4 SEC 31-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,18:06.8,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,31,4,N,1,E,C,3104N01ECM,NE,3104N01ECM NE
91F179AF-9F96-E011-82A2-00155D28E806,CE4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NE/4 SEC 32-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,21:05.4,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,32,4,N,1,E,C,3204N01ECM,NE,3204N01ECM NE
92F179AF-9F96-E011-82A2-00155D28E806,D04FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NW/4 SEC 32-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,20:46.3,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,32,4,N,1,E,C,3204N01ECM,NW,3204N01ECM NW
93F179AF-9F96-E011-82A2-00155D28E806,D24FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,N,N/2SE/4 SEC 32-4N-1ECM,0,80,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,22:33.7,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,32,4,N,1,E,C,3204N01ECM,SE,3204N01ECM SE
94F179AF-9F96-E011-82A2-00155D28E806,D44FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,NE,NE/4NE/4 SEC 33-4N-1ECM,0,40,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,23:54.1,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,33,4,N,1,E,C,3304N01ECM,NE,3304N01ECM NE
95F179AF-9F96-E011-82A2-00155D28E806,D64FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,NW,NW/4SW/4 SEC 33-4N-1ECM,0,40,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,25:06.0,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,33,4,N,1,E,C,3304N01ECM,SW,3304N01ECM SW
96F179AF-9F96-E011-82A2-00155D28E806,D84FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,SE/4 SEC 28-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,56:48.2,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,28,4,N,1,E,C,2804N01ECM,SE,2804N01ECM SE
97F179AF-9F96-E011-82A2-00155D28E806,BC4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,N,N/2SW/4 SEC 28-4N-1ECM,0,80,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,00:41.6,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,28,4,N,1,E,C,2804N01ECM,SW,2804N01ECM SW
98F179AF-9F96-E011-82A2-00155D28E806,DB4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NE/4 SEC 29-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,03:21.5,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,29,4,N,1,E,C,2904N01ECM,NE,2904N01ECM NE
99F179AF-9F96-E011-82A2-00155D28E806,DD4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NW/4 SEC 29-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,02:35.7,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,29,4,N,1,E,C,2904N01ECM,NW,2904N01ECM NW
9BF179AF-9F96-E011-82A2-00155D28E806,E14FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,SW,LT 2 SEC 31-4N-1ECM,0,35.37,59:11.4,NULL,NULL,,,511053,IMPORT,02:26.4,LLocke,11:12.3,"From Wheeless, 4 miles West and 2 miles North",NULL,0,NULL,NULL,31,4,N,1,E,C,3104N01ECM,NW,3104N01ECM NW
9DF179AF-9F96-E011-82A2-00155D28E806,E34FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,SE/4 SEC 20-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511056,IMPORT,02:26.4,JPope,14:41.3,"From Wheeless, 4 miles West and 5 miles North",NULL,0,NULL,NULL,20,4,N,1,E,C,2004N01ECM,SE,2004N01ECM SE
A2F179AF-9F96-E011-82A2-00155D28E806,EA4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,SE,SE/4NE/4 SEC 20-4N-1ECM,0,40,59:11.4,NULL,NULL,,,511056,IMPORT,02:26.5,LLocke,32:29.0,"From Wheeless, 4 miles West and 5 miles North",NULL,0,NULL,NULL,20,4,N,1,E,C,2004N01ECM,NE,2004N01ECM NE
A3F179AF-9F96-E011-82A2-00155D28E806,EC4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,S,S/2SW/4 SEC 20-4N-1ECM,0,80,59:11.4,NULL,NULL,,,511056,IMPORT,02:26.5,LLocke,32:37.1,"From Wheeless, 4 miles West and 5 miles North",NULL,0,NULL,NULL,20,4,N,1,E,C,2004N01ECM,SW,2004N01ECM SW
A9F179AF-9F96-E011-82A2-00155D28E806,F34FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,NE,NE/4NE/4 SEC 20-4N-1ECM,0,40,59:11.4,NULL,NULL,,,511057,IMPORT,02:26.6,JPope,15:03.2,"From Kenton, 2 miles East and 6 miles South",NULL,0,NULL,NULL,20,4,N,1,E,C,2004N01ECM,NE,2004N01ECM NE
ABF179AF-9F96-E011-82A2-00155D28E806,F54FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,N,N/2NE/4 SEC 23-4N-1ECM,0,80,59:11.4,NULL,NULL,,,511065,IMPORT,02:26.6,LLocke,51:11.5,"From Wheeless, 1 mile East and 5 miles North and West",NULL,0,NULL,NULL,23,4,N,1,E,C,2304N01ECM,NE,2304N01ECM NE
AFF179AF-9F96-E011-82A2-00155D28E806,FB4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NW/4 SEC 22-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511065,IMPORT,02:26.6,JPope,22:33.3,"From Wheeless, 1 mile East and 5 miles North and West",NULL,0,NULL,NULL,22,4,N,1,E,C,2204N01ECM,NW,2204N01ECM NW
B0F179AF-9F96-E011-82A2-00155D28E806,FD4FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NE/4 SEC 22-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511065,IMPORT,02:26.6,JPope,23:42.2,"From Wheeless, 1 mile East and 5 miles North and West",NULL,0,NULL,NULL,22,4,N,1,E,C,2204N01ECM,NE,2204N01ECM NE
B1F179AF-9F96-E011-82A2-00155D28E806,F54FD821-E47B-E011-9CF3-00155D960C0A,5,1,13,,SW/4 SEC 22-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511065,IMPORT,02:26.6,JPope,24:58.0,"From Wheeless, 1 mile East and 5 miles North and West",NULL,0,NULL,NULL,22,4,N,1,E,C,2204N01ECM,SW,2204N01ECM SW
B2F179AF-9F96-E011-82A2-00155D28E806,0050D821-E47B-E011-9CF3-00155D960C0A,5,1,13,,SE/4 SEC 22-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511065,IMPORT,02:26.6,JPope,26:05.5,"From Wheeless, 1 mile East and 5 miles North and West",NULL,0,NULL,NULL,22,4,N,1,E,C,2204N01ECM,SE,2204N01ECM SE
B3F179AF-9F96-E011-82A2-00155D28E806,0250D821-E47B-E011-9CF3-00155D960C0A,5,1,13,SW,SW/4NE/4 SEC 23-4N-1ECM,0,40,59:11.4,NULL,NULL,,,511065,IMPORT,02:26.6,LLocke,41:55.9,"From Wheeless, 1 mile East and 5 miles North and West",NULL,0,NULL,NULL,23,4,N,1,E,C,2304N01ECM,NE,2304N01ECM NE
B4F179AF-9F96-E011-82A2-00155D28E806,0450D821-E47B-E011-9CF3-00155D960C0A,5,1,13,,NW/4 SEC 23-4N-1ECM,0,160,59:11.4,NULL,NULL,,,511065,IMPORT,02:26.6,LLocke,42:23.4,"From Wheeless, 1 mile East and 5 miles North and West",NULL,0,NULL,NULL,23,4,N,1,E,C,2304N01ECM,NW,2304N01ECM NW
B5F179AF-9F96-E011-82A2-00155D28E806,0650D821-E47B-E011-9CF3-00155D960C0A,5,1,13,N,N/2SW/4 SEC 23-4N-1ECM,0,80,59:11.4,NULL,NULL,,,511065,IMPORT,02:26.7,LLocke,42:37.2,"From Wheeless, 1 mile East and 5 miles North and West",NULL,0,NULL,NULL,23,4,N,1,E,C,2304N01ECM,SW,2304N01ECM SW
B6F179AF-9F96-E011-82A2-00155D28E806,0850D821-E47B-E011-9CF3-00155D960C0A,5,1,13,SW,SW/4SW/4 SEC 23-4N-1ECM,0,40,59:11.4,NULL,NULL,,,511065,IMPORT,02:26.7,LLocke,42:59.5,"From Wheeless, 1 mile East and 5 miles North and West",NULL,0,NULL,NULL,23,4,N,1,E,C,2304N01ECM,SW,2304N01ECM SW
B7F179AF-9F96-E011-82A2-00155D28E806,0A50D821-E47B-E011-9CF3-00155D960C0A,5,1,13,N,N/2SE/4 SEC 23-4N-1ECM,0,80,59:11.4,NULL,NULL,,,511065,IMPORT,02:26.7,LLocke,37:40.3,"From Wheeless, 1 mile East and 5 miles North and West",NULL,0,NULL,NULL,23,4,N,1,E,C,2304N01ECM,SE,2304N01ECM SE
