,state,university,rights_type,activity,acres,gis_acres,trust_name,managing_agency,township,range,section,aliquot,data_source,geometry
30,MT,Montana State University,subsurface,,160.0,161.1,MSU 2nd Grant,Department of Natural Resources,16N,15W,12,,,"POLYGON ((302240.3448999971 330126.7286000028, 302237.7851999998 330074.1403999999, 302235.7713999972 330032.6132000014, 302231.872299999 329952.260900002, 302222.6127000004 329761.3547000028, 302222.4742999971 329758.0612999983, 302220.74279999733 329722.3408000022, 301917.88849999756 329741.2324000001, 301914.6123000011 329741.4362999983, 301818.2157000005 329747.4367000051, 301531.003700003 329765.3521000035, 301444.07610002905 329770.77230000123, 301441.1516999975 329770.97050000355, 301415.6898000017 329772.55970000103, 301419.02319999784 329839.4688000046, 301419.9354000017 329859.12629999965, 301421.379900001 329887.8438000046, 301428.9729000032 330040.1207999997, 301433.1746999994 330124.3641999997, 301433.5974000022 330132.0067000054, 301435.66960000247 330173.6000000052, 301441.2745999992 330286.1167000085, 301442.04580000043 330302.2582000047, 301445.3185000047 330367.9070000015, 301452.3931000009 330509.7933000028, 301453.59870000184 330533.9789999984, 301453.8081 330537.71730000526, 301455.6473999992 330574.6405000016, 301536.0878000036 330570.8841000013, 301605.9996000007 330567.6002000049, 301691.378700003 330563.5753999986, 301734.4750000015 330561.5443000011, 301760.34160000086 330560.3254000023, 301836.1886000037 330556.7509999983, 301841.5152999982 330556.5454000011, 301857.12950000167 330555.8132000007, 301890.2779000029 330553.7809000015, 301895.57470002025 330553.43430000544, 301909.18000000715 330552.6098000072, 301937.95070002973 330550.85810000077, 302259.94710002095 330531.1169000082, 302258.7198000252 330505.7978000045, 302258.08150000125 330494.6948999986, 302255.13610001653 330432.6177000031, 302252.9982000068 330387.5822999999, 302251.75890000165 330362.29960000515, 302246.0289000273 330244.13670000434, 302243.82090000063 330198.6048000008, 302241.74400000274 330155.77400000393, 302240.3448999971 330126.7286000028))"
31,MT,Montana State University,subsurface,,320.0,326.8,MSU 2nd Grant,Department of Natural Resources,16N,15W,14,,,"POLYGON ((300548.18569999933 328420.01010000333, 300537.6406000033 328202.99130000174, 300468.25340001285 328206.6823000051, 300431.60329999775 328208.57990000397, 300240.93289999664 328218.46820000187, 300231.48210000247 328218.9632000029, 300228.5229000002 328219.1171000004, 300193.2120999992 328220.95170000196, 300126.1076999977 328224.3655000031, 299999.16170003265 328227.41039999947, 299929.322800003 328229.05160000175, 299749.15890000015 328233.2885000035, 299744.62530002743 328233.3850999996, 299723.94099999964 328233.91970000416, 299707.9165999964 328234.1752999984, 299428.61930000037 328250.47430000454, 299314.21450000256 328256.99810000136, 299308.6449000016 328257.447300002, 299305.2578000054 328257.52780000493, 299114.0855000019 328268.97320000455, 299110.34870000184 328269.194500003, 298929.2328000292 328279.90089999884, 298920.1174999997 328280.33960000053, 298902.2048999965 328281.41589999944, 298911.8823999986 328453.4729000069, 298920.36680000275 328607.27980000153, 298924.3293000236 328682.44210000336, 298933.26630000025 328841.0852000043, 298933.6292999983 328847.6618000008, 298933.9374000132 328853.2468999997, 298946.45170000196 329080.1984000057, 298946.45369999856 329083.46840000525, 299348.96190000325 329062.0567000024, 299436.60760001093 329059.4618000053, 299441.239699997 329059.35830000043, 299446.241899997 329059.1833000034, 299450.8447000161 329059.0380000025, 299543.84329999983 329056.1043000035, 299548.45579999685 329055.95880000293, 299692.97840002924 329051.4013000056, 299697.3253000006 329051.26420000196, 299701.33110000193 329051.1378999986, 299705.6552999988 329051.00160000473, 299713.56090001017 329050.7524000034, 299717.8509000018 329050.6171000004, 299723.5860000029 329050.4362000041, 299727.8473000005 329050.30110000446, 299763.8883000016 329049.00260000303, 299768.00829999894 329048.96150000393, 299918.30350001156 329041.3991000019, 299921.78410000354 329041.2238000035, 299948.9878000021 329039.8542999998, 299952.7092999965 329039.63159999996, 300029.9389000088 329035.75569999963, 300033.3633000031 329035.57450000197, 300170.3258000091 329028.56500000134, 300173.4404999986 329028.56240000203, 300281.3757000193 329023.1208000034, 300395.57080001384 329017.37180000544, 300576.7612000033 329008.1305000037, 300557.20180000365 328605.56060000136, 300552.2679999992 328499.19619999826, 300548.18569999933 328420.01010000333))"
32,MT,Montana State University,subsurface,,306.69,308.32,MSU 2nd Grant,Department of Natural Resources,16N,15W,18,,,"POLYGON ((294128.8140999973 329297.82389999926, 294128.72609999776 329292.5295000002, 294125.45099999756 329228.69249999896, 294107.99480000883 328893.6834000051, 293706.7190999985 328911.7678000033, 293305.44129999727 328929.8517000042, 293272.36550001055 328931.4723000042, 293243.8069000095 328932.759800002, 293224.41579999775 328933.63390000537, 293086.7332000062 328939.84060000256, 292904.2374000028 328947.9378000051, 292843.2995999977 328950.81909999996, 292667.56180000305 328958.7567000054, 292549.1221999973 328963.9814000018, 292559.80569999665 329176.8318000026, 292567.2534000054 329327.99269999936, 292569.04900001734 329368.4386, 292576.69319999963 329519.581500005, 292588.97610001266 329772.8958000019, 292590.9620000124 329809.17350000143, 292591.2132000029 329814.2714000046, 292605.84910000116 330111.2882999964, 292607.1982000023 330138.6656000018, 292608.9051000029 330177.35030000284, 292614.4528999999 330177.2071999982, 292928.6014999971 330162.44380000234, 292967.08300002664 330160.5132000074, 292991.16520000994 330159.5117000006, 293085.764000006 330155.10009999946, 293120.22000000626 330153.4851000048, 293148.38379999995 330152.1796000004, 293190.56539999694 330150.0957000032, 293368.17859999835 330141.8164000027, 293364.65550002456 330070.11090000346, 293358.67620000243 329954.51170000434, 293351.0536000207 329807.17540000007, 293347.27400000393 329737.97590000555, 293330.10610000044 329402.4894000031, 293326.3694000095 329334.132600002, 293333.8698000014 329333.9087000005, 293357.8147000298 329332.8303000033, 293727.5907000005 329315.9771000035, 294128.8140999973 329297.82389999926))"
33,MT,Montana State University,subsurface,,480.0,487.49,MSU 2nd Grant,Department of Natural Resources,16N,15W,24,,,"POLYGON ((302123.0556000024 327703.5482000038, 302121.63639999926 327670.6701000035, 302113.6990000084 327509.692300003, 302107.7352000028 327388.7393999994, 302103.190700002 327300.65309999883, 301701.94200000167 327324.87860000134, 301414.26470000297 327342.26669999585, 301371.2951000035 327344.85339999944, 301366.211800009 327345.15950000286, 301349.97360000014 327346.1374000013, 301300.69139999896 327349.10680000484, 301300.74410001934 327346.27880000323, 301277.66059999913 326939.91270000115, 301277.6822000146 326936.7165000029, 301254.6305000037 326530.7190000005, 300872.50400000066 326548.77930000424, 300849.85510002077 326549.71460000426, 300661.309799999 326558.7028999999, 300572.8655000031 326562.83370000124, 300551.7823999971 326563.82449999824, 300445.0816999972 326568.73690000176, 300445.90829999745 326578.7452000044, 300465.3724000007 326882.1720000021, 300465.8593000099 326889.7611999996, 300469.3483000025 326944.1546000056, 300469.8077000156 326951.31710000336, 300471.4117999971 326976.1607000008, 300471.6383000016 326983.1504999995, 300472.04900003225 326986.12910000235, 300472.44359999895 326992.41059999913, 300474.4501999989 327023.69619999826, 300474.87579999864 327030.3307000026, 300476.7619000152 327059.73530000076, 300477.17240000516 327066.136900004, 300477.4584000036 327070.5949999988, 300477.90190000087 327077.5086000003, 300478.373999998 327084.86940000206, 300498.1350999996 327392.7747000009, 300498.19309999794 327397.5610000044, 300501.58200000226 327461.93230000883, 300501.7782000005 327465.9367999993, 300507.9572999999 327591.9035000019, 300508.11850001663 327595.18840000033, 300518.065700002 327797.4514000006, 300517.9174999967 327800.27600000426, 300529.061999999 328021.8040000051, 300531.7426000014 328076.3280000016, 300533.1982000023 328105.9249000028, 300537.2014000043 328187.0167000033, 300537.1261000037 328192.4863000028, 300537.6406000033 328202.99130000174, 300949.3088000193 328183.03810000047, 301360.98120000213 328163.1121000089, 301751.95030002296 328134.76580000296, 301847.8559000045 328127.81909999996, 302142.92119999975 328106.4467000067, 302123.0556000024 327703.5482000038))"
34,MT,Montana State University,subsurface,,160.0,160.86,MSU 2nd Grant,Department of Natural Resources,16N,15W,26,,,"POLYGON ((300401.7947999984 325378.7813999988, 300401.79599999636 325373.935899999, 300387.39950000495 325019.5302999988, 300385.68370003253 324982.14900000393, 300360.4579000175 324983.1651000008, 300202.95700000226 324989.4824000001, 299988.68869999796 324997.91320000216, 299974.1966999993 324998.36430000514, 299955.78079999983 324999.0907999985, 299742.7682000026 325007.60649999976, 299562.7100000009 325014.5859000087, 299551.1053000018 325015.05579999834, 299260.50890000165 325021.15150000155, 299163.4145999998 325023.14990000054, 299158.3716999963 325023.14030000195, 299152.58480001986 325023.35130000487, 298748.9171999991 325038.08700000495, 298766.6372999996 325436.5058999993, 298786.7734000012 325435.8132000044, 299174.3328000009 325420.13400000334, 299236.5980000198 325418.84160000086, 299382.2347000018 325415.5537000038, 299578.8523999974 325411.000599999, 299894.30250002444 325398.76960000396, 299990.3247000128 325394.8921000026, 300401.7947999984 325378.7813999988))"
35,MT,Montana State University,subsurface,,114.8,116.13,MSU 2nd Grant,Department of Natural Resources,17N,2E,2,,,"POLYGON ((452646.7978000045 335765.075500004, 452637.34329999983 335359.3728, 452233.62000000477 335372.4558000006, 452242.90630001575 335778.2123000026, 452252.5613000095 336182.0645000003, 452260.9851000011 336532.3905999996, 452664.85440000147 336522.3969000019, 452656.42470000684 336168.82940000296, 452646.7978000045 335765.075500004))"
36,MT,Montana State University,subsurface,,640.0,650.39,MSU 2nd Grant,Department of Natural Resources,2S,3E,8,,,"POLYGON ((454207.744599998 160075.90729999915, 454196.34400001913 159672.56610000134, 453789.51669999957 159680.41310000792, 453382.6938999966 159688.54280000553, 452975.8827000037 159697.3227000013, 452569.08039999753 159706.55220000073, 452579.27730003 160110.10020000488, 452589.59030002356 160513.64900000393, 452600.11630000174 160917.2025000006, 452610.9939000234 161320.76330000535, 453018.9913000092 161310.46570000425, 453427.0033000037 161301.1384000033, 453835.03379999846 161293.05269999802, 454243.06859999895 161286.14340000227, 454230.92589999735 160882.69449999928, 454219.2352000028 160479.28430000693, 454207.744599998 160075.90729999915))"
37,MT,Montana State University,subsurface,,480.0,481.4,MSU 2nd Grant,Department of Natural Resources,2S,3E,18,,,"POLYGON ((452569.08039999753 159706.55220000073, 452559.62210000306 159304.00350000337, 452550.1955000013 158901.45990000293, 452540.78809999675 158498.9140000008, 452531.3971000016 158096.36830000207, 452128.5716999993 158109.7591000013, 451725.75600001216 158123.50370000675, 451323.4751000032 158137.57790000364, 451332.6132000312 158540.0650999993, 451341.76770000905 158942.5440000035, 451350.8963999972 159345.02930000424, 451360.0628999993 159747.49940000102, 451762.55160000175 159733.0776000023, 452165.80600003153 159719.48430000246, 452569.08039999753 159706.55220000073))"
38,MT,Montana State University,subsurface,,320.0,322.96,MSU 2nd Grant,Department of Natural Resources,2S,3E,20,,,"POLYGON ((454154.3967999965 158060.02290000394, 454144.30089999735 157657.20030000433, 454134.2153000012 157254.39070000127, 453728.8400999978 157263.79830000177, 453323.4624999985 157273.16560000554, 452918.08829999715 157282.71719999984, 452512.7179000005 157292.42280000448, 452522.049999997 157694.39780000225, 452531.3971000016 158096.36830000207, 452937.14119999856 158086.94610000402, 453342.88799999654 158077.75900000334, 453748.6429999992 158068.88070000708, 454154.3967999965 158060.02290000394))"
39,MT,Montana State University,subsurface,,160.0,160.83,MSU 2nd Grant,Department of Natural Resources,2S,3E,30,,,"POLYGON ((452486.5155000016 156086.67020000517, 452479.000500001 155684.86950000003, 452076.15470000356 155695.61590000615, 451673.3125 155706.4857000038, 451679.0729000047 156109.88390000537, 451684.8483000025 156513.27749999985, 452089.44430000335 156500.77690000087, 452494.0451000184 156488.47210000083, 452486.5155000016 156086.67020000517))"
40,MT,Montana State University,subsurface,,478.67,486.41,MSU 2nd Grant,Department of Natural Resources,2S,5W,4,,,"POLYGON ((388674.84059999883 164389.71040000394, 388660.8726000264 163986.2468000017, 388646.6819999963 163582.6021000035, 388632.49340000004 163178.9539999999, 388225.9567999989 163190.4601000026, 387819.42080000043 163201.99350000545, 387412.8876999989 163213.55380000174, 387006.3528000191 163225.13819999993, 387021.5276999995 163631.0742000006, 387036.7004000023 164037.0129000023, 387443.54850000143 164024.29360000417, 387850.3985000104 164011.57670000196, 387865.91629999876 164417.17590000108, 387881.2105000168 164816.9182999991, 388284.88109999895 164801.31280000135, 388688.5505999997 164785.7341000028, 388674.84059999883 164389.71040000394))"
41,MT,Montana State University,subsurface,,320.0,325.54,MSU 2nd Grant,Department of Natural Resources,2S,5W,8,,,"POLYGON ((386968.0618000105 162002.52670000494, 386955.2971000001 161594.9889000021, 386550.30370000005 161618.47289999947, 386145.3125000298 161641.98059999943, 385737.37680000067 161656.05169999972, 385329.434799999 161670.15410000458, 385342.1145000011 162075.94130000472, 385354.7945000231 162481.72800000384, 385762.08370000124 162463.77550000325, 386169.3618000001 162445.82680000365, 386575.09390000254 162427.94429999962, 386980.82450000197 162410.0643000044, 386968.0618000105 162002.52670000494))"
42,MT,Montana State University,subsurface,,240.0,245.18,MSU 2nd Grant,Department of Natural Resources,2S,5W,18,,,"MULTIPOLYGON (((385265.7779000029 160407.59120000526, 385247.1855000332 160041.0281999968, 385211.628200002 160041.8533000052, 385168.6876000017 160042.82300000265, 384987.1200000271 160047.06269999966, 384842.5072999969 160050.41820000112, 384437.8296000287 160059.8348999992, 384033.3278999999 160069.41440000013, 384051.6889000237 160475.35420000553, 384051.9425999969 160479.27789999917, 384070.0464999974 160881.27519999817, 384476.8037000224 160872.70039999858, 384457.31809999794 160466.26929999888, 384829.19960000366 160458.04679999873, 384862.5324999988 160457.29100000486, 385208.6774000004 160449.6458999999, 385267.74809999764 160448.31170000136, 385265.7779000029 160407.59120000526)), ((385329.434799999 161670.15410000458, 385308.8726999983 161262.87159999833, 384902.6203000024 161271.80949999765, 384496.3695000112 161280.74670000002, 384507.17350000143 161504.37029999867, 384508.4998999983 161532.03189999983, 384512.4369000122 161614.1372999996, 384515.9345000312 161688.79250000045, 384583.99650000036 161687.2470000051, 384622.73359999806 161686.35730000213, 384922.68330002576 161679.4582999982, 385329.434799999 161670.15410000458)))"
