,state,university,acres,gis_acres,trust_name,managing_agency,county,township,range,section,aliquot,data_source,geometry
149,ND,North Dakota State University,160.0,160.38,North Dakota State University,Commissioner of University and School Lands,STARK,140,99,31,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-103.22139220975265 46.89795697798252, -103.22144075583927 46.89071151312699, -103.21086802383611 46.89071070831168, -103.21085302356884 46.89288642608788, -103.21081806199047 46.897956351985975, -103.22139220975265 46.89795697798252))"
150,ND,North Dakota State University,160.0,159.26,North Dakota State University,Commissioner of University and School Lands,BOWMAN,131,103,8,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-103.58753376630254 46.18394942874891, -103.58758405282305 46.1767292529561, -103.5772899528654 46.176704273848436, -103.57718306292126 46.17670439393709, -103.57713301602733 46.183924282509906, -103.58753376630254 46.18394942874891))"
151,ND,North Dakota State University,160.0,156.8,North Dakota State University,Commissioner of University and School Lands,LOGAN,133,67,28,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-99.1211489631281 46.3046344481648, -99.12115864431333 46.2975094298748, -99.1108036166049 46.29750445542064, -99.11073399044264 46.30464967837268, -99.1211489631281 46.3046344481648))"
152,ND,North Dakota State University,160.0,157.1,North Dakota State University,Commissioner of University and School Lands,KIDDER,139,74,3,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.00304640908851 46.88687827174857, -100.00328858757165 46.879643500830554, -100.00039687540978 46.879642298569316, -100.00034299708366 46.87964279137394, -99.99824531992898 46.87967710816176, -99.9929838723302 46.87976319132587, -99.99264744700328 46.88699649291645, -100.00304640908851 46.88687827174857))"
153,ND,North Dakota State University,160.0,160.23,North Dakota State University,Commissioner of University and School Lands,BURLEIGH,139,78,11,NW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.49830747554729 46.88071152912962, -100.49840851546799 46.87503144718472, -100.49840906624505 46.874981745445304, -100.4984262326201 46.87345121688617, -100.487857437406 46.873504155064474, -100.4877576146649 46.88073162593688, -100.49830747554729 46.88071152912962))"
154,ND,North Dakota State University,160.0,160.88,North Dakota State University,Commissioner of University and School Lands,BURLEIGH,139,78,11,NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.4877576146649 46.88073162593688, -100.487857437406 46.873504155064474, -100.47715543666855 46.87355782373115, -100.47710678108444 46.874950863740665, -100.47710760215438 46.87499871581983, -100.47716080092994 46.878054387943536, -100.47720678583185 46.88069683528722, -100.47720772553417 46.88075074105502, -100.4877576146649 46.88073162593688))"
155,ND,North Dakota State University,160.0,159.96,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,145,75,34,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.21423387039222 47.33458210238886, -100.21425704692986 47.327342273994304, -100.20360814756584 47.32738143319188, -100.20355898171908 47.33459150386634, -100.21423387039222 47.33458210238886))"
156,ND,North Dakota State University,148.76,80.53,North Dakota State University,Commissioner of University and School Lands,KIDDER,140,72,18,"E2NW4, LOTS 1,2",https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-99.82104852798798 46.951786427850074, -99.82100906524497 46.94819142251638, -99.82096921769563 46.9445600629842, -99.81567559610666 46.944505443902834, -99.81575390050094 46.9518260502017, -99.82104852798798 46.951786427850074))"
157,ND,North Dakota State University,148.76,66.37,North Dakota State University,Commissioner of University and School Lands,KIDDER,140,72,18,"E2NW4, LOTS 1,2",https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-99.82104852798798 46.951786427850074, -99.82434133670309 46.951761662166106, -99.8254048975349 46.951753738355755, -99.8254244871849 46.94823692165101, -99.82544470153992 46.94460603735994, -99.82096921769563 46.9445600629842, -99.82100906524497 46.94819142251638, -99.82104852798798 46.951786427850074))"
158,ND,North Dakota State University,160.0,160.96,North Dakota State University,Commissioner of University and School Lands,BURLEIGH,139,80,11,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.74086767866129 46.874246475881655, -100.75160860720267 46.87422247610423, -100.75151797200077 46.867080896445394, -100.75144895783257 46.867077863074655, -100.75109338110694 46.867062257997574, -100.75061794711115 46.86704139541484, -100.75041727338821 46.86704089167631, -100.74091694655601 46.8670177080132, -100.74086767866129 46.874246475881655))"
159,ND,North Dakota State University,160.0,160.61,North Dakota State University,Commissioner of University and School Lands,BURLEIGH,139,80,11,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.74086767866129 46.874246475881655, -100.74091694655601 46.8670177080132, -100.73043531443457 46.86699121442402, -100.73031711333113 46.86699091209609, -100.7303181333991 46.87426657345264, -100.74086767866129 46.874246475881655))"
160,ND,North Dakota State University,160.0,159.87,North Dakota State University,Commissioner of University and School Lands,ADAMS,130,95,34,NW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-102.55944807499581 46.04646310480923, -102.5594485512027 46.03921831299396, -102.54908264218925 46.039187918892914, -102.54904866296958 46.046428542897814, -102.55944807499581 46.04646310480923))"
161,ND,North Dakota State University,160.0,160.13,North Dakota State University,Commissioner of University and School Lands,ADAMS,129,92,29,NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-102.20624569248008 45.96649106054235, -102.20624620073012 45.97372976080865, -102.20647753452461 45.97372942426564, -102.21664612375062 45.973715193268376, -102.21664585915923 45.966488304088486, -102.20624569248008 45.96649106054235))"
162,ND,North Dakota State University,79.36,79.7,North Dakota State University,Commissioner of University and School Lands,GRIGGS,145,58,2,"LOTS 1,2",https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.01769795718081 47.409369869404074, -98.01235876800006 47.409359496106916, -98.00702009591706 47.409348887672635, -98.00698516615095 47.41294128219855, -98.01232426480031 47.41295925347062, -98.01766368126974 47.41297697756715, -98.01769795718081 47.409369869404074))"
163,ND,North Dakota State University,159.88,160.03,North Dakota State University,Commissioner of University and School Lands,MERCER,144,85,5,"S2NW4, LOTS 3,4",https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-101.48019738096129 47.32819877145139, -101.48305186050685 47.32820932724314, -101.48551938007063 47.32820933646564, -101.49065207374099 47.32820918331076, -101.49065226753082 47.324472974108765, -101.49065247426878 47.32085863634268, -101.48002776153609 47.32094862039275, -101.48006497991749 47.324562877386654, -101.48012161542927 47.32456240595348, -101.48019738096129 47.32819877145139))"
164,ND,North Dakota State University,160.0,160.13,North Dakota State University,Commissioner of University and School Lands,MCLEAN,145,80,10,NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.8544295756144 47.400330252569034, -100.85445469188129 47.39309762195032, -100.84377897685007 47.39309963177768, -100.84372908271224 47.40031480559117, -100.8544295756144 47.400330252569034))"
165,ND,North Dakota State University,160.0,161.14,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,145,78,30,NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.66260556865099 47.356569985094204, -100.66255444209486 47.34931162725769, -100.65187084854277 47.34934111999265, -100.65192063150087 47.356614854629505, -100.66260556865099 47.356569985094204))"
166,ND,North Dakota State University,160.0,161.32,North Dakota State University,Commissioner of University and School Lands,STUTSMAN,139,67,24,NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-99.0684653224846 46.840799107197725, -99.0684650862746 46.84084505976726, -99.06844749834669 46.844480786242926, -99.06843036161453 46.84802461541476, -99.07907036603063 46.848054519953, -99.07909775058708 46.84080290160012, -99.0684653224846 46.840799107197725))"
167,ND,North Dakota State University,160.0,160.56,North Dakota State University,Commissioner of University and School Lands,MORTON,139,84,25,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-101.23868102482732 46.82591961798415, -101.23863094951149 46.8186645411681, -101.22803072278865 46.818709986434506, -101.22811950629415 46.825932988930155, -101.23868102482732 46.82591961798415))"
168,ND,North Dakota State University,160.0,159.85,North Dakota State University,Commissioner of University and School Lands,MORTON,139,84,25,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-101.22811950629415 46.825932988930155, -101.22803072278865 46.818709986434506, -101.21743042441784 46.8187544512733, -101.21755794929699 46.82594538413717, -101.22811950629415 46.825932988930155))"
169,ND,North Dakota State University,160.0,160.17,North Dakota State University,Commissioner of University and School Lands,MCLEAN,145,80,10,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.86513039828813 47.39309460395051, -100.86513080101854 47.385844518655304, -100.8544798520155 47.38586497887916, -100.85445469188129 47.39309762195032, -100.86513039828813 47.39309460395051))"
170,ND,North Dakota State University,160.0,165.22,North Dakota State University,Commissioner of University and School Lands,SLOPE,135,102,13,NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-103.42542496212307 46.50455674977045, -103.4251944261501 46.51146595472586, -103.42517531073321 46.512038740993546, -103.42573344068633 46.512038739400694, -103.43567632860012 46.51203920392905, -103.43585108751438 46.50454180880864, -103.42542496212307 46.50455674977045))"
171,ND,North Dakota State University,80.0,80.2,North Dakota State University,Commissioner of University and School Lands,MERCER,144,86,17,S2SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-101.59615467825653 47.288461689677554, -101.60147358530861 47.288442788192505, -101.60679249796785 47.28842364157918, -101.60680471480129 47.284802419619254, -101.59625940112288 47.284831285332714, -101.59615438731545 47.28483157420379, -101.59615467825653 47.288461689677554))"
172,ND,North Dakota State University,160.0,158.74,North Dakota State University,Commissioner of University and School Lands,RANSOM,136,54,27,NW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-97.46886684585166 46.56495856201418, -97.45845163063171 46.56497154461975, -97.45845655876579 46.57221912735043, -97.46888154108258 46.572178695463826, -97.46886684585166 46.56495856201418))"
173,ND,North Dakota State University,160.0,158.61,North Dakota State University,Commissioner of University and School Lands,RANSOM,136,54,27,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-97.46886684585166 46.56495856201418, -97.46885214098238 46.5577384159787, -97.45844668261599 46.557723952750884, -97.45845163063171 46.56497154461975, -97.46886684585166 46.56495856201418))"
174,ND,North Dakota State University,40.0,40.53,North Dakota State University,Commissioner of University and School Lands,DUNN,143,92,8,NE4SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-102.3723073550675 47.220135448054194, -102.37228951422455 47.216458854431316, -102.36698299041693 47.216460955386744, -102.36699548945825 47.22012172026065, -102.3723073550675 47.220135448054194))"
175,ND,North Dakota State University,160.0,160.38,North Dakota State University,Commissioner of University and School Lands,DUNN,143,92,8,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-102.36699548945825 47.22012172026065, -102.36698299041693 47.216460955386744, -102.36697067769394 47.212843421066076, -102.3564481403439 47.21284841721097, -102.3563698862497 47.21284845210504, -102.35636989176403 47.220093517651975, -102.36699548945825 47.22012172026065))"
176,ND,North Dakota State University,80.0,79.66,North Dakota State University,Commissioner of University and School Lands,BURLEIGH,144,78,10,N2SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.55861596074722 47.309104008275895, -100.55861587102726 47.30547543210006, -100.54801560216069 47.30548110411278, -100.54801581470664 47.30908719755182, -100.55861596074722 47.309104008275895))"
177,ND,North Dakota State University,160.0,159.32,North Dakota State University,Commissioner of University and School Lands,LAMOURE,133,65,22,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.83924360203677 46.31197931704742, -98.82878326879455 46.31196845268793, -98.82882294881834 46.319168919331254, -98.83928077842656 46.31917948197951, -98.83924360203677 46.31197931704742))"
178,ND,North Dakota State University,155.73,155.02,North Dakota State University,Commissioner of University and School Lands,LAMOURE,134,65,30,"E2SW4, LOTS 3,4",https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.90224260301603 46.391541968669586, -98.90746938615241 46.39152151384316, -98.91241552677378 46.391501929502255, -98.91239066406504 46.38788086003139, -98.91236579009743 46.384259778607856, -98.9075027536884 46.384279102142365, -98.90227666091084 46.38429963632985, -98.90224260301603 46.391541968669586))"
179,ND,North Dakota State University,159.92,159.79,North Dakota State University,Commissioner of University and School Lands,STUTSMAN,138,69,1,"S2NE4, LOTS 1,2",https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-99.33176067054913 46.80539263878689, -99.33179836695076 46.80539270859604, -99.3318097550372 46.80179110873523, -99.33176914778595 46.80179092203951, -99.33177767245681 46.79816769928877, -99.32127530631475 46.7981186035287, -99.3212630354586 46.80174182586012, -99.32125073781405 46.8053722415122, -99.32136644725811 46.805372466976294, -99.32652441931386 46.80538259843591, -99.33176067054913 46.80539263878689))"
180,ND,North Dakota State University,79.76,78.16,North Dakota State University,Commissioner of University and School Lands,MORTON,135,84,6,"SE4NE4, LOT 1",https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-101.27868627339302 46.53811087558556, -101.27871154146985 46.541731311264755, -101.27873546824367 46.54516012300228, -101.28398167471701 46.54516314159243, -101.28395857351619 46.54169273139737, -101.2839338320449 46.5380722958161, -101.27868627339302 46.53811087558556))"
181,ND,North Dakota State University,80.0,79.87,North Dakota State University,Commissioner of University and School Lands,GRANT,133,89,24,S2SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-101.80884627940465 46.31696914086328, -101.80893409237189 46.313342509713785, -101.79859995658938 46.31337917034765, -101.79853277928592 46.313364726142346, -101.79843272757174 46.31700788095121, -101.80363950083185 46.316988635007974, -101.80884627940465 46.31696914086328))"
182,ND,North Dakota State University,160.0,161.45,North Dakota State University,Commissioner of University and School Lands,GRIGGS,146,60,26,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.27566532383003 47.42784901919928, -98.26493511178307 47.4278334151856, -98.2649753848877 47.43510844457444, -98.27567810975725 47.435111575963816, -98.27566532383003 47.42784901919928))"
183,ND,North Dakota State University,160.0,161.17,North Dakota State University,Commissioner of University and School Lands,GRIGGS,146,60,26,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.27567810975725 47.435111575963816, -98.2863808489157 47.43511370666131, -98.28639555282544 47.42786362996202, -98.27566532383003 47.42784901919928, -98.27567810975725 47.435111575963816))"
184,ND,North Dakota State University,160.0,159.4,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,146,76,34,NW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.34196572520717 47.42906456124995, -100.35261588235298 47.429084199143645, -100.35266560214403 47.42186403820435, -100.34201519301983 47.4218444102717, -100.34196572520717 47.42906456124995))"
185,ND,North Dakota State University,160.0,159.4,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,146,76,34,NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.34196572520717 47.42906456124995, -100.34201519301983 47.4218444102717, -100.3313647506674 47.42182378189433, -100.3313537890623 47.42343244075165, -100.331315534763 47.42904394479469, -100.33137959077443 47.42904406716772, -100.34196572520717 47.42906456124995))"
186,ND,North Dakota State University,160.0,160.52,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,145,76,30,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.3954134748811 47.34181354723162, -100.39541314097251 47.34186359160651, -100.39536351591278 47.34906369030663, -100.4060290837141 47.349157797034955, -100.40607758770832 47.34190784610538, -100.39562398343521 47.341815404017524, -100.3954134748811 47.34181354723162))"
187,ND,North Dakota State University,160.0,161.6,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,145,76,28,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.37406281573375 47.34920346926597, -100.37421060278847 47.34198341284423, -100.37421203421816 47.34191320300492, -100.3634623134364 47.34193846900766, -100.36341283742934 47.349198736888866, -100.37406281573375 47.34920346926597))"
188,ND,North Dakota State University,160.0,160.46,North Dakota State University,Commissioner of University and School Lands,WELLS,146,71,4,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-99.73547377977941 47.49392932543, -99.73546081466418 47.489756065277, -99.73545124318552 47.486679234602775, -99.72476100256105 47.486659302682895, -99.72478325519178 47.49390933466569, -99.73547377977941 47.49392932543))"
189,ND,North Dakota State University,160.0,159.5,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,146,76,8,NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.37401736768263 47.487195553408746, -100.3750275580788 47.48710232362297, -100.3753173831511 47.48707556367518, -100.37543558378894 47.48707563083431, -100.38471644509465 47.487080655055934, -100.38474276441633 47.47985845125944, -100.37406761135733 47.47989545157044, -100.37401811252688 47.487088908284626, -100.37401736768263 47.487195553408746))"
190,ND,North Dakota State University,160.0,162.11,North Dakota State University,Commissioner of University and School Lands,FOSTER,146,67,28,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-99.22391917295704 47.435967413698556, -99.22395421864438 47.4286976915743, -99.21316884383131 47.42868780256397, -99.213163835511 47.435942803820225, -99.22391917295704 47.435967413698556))"
191,ND,North Dakota State University,160.0,161.3,North Dakota State University,Commissioner of University and School Lands,BARNES,142,59,12,NW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.10966547185176 47.1392652437336, -98.10940040304207 47.132070180096626, -98.09865841569868 47.13208568562019, -98.09895584413535 47.13932086218596, -98.10966547185176 47.1392652437336))"
192,ND,North Dakota State University,120.0,121.29,North Dakota State University,Commissioner of University and School Lands,STUTSMAN,139,65,23,"N2SE4, SE4SE4",https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.85054110698526 46.841487704237544, -98.85052592971977 46.83781886480506, -98.84526326612564 46.83781931317464, -98.84524305503083 46.83415236071338, -98.84016688286452 46.83415438243565, -98.83997534340342 46.8341544725754, -98.8400005855258 46.83781952319915, -98.84002583293878 46.84148457007441, -98.85054110698526 46.841487704237544))"
193,ND,North Dakota State University,160.0,160.31,North Dakota State University,Commissioner of University and School Lands,STARK,138,91,3,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-102.14900667861959 46.790335486710376, -102.1490321379116 46.797588865827684, -102.15955706609635 46.7975788439972, -102.1595574918953 46.79032545490055, -102.15428208666277 46.79033059309877, -102.14900667861959 46.790335486710376))"
194,ND,North Dakota State University,160.0,158.95,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,146,78,20,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.64134742794121 47.451021791761484, -100.64127227710453 47.443776076483985, -100.63077542061373 47.44378598351353, -100.63072193519717 47.44378603942722, -100.63072208716598 47.45103140763156, -100.64134742794121 47.451021791761484))"
195,ND,North Dakota State University,160.0,159.55,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,146,78,34,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.59844558682444 47.42193367756611, -100.5984206564035 47.41475094826139, -100.58771980204197 47.414675611676934, -100.5877199827067 47.421860838745886, -100.59844558682444 47.42193367756611))"
196,ND,North Dakota State University,160.0,161.1,North Dakota State University,Commissioner of University and School Lands,MCLEAN,145,84,2,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-101.35584935033062 47.40790870177512, -101.35584982168815 47.400656888341885, -101.34514899952264 47.4006574629007, -101.34512392158378 47.40790927590034, -101.35584935033062 47.40790870177512))"
197,ND,North Dakota State University,160.0,161.1,North Dakota State University,Commissioner of University and School Lands,MCLEAN,145,84,2,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-101.34512392158378 47.40790927590034, -101.34514899952264 47.4006574629007, -101.33444816058424 47.40065704909515, -101.33442980779405 47.40333539223652, -101.3343984532923 47.4079088445973, -101.34512392158378 47.40790927590034))"
198,ND,North Dakota State University,160.0,159.41,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,146,77,32,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.51309276637092 47.421733909484765, -100.51316781885345 47.41453621997051, -100.50251794351053 47.41451543487169, -100.5024176627272 47.42174080112457, -100.51309276637092 47.421733909484765))"
199,ND,North Dakota State University,160.0,163.21,North Dakota State University,Commissioner of University and School Lands,STUTSMAN,139,66,32,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-99.05158519371147 46.81191818777389, -99.05167952160224 46.804671884227396, -99.05168028091724 46.80461287376081, -99.04099489907279 46.80470848087459, -99.04094000097679 46.812001266237274, -99.05158519371147 46.81191818777389))"
200,ND,North Dakota State University,160.0,159.56,North Dakota State University,Commissioner of University and School Lands,STUTSMAN,138,69,1,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-99.33177767245681 46.79816769928877, -99.34228003711368 46.798215828093376, -99.3422895436561 46.79096937363031, -99.33555652319909 46.79093818698538, -99.3317946941055 46.79092124082247, -99.33177767245681 46.79816769928877))"
201,ND,North Dakota State University,160.0,159.41,North Dakota State University,Commissioner of University and School Lands,SHERIDAN,145,76,28,NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.36336334407488 47.356458986566004, -100.36341283742934 47.349198736888866, -100.35276283304542 47.349193015556374, -100.35281312363747 47.35642327554067, -100.35287836523766 47.356423497309045, -100.36336334407488 47.356458986566004))"
202,ND,North Dakota State University,160.0,160.54,North Dakota State University,Commissioner of University and School Lands,STEELE,145,57,10,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-97.92217542113907 47.383799849628865, -97.92199972301145 47.383798620758256, -97.91144557729085 47.38372519148177, -97.91138538194673 47.390965296601465, -97.92208560812534 47.39100482305391, -97.92217542113907 47.383799849628865))"
203,ND,North Dakota State University,160.0,160.37,North Dakota State University,Commissioner of University and School Lands,STUTSMAN,137,65,10,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.8708231371269 46.69607215793278, -98.88135557010172 46.69613927728316, -98.8812363859224 46.688912513523405, -98.8812351606015 46.68883859215255, -98.8757474770121 46.68885729977749, -98.87540179990955 46.68885847427785, -98.87515602689142 46.68885930614437, -98.87074520328326 46.68881491349425, -98.8708231371269 46.69607215793278))"
204,ND,North Dakota State University,160.0,160.69,North Dakota State University,Commissioner of University and School Lands,STUTSMAN,137,65,10,SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.86029073197619 46.69600407840433, -98.8708231371269 46.69607215793278, -98.87074520328326 46.68881491349425, -98.86046947615708 46.688710814650754, -98.86025546446537 46.688708639995774, -98.86025573049633 46.688764662328346, -98.86029073197619 46.69600407840433))"
205,ND,North Dakota State University,80.0,79.81,North Dakota State University,Commissioner of University and School Lands,BILLINGS,142,98,30,E2SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-103.14936831464901 47.08897256591116, -103.15466730730611 47.08896224816095, -103.15461656416264 47.08535226075195, -103.1545658655402 47.081742273606785, -103.14926760507177 47.08175255319855, -103.14936831464901 47.08897256591116))"
206,ND,North Dakota State University,80.0,79.81,North Dakota State University,Commissioner of University and School Lands,BILLINGS,142,98,30,W2SE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-103.14936831464901 47.08897256591116, -103.14926760507177 47.08175255319855, -103.14396932769385 47.081762587767265, -103.14401931485122 47.08537261512575, -103.14406931815125 47.08898263830033, -103.14936831464901 47.08897256591116))"
207,ND,North Dakota State University,160.0,160.51,North Dakota State University,Commissioner of University and School Lands,EDDY,150,65,21,SW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.98623524135604 47.788731816122024, -98.98626052419193 47.795974344594924, -98.99704111244459 47.795966204165495, -98.99700581065346 47.78877553236354, -98.99700561063901 47.78873616190591, -98.98623524135604 47.788731816122024))"
208,ND,North Dakota State University,70.0,69.85,North Dakota State University,Commissioner of University and School Lands,MCHENRY,156,75,34,EAST 70 AC OF N2NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-100.29020417042693 48.29745278073082, -100.29014798549251 48.293946371139896, -100.28045089615102 48.29390788536297, -100.28042671060577 48.29743873593326, -100.28054293006632 48.29743890514598, -100.29020417042693 48.29745278073082))"
209,ND,North Dakota State University,160.0,161.65,North Dakota State University,Commissioner of University and School Lands,NELSON,153,60,9,NE4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.36828962365921 48.08633137018778, -98.35737446598 48.0863282093626, -98.35738471951305 48.09355835384523, -98.35748306969653 48.09355850138377, -98.368295092396 48.09357469473824, -98.36828962365921 48.08633137018778))"
210,ND,North Dakota State University,39.98,39.73,North Dakota State University,Commissioner of University and School Lands,MCKENZIE,152,93,5,SW4NW4,https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-102.62217445987605 48.01846757944292, -102.62217429160482 48.014853778993356, -102.61681302765346 48.014826636537244, -102.61680751576188 48.018440448440984, -102.62217445987605 48.01846757944292))"
211,ND,North Dakota State University,153.67,153.85,North Dakota State University,Commissioner of University and School Lands,NELSON,151,57,7,"E2NW4, LOTS 1,2",https://ndgishub.nd.gov/arcgis/rest/services/All_GovtLands_State/MapServer/2,"POLYGON ((-98.00580712713617 47.918526515906926, -98.01072885149988 47.918583024036586, -98.01074373533909 47.91492866608017, -98.01075848417116 47.911310139959255, -98.00581527302253 47.911317439363955, -98.00042617458237 47.911325168128116, -98.00041720166739 47.91859802667136, -98.00580705762806 47.91859030740431, -98.00580712713617 47.918526515906926))"
