,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,township,range,section,aliquot,data_source,geometry
0,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,40.0,40.0,subsurface,Blue Earth,107.0,29.0,24.0,NWNW,,"POLYGON ((398379.7452999996 4879894.399900001, 398782.49430000037 4879885.6197999995, 398775.4363000002 4879483.258300001, 398373.99909999967 4879492.389, 398379.7452999996 4879894.399900001))"
1,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,40.0,39.87,subsurface,Blue Earth,107.0,29.0,24.0,SWNW,,"POLYGON ((398373.99909999967 4879492.389, 398775.4363000002 4879483.258300001, 398768.37820000015 4879080.885, 398368.2533 4879090.3780000005, 398373.99909999967 4879492.389))"
2,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,40.0,40.17,subsurface,Blue Earth,108.0,29.0,12.0,NWNW,,"POLYGON ((398582.60280000046 4892787.7476, 398984.10309999995 4892777.9684999995, 398977.79480000027 4892374.1698, 398575.8565999996 4892382.986500001, 398582.60280000046 4892787.7476))"
3,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,40.0,40.2,subsurface,Dodge,106.0,18.0,30.0,NWNE,,"POLYGON ((497141.2374999998 4867956.599400001, 497545.16669999994 4867954.3533, 497545.1468000002 4867552.429400001, 497140.9424999999 4867553.983899999, 497141.2374999998 4867956.599400001))"
4,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,40.0,40.12,subsurface,Dodge,106.0,18.0,32.0,NWSW,,"POLYGON ((497951.12770000007 4865538.589, 498352.38599999994 4865539.4684, 498353.1414999999 4865135.3862, 497951.6330000004 4865134.331499999, 497951.12770000007 4865538.589))"
5,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,40.0,40.15,subsurface,Dodge,106.0,18.0,32.0,SWSW,,"POLYGON ((497951.6330000004 4865134.331499999, 498353.1414999999 4865135.3862, 498353.89690000005 4864731.291999999, 497952.1386000002 4864730.0744, 497951.6330000004 4865134.331499999))"
6,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,40.0,40.35,subsurface,Sibley,112.0,31.0,20.0,SESE,,"POLYGON ((374495.5126 4927343.9965, 374898.8881999999 4927336.1971, 374891.8959999997 4926931.9407, 374488.3948999997 4926939.4026, 374495.5126 4927343.9965))"
7,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,35.46,34.73,subsurface,Stearns,124.0,31.0,2.0,NENW,,"POLYGON ((379721.3881000001 5049171.3465, 379744.64219999965 5049171.059900001, 380120.1330000004 5049166.456900001, 380116.14279999956 5048811.0594, 379718.7207000004 5048821.069399999, 379721.3881000001 5049171.3465))"
8,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,40.0,39.74,subsurface,Stearns,126.0,31.0,6.0,SESE,,"POLYGON ((373902.4007000001 5067411.5352, 374302.3200000003 5067411.1472, 374296.3383999998 5067009.3484000005, 373896.85080000013 5067008.924900001, 373902.4007000001 5067411.5352))"
9,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,40.0,39.69,subsurface,Stearns,123.0,34.0,23.0,SESW,,"POLYGON ((349694.6409999998 5034215.079299999, 350094.6442 5034208.0008000005, 350083.6492999997 5033806.596100001, 349684.1459999997 5033813.3621, 349694.6409999998 5034215.079299999))"
10,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Agricultural College,Department of Natural Resources,University of Minnesota,40.0,41.42,subsurface,Wright,120.0,28.0,4.0,SESW,,"POLYGON ((404907.6210000003 5009036.482999999, 405310.2583999997 5009028.682499999, 405297.69209999964 5008614.1678, 404893.4422000004 5008620.9296, 404907.6210000003 5009036.482999999))"
11,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Transferred University,Department of Natural Resources,University of Minnesota,39.25,38.96,subsurface,Otter Tail,134.0,39.0,26.0,Meandered water or section level or BLM tract record,,"POLYGON ((302126.9974999996 5141078.779999999, 302523.9353 5141061.142100001, 302514.3707999997 5140657.2793000005, 302209.63659999985 5140670.8828, 302208.8417999996 5140677.26, 302118.1853 5140731.7563000005, 302126.9974999996 5141078.779999999))"
12,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Transferred University,Department of Natural Resources,University of Minnesota,40.0,39.69,subsurface,Otter Tail,134.0,39.0,26.0,SENW,,"POLYGON ((302523.9353 5141061.142100001, 302920.87239999976 5141043.503900001, 302911.9957999997 5140639.529200001, 302514.3707999997 5140657.2793000005, 302523.9353 5141061.142100001))"
13,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Transferred University,Department of Natural Resources,University of Minnesota,40.0,39.36,subsurface,Otter Tail,135.0,39.0,19.0,SENW,,"POLYGON ((296456.4737 5152429.5897, 296858.1705 5152429.638, 296847.5417999998 5152033.7743999995, 296445.90479999967 5152032.139799999, 296456.4737 5152429.5897))"
14,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Transferred University,Department of Natural Resources,University of Minnesota,39.18,38.7,subsurface,Otter Tail,135.0,39.0,19.0,SWNW,,"POLYGON ((296062.30680000037 5152429.542300001, 296456.4737 5152429.5897, 296445.90479999967 5152032.139799999, 296053.3038999997 5152030.542199999, 296062.30680000037 5152429.542300001))"
15,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Transferred University,Department of Natural Resources,University of Minnesota,40.0,39.29,subsurface,Otter Tail,133.0,39.0,19.0,NWNE,,"POLYGON ((296670.55150000006 5133638.784399999, 296656.1133000003 5133244.930400001, 296255.5219999999 5133264.339299999, 296268.8968000002 5133662.046599999, 296670.55150000006 5133638.784399999))"
16,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Transferred University,Department of Natural Resources,University of Minnesota,40.0,39.18,subsurface,Otter Tail,133.0,39.0,19.0,SWNE,,"POLYGON ((296255.5219999999 5133264.339299999, 296656.1133000003 5133244.930400001, 296641.67480000015 5132851.067600001, 296242.1467000004 5132866.613700001, 296255.5219999999 5133264.339299999))"
17,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Transferred University,Department of Natural Resources,University of Minnesota,40.0,40.33,subsurface,Otter Tail,133.0,39.0,13.0,SENE,,"POLYGON ((304727.41170000006 5134532.878799999, 305133.97310000006 5134526.267000001, 305120.72109999973 5134125.0164, 304714.8476 5134130.766799999, 304727.41170000006 5134532.878799999))"
18,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),Transferred University,Department of Natural Resources,University of Minnesota,40.0,39.94,subsurface,Renville,115.0,34.0,23.0,SWSE,,"POLYGON ((349201.1144000003 4956889.214299999, 349605.98819999956 4956881.290100001, 349598.6178000001 4956482.5726, 349193.6185999997 4956490.0594, 349201.1144000003 4956889.214299999))"
19,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,37.57,38.65,surface+subsurface,Kanabec,39.0,25.0,5.0,NENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461918.6476999996 5083870.9451, 462331.40809999965 5083853.4266, 462339.5552000003 5083471.614700001, 461927.4408 5083494.1121, 461918.6476999996 5083870.9451))"
20,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,37.17,38.14,surface+subsurface,Kanabec,39.0,25.0,5.0,NWNW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461505.8897000002 5083888.4915, 461918.6476999996 5083870.9451, 461927.4408 5083494.1121, 461515.31819999963 5083516.609999999, 461505.8897000002 5083888.4915))"
21,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.89,surface+subsurface,Kanabec,39.0,25.0,23.0,NESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((467714.57320000045 5077860.4967, 468125.58139999956 5077851.992900001, 468131.3331000004 5077449.748299999, 467720.4501 5077457.863399999, 467714.57320000045 5077860.4967))"
22,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.93,surface+subsurface,Kanabec,39.0,25.0,23.0,NWSE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((467303.5647 5077869.000700001, 467714.57320000045 5077860.4967, 467720.4501 5077457.863399999, 467309.5669999998 5077465.9782, 467303.5647 5077869.000700001))"
23,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.91,surface+subsurface,Kanabec,39.0,25.0,23.0,SWSE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((467309.5669999998 5077465.9782, 467720.4501 5077457.863399999, 467726.32749999966 5077055.2162, 467315.5694000004 5077062.9563, 467309.5669999998 5077465.9782))"
24,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.88,surface+subsurface,Kanabec,39.0,25.0,23.0,SESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((467720.4501 5077457.863399999, 468131.3331000004 5077449.748299999, 468137.0861999998 5077047.503699999, 467726.32749999966 5077055.2162, 467720.4501 5077457.863399999))"
25,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.42,surface+subsurface,Kanabec,39.0,25.0,24.0,NESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((468542.96470000036 5077844.614700001, 468960.3479000004 5077837.236, 468961.22389999963 5077434.5888, 468546.27859999985 5077442.168500001, 468542.96470000036 5077844.614700001))"
26,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.4,surface+subsurface,Kanabec,39.0,25.0,24.0,NWSW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((468125.58139999956 5077851.992900001, 468542.96470000036 5077844.614700001, 468546.27859999985 5077442.168500001, 468131.3331000004 5077449.748299999, 468125.58139999956 5077851.992900001))"
27,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.16,surface+subsurface,Kanabec,39.0,25.0,24.0,SWSW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((468131.3331000004 5077449.748299999, 468546.27859999985 5077442.168500001, 468549.5926000001 5077039.708799999, 468137.0861999998 5077047.503699999, 468131.3331000004 5077449.748299999))"
28,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.18,surface+subsurface,Kanabec,39.0,25.0,24.0,SESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((468546.27859999985 5077442.168500001, 468961.22389999963 5077434.5888, 468962.0996000003 5077031.9418, 468549.5926000001 5077039.708799999, 468546.27859999985 5077442.168500001))"
29,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.78,surface+subsurface,Kanabec,39.0,25.0,26.0,NENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((467726.32749999966 5077055.2162, 468137.0861999998 5077047.503699999, 468138.5864000004 5076646.0088, 467728.95359999966 5076652.5613, 467726.32749999966 5077055.2162))"
30,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.9,surface+subsurface,Kanabec,39.0,25.0,26.0,NWNE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((467315.5694000004 5077062.9563, 467726.32749999966 5077055.2162, 467728.95359999966 5076652.5613, 467319.32079999987 5076659.113700001, 467315.5694000004 5077062.9563))"
31,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.04,surface+subsurface,Kanabec,39.0,25.0,5.0,SENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461927.4408 5083494.1121, 462339.5552000003 5083471.614700001, 462348.17700000014 5083067.580800001, 461936.8448999999 5083091.078299999, 461927.4408 5083494.1121))"
32,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.93,surface+subsurface,Kanabec,39.0,25.0,5.0,SWNW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461515.31819999963 5083516.609999999, 461927.4408 5083494.1121, 461936.8448999999 5083091.078299999, 461525.51300000027 5083114.575999999, 461515.31819999963 5083516.609999999))"
33,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.13,surface+subsurface,Kanabec,39.0,25.0,8.0,SWSW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461602.16779999994 5081091.769099999, 462004.05090000015 5081066.4398, 462020.1816999996 5080660.230599999, 461620.9269000003 5080685.5232, 461602.16779999994 5081091.769099999))"
34,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.14,surface+subsurface,Kanabec,39.0,25.0,8.0,SESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((462004.05090000015 5081066.4398, 462405.93429999985 5081041.1106, 462419.4397 5080634.9636, 462020.1816999996 5080660.230599999, 462004.05090000015 5081066.4398))"
35,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,57.69,59.42,surface+subsurface,Kanabec,39.0,25.0,18.0,SWNW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((459790.3881000001 5080365.578, 460385.0837000003 5080337.673599999, 460391.93740000017 5079933.616900001, 459794.89190000016 5079962.581900001, 459790.3881000001 5080365.578))"
36,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.29,surface+subsurface,Kanabec,39.0,25.0,18.0,NWSE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460804.7603000002 5079913.589299999, 461217.59700000007 5079893.5604, 461223.04980000015 5079488.183, 460810.91139999963 5079508.8303, 460804.7603000002 5079913.589299999))"
37,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.43,surface+subsurface,Kanabec,39.0,25.0,18.0,NWNE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460792.4605999999 5080722.9506, 461206.6925999997 5080704.223200001, 461212.14470000006 5080298.898700001, 460798.6102 5080318.2699, 460792.4605999999 5080722.9506))"
38,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.36,surface+subsurface,Kanabec,39.0,25.0,18.0,NENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460378.23039999977 5080741.7059, 460792.4605999999 5080722.9506, 460798.6102 5080318.2699, 460385.0837000003 5080337.673599999, 460378.23039999977 5080741.7059))"
39,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.36,surface+subsurface,Kanabec,39.0,25.0,18.0,NESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461217.59700000007 5079893.5604, 461630.4338999996 5079873.5315000005, 461635.1889000004 5079467.5353999995, 461223.04980000015 5079488.183, 461217.59700000007 5079893.5604))"
40,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.5,surface+subsurface,Kanabec,39.0,25.0,18.0,NENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461206.6925999997 5080704.223200001, 461620.9269000003 5080685.5232, 461625.6798999999 5080279.5273, 461212.14470000006 5080298.898700001, 461206.6925999997 5080704.223200001))"
41,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,57.36,59.19,surface+subsurface,Kanabec,39.0,25.0,18.0,NWNW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((459785.8854 5080768.573999999, 460378.23039999977 5080741.7059, 460385.0837000003 5080337.673599999, 459790.3881000001 5080365.578, 459785.8854 5080768.573999999))"
42,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.35,surface+subsurface,Kanabec,39.0,25.0,18.0,SWNE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460798.6102 5080318.2699, 461212.14470000006 5080298.898700001, 461217.59700000007 5079893.5604, 460804.7603000002 5079913.589299999, 460798.6102 5080318.2699))"
43,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.28,surface+subsurface,Kanabec,39.0,25.0,18.0,SENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460385.0837000003 5080337.673599999, 460798.6102 5080318.2699, 460804.7603000002 5079913.589299999, 460391.93740000017 5079933.616900001, 460385.0837000003 5080337.673599999))"
44,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.29,surface+subsurface,Kanabec,39.0,25.0,18.0,SESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461223.04980000015 5079488.183, 461635.1889000004 5079467.5353999995, 461639.9451000001 5079061.5397, 461228.5027999999 5079082.791999999, 461223.04980000015 5079488.183))"
45,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.22,surface+subsurface,Kanabec,39.0,25.0,18.0,SWSE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460810.91139999963 5079508.8303, 461223.04980000015 5079488.183, 461228.5027999999 5079082.791999999, 460817.0630000001 5079104.071900001, 460810.91139999963 5079508.8303))"
46,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.43,surface+subsurface,Kanabec,39.0,25.0,18.0,SENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461212.14470000006 5080298.898700001, 461625.6798999999 5080279.5273, 461630.4338999996 5079873.5315000005, 461217.59700000007 5079893.5604, 461212.14470000006 5080298.898700001))"
47,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.6,surface+subsurface,Kanabec,39.0,25.0,7.0,SENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460348.7423999999 5081952.497199999, 460754.0795 5081936.3939, 460766.87119999994 5081531.9749, 460358.50540000014 5081548.9585, 460348.7423999999 5081952.497199999))"
48,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.9,surface+subsurface,Kanabec,39.0,25.0,7.0,NESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460358.50540000014 5081548.9585, 460766.87119999994 5081531.9749, 460779.6657999996 5081127.4625, 460368.36730000004 5081145.3484000005, 460358.50540000014 5081548.9585))"
49,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.45,surface+subsurface,Kanabec,39.0,25.0,7.0,NENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461143.59690000024 5082325.647399999, 461545.90770000033 5082310.5076, 461564.6582000004 5081904.2612, 461159.3688000003 5081920.3278, 461143.59690000024 5082325.647399999))"
50,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.37,surface+subsurface,Kanabec,39.0,25.0,7.0,NWNE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460741.2878999999 5082340.8135, 461143.59690000024 5082325.647399999, 461159.3688000003 5081920.3278, 460754.0795 5081936.3939, 460741.2878999999 5082340.8135))"
51,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,56.8,58.37,surface+subsurface,Kanabec,39.0,25.0,7.0,SWSW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((459788.3809000002 5081170.569599999, 460368.36730000004 5081145.3484000005, 460378.23039999977 5080741.7059, 459785.8854 5080768.573999999, 459788.3809000002 5081170.569599999))"
52,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.3,surface+subsurface,Kanabec,39.0,25.0,7.0,NENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460338.98060000036 5082356.0056, 460741.2878999999 5082340.8135, 460754.0795 5081936.3939, 460348.7423999999 5081952.497199999, 460338.98060000036 5082356.0056))"
53,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.19,surface+subsurface,Kanabec,39.0,25.0,7.0,SESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460368.36730000004 5081145.3484000005, 460779.6657999996 5081127.4625, 460792.4605999999 5080722.9506, 460378.23039999977 5080741.7059, 460368.36730000004 5081145.3484000005))"
54,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.75,surface+subsurface,Kanabec,39.0,25.0,7.0,SENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461159.3688000003 5081920.3278, 461564.6582000004 5081904.2612, 461583.4116000002 5081498.0154, 461175.1414999999 5081514.995100001, 461159.3688000003 5081920.3278))"
55,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.67,surface+subsurface,Kanabec,39.0,25.0,7.0,SWNE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460754.0795 5081936.3939, 461159.3688000003 5081920.3278, 461175.1414999999 5081514.995100001, 460766.87119999994 5081531.9749, 460754.0795 5081936.3939))"
56,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.05,surface+subsurface,Kanabec,39.0,25.0,7.0,NESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461175.1414999999 5081514.995100001, 461583.4116000002 5081498.0154, 461602.16779999994 5081091.769099999, 461190.9166000001 5081109.615900001, 461175.1414999999 5081514.995100001))"
57,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.27,surface+subsurface,Kanabec,39.0,25.0,7.0,SWSE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((460779.6657999996 5081127.4625, 461190.9166000001 5081109.615900001, 461206.6925999997 5080704.223200001, 460792.4605999999 5080722.9506, 460779.6657999996 5081127.4625))"
58,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.34,surface+subsurface,Kanabec,39.0,25.0,7.0,SESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((461190.9166000001 5081109.615900001, 461602.16779999994 5081091.769099999, 461620.9269000003 5080685.5232, 461206.6925999997 5080704.223200001, 461190.9166000001 5081109.615900001))"
