,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,activity,county,meridian,township,range,section,geometry
113,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,162.43,subsurface,Coal,Crowley,6th Meridian,21S,57W,21.0,"POLYGON ((605139.9544000002 4229441.0056, 604732.8695999999 4229431.486300001, 604726.9781999998 4229834.543400001, 604720.9641000004 4230237.902899999, 605127.8361999998 4230247.8257, 605534.875 4230257.771, 605540.9441 4229854.3115, 605547.0385999996 4229450.540200001, 605139.9544000002 4229441.0056))"
114,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,111.04,110.97,subsurface+surface,Oil & Gas,Baca,6th Meridian,35S,50W,2.0,"POLYGON ((678311.7614000002 4099678.9996000007, 678311.7620999999 4099678.9651999995, 678314.0368999997 4099571.0364999995, 678319.8701 4099286.2147000004, 678319.8300000001 4099286.2465000004, 678302.3317 4099286.0504, 677918.5012999997 4099273.289000001, 677899.0000999998 4099272.6414, 677891.0881000003 4099561.776799999, 677888.3025000002 4099663.601399999, 677880.0776000004 4099964.0862000007, 677871.6085999999 4100366.4801000003, 677895.4266999997 4100366.978, 678275.7262000004 4100374.9493000004, 678285.6893999996 4099972.6045999993, 678292.9702000003 4099678.6608000007, 678311.6700999998 4099678.9223999996, 678311.7614000002 4099678.9996000007))"
115,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,111.04,110.97,subsurface+surface,Coal,Baca,6th Meridian,35S,50W,2.0,"POLYGON ((678311.7614000002 4099678.9996000007, 678311.7620999999 4099678.9651999995, 678314.0368999997 4099571.0364999995, 678319.8701 4099286.2147000004, 678319.8300000001 4099286.2465000004, 678302.3317 4099286.0504, 677918.5012999997 4099273.289000001, 677899.0000999998 4099272.6414, 677891.0881000003 4099561.776799999, 677888.3025000002 4099663.601399999, 677880.0776000004 4099964.0862000007, 677871.6085999999 4100366.4801000003, 677895.4266999997 4100366.978, 678275.7262000004 4100374.9493000004, 678285.6893999996 4099972.6045999993, 678292.9702000003 4099678.6608000007, 678311.6700999998 4099678.9223999996, 678311.7614000002 4099678.9996000007))"
116,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,111.04,110.97,subsurface+surface,Other Minerals,Baca,6th Meridian,35S,50W,2.0,"POLYGON ((678311.7614000002 4099678.9996000007, 678311.7620999999 4099678.9651999995, 678314.0368999997 4099571.0364999995, 678319.8701 4099286.2147000004, 678319.8300000001 4099286.2465000004, 678302.3317 4099286.0504, 677918.5012999997 4099273.289000001, 677899.0000999998 4099272.6414, 677891.0881000003 4099561.776799999, 677888.3025000002 4099663.601399999, 677880.0776000004 4099964.0862000007, 677871.6085999999 4100366.4801000003, 677895.4266999997 4100366.978, 678275.7262000004 4100374.9493000004, 678285.6893999996 4099972.6045999993, 678292.9702000003 4099678.6608000007, 678311.6700999998 4099678.9223999996, 678311.7614000002 4099678.9996000007))"
117,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,324.99,subsurface,Coal,Pueblo,6th Meridian,19S,66W,27.0,"POLYGON ((521415.0245000003 4246162.304400001, 521418.9238999998 4245760.623400001, 521009.1551999999 4245760.8155000005, 520599.3875000002 4245760.6052, 520189.7856999999 4245760.839400001, 519780.01740000024 4245761.093900001, 519785.358 4246165.3375, 519790.6969999997 4246570.0046999995, 520195.7620000001 4246568.4692, 520600.8262 4246567.377599999, 521006.05819999985 4246565.883300001, 521411.12509999983 4246563.9856, 521415.0245000003 4246162.304400001))"
118,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,324.99,subsurface,Other Minerals,Pueblo,6th Meridian,19S,66W,27.0,"POLYGON ((521415.0245000003 4246162.304400001, 521418.9238999998 4245760.623400001, 521009.1551999999 4245760.8155000005, 520599.3875000002 4245760.6052, 520189.7856999999 4245760.839400001, 519780.01740000024 4245761.093900001, 519785.358 4246165.3375, 519790.6969999997 4246570.0046999995, 520195.7620000001 4246568.4692, 520600.8262 4246567.377599999, 521006.05819999985 4246565.883300001, 521411.12509999983 4246563.9856, 521415.0245000003 4246162.304400001))"
119,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,324.99,subsurface,Oil & Gas,Pueblo,6th Meridian,19S,66W,27.0,"POLYGON ((521415.0245000003 4246162.304400001, 521418.9238999998 4245760.623400001, 521009.1551999999 4245760.8155000005, 520599.3875000002 4245760.6052, 520189.7856999999 4245760.839400001, 519780.01740000024 4245761.093900001, 519785.358 4246165.3375, 519790.6969999997 4246570.0046999995, 520195.7620000001 4246568.4692, 520600.8262 4246567.377599999, 521006.05819999985 4246565.883300001, 521411.12509999983 4246563.9856, 521415.0245000003 4246162.304400001))"
120,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,319.18,subsurface,Coal,Montezuma,New Mexico Meridian,37N,17W,22.0,"POLYGON ((172567.4249999998 4150750.0308999997, 172553.29260000028 4150347.6962, 172151.9896999998 4150362.6393999998, 171750.8716000002 4150378.0187999997, 171765.05960000027 4150780.7785, 171779.23220000044 4151183.114600001, 171793.43979999982 4151586.2978000008, 171807.80099999998 4151989.0513000004, 172208.8245000001 4151973.2458999995, 172610.03299999982 4151957.876700001, 172595.87959999964 4151555.117900001, 172581.55879999977 4151152.3660000004, 172567.4249999998 4150750.0308999997))"
121,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,319.18,subsurface,Other Minerals,Montezuma,New Mexico Meridian,37N,17W,22.0,"POLYGON ((172567.4249999998 4150750.0308999997, 172553.29260000028 4150347.6962, 172151.9896999998 4150362.6393999998, 171750.8716000002 4150378.0187999997, 171765.05960000027 4150780.7785, 171779.23220000044 4151183.114600001, 171793.43979999982 4151586.2978000008, 171807.80099999998 4151989.0513000004, 172208.8245000001 4151973.2458999995, 172610.03299999982 4151957.876700001, 172595.87959999964 4151555.117900001, 172581.55879999977 4151152.3660000004, 172567.4249999998 4150750.0308999997))"
122,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,319.18,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,17W,22.0,"POLYGON ((172567.4249999998 4150750.0308999997, 172553.29260000028 4150347.6962, 172151.9896999998 4150362.6393999998, 171750.8716000002 4150378.0187999997, 171765.05960000027 4150780.7785, 171779.23220000044 4151183.114600001, 171793.43979999982 4151586.2978000008, 171807.80099999998 4151989.0513000004, 172208.8245000001 4151973.2458999995, 172610.03299999982 4151957.876700001, 172595.87959999964 4151555.117900001, 172581.55879999977 4151152.3660000004, 172567.4249999998 4150750.0308999997))"
123,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,154.65,subsurface,Other Minerals,Montezuma,New Mexico Meridian,38N,16W,34.0,"POLYGON ((181555.5614 4157005.5516, 181539.6473000003 4156607.9758, 181137.14169999957 4156622.1401000004, 180734.78160000034 4156636.3199000005, 180757.98890000023 4157024.2872, 180781.32650000043 4157411.8269999996, 181176.39410000015 4157407.2562000006, 181571.46030000038 4157402.704, 181555.5614 4157005.5516))"
124,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,154.65,subsurface,Coal,Montezuma,New Mexico Meridian,38N,16W,34.0,"POLYGON ((181555.5614 4157005.5516, 181539.6473000003 4156607.9758, 181137.14169999957 4156622.1401000004, 180734.78160000034 4156636.3199000005, 180757.98890000023 4157024.2872, 180781.32650000043 4157411.8269999996, 181176.39410000015 4157407.2562000006, 181571.46030000038 4157402.704, 181555.5614 4157005.5516))"
125,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,154.65,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,38N,16W,34.0,"POLYGON ((181555.5614 4157005.5516, 181539.6473000003 4156607.9758, 181137.14169999957 4156622.1401000004, 180734.78160000034 4156636.3199000005, 180757.98890000023 4157024.2872, 180781.32650000043 4157411.8269999996, 181176.39410000015 4157407.2562000006, 181571.46030000038 4157402.704, 181555.5614 4157005.5516))"
126,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,480.0,482.1,subsurface,Coal,Pueblo,6th Meridian,19S,66W,35.0,"POLYGON ((523056.28529999964 4244960.9077, 523055.92349999957 4244562.6018, 523055.56259999983 4244163.8727, 522650.3814000003 4244163.148499999, 522245.2001 4244162.444700001, 521839.8535000002 4244161.3376, 521434.67229999974 4244160.6746, 521430.7767000003 4244560.6614, 521426.71439999994 4244960.6481, 521834.1897 4244960.894099999, 522241.49959999975 4244960.7368, 522239.73259999976 4245359.8836, 522237.96439999994 4245759.4537, 522647.5695000002 4245758.4771, 523057.17360000033 4245757.944399999, 523056.6456000004 4245359.6373, 523056.28529999964 4244960.9077))"
127,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,480.0,482.1,subsurface,Oil & Gas,Pueblo,6th Meridian,19S,66W,35.0,"POLYGON ((523056.28529999964 4244960.9077, 523055.92349999957 4244562.6018, 523055.56259999983 4244163.8727, 522650.3814000003 4244163.148499999, 522245.2001 4244162.444700001, 521839.8535000002 4244161.3376, 521434.67229999974 4244160.6746, 521430.7767000003 4244560.6614, 521426.71439999994 4244960.6481, 521834.1897 4244960.894099999, 522241.49959999975 4244960.7368, 522239.73259999976 4245359.8836, 522237.96439999994 4245759.4537, 522647.5695000002 4245758.4771, 523057.17360000033 4245757.944399999, 523056.6456000004 4245359.6373, 523056.28529999964 4244960.9077))"
128,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,480.0,482.1,subsurface,Other Minerals,Pueblo,6th Meridian,19S,66W,35.0,"POLYGON ((523056.28529999964 4244960.9077, 523055.92349999957 4244562.6018, 523055.56259999983 4244163.8727, 522650.3814000003 4244163.148499999, 522245.2001 4244162.444700001, 521839.8535000002 4244161.3376, 521434.67229999974 4244160.6746, 521430.7767000003 4244560.6614, 521426.71439999994 4244960.6481, 521834.1897 4244960.894099999, 522241.49959999975 4244960.7368, 522239.73259999976 4245359.8836, 522237.96439999994 4245759.4537, 522647.5695000002 4245758.4771, 523057.17360000033 4245757.944399999, 523056.6456000004 4245359.6373, 523056.28529999964 4244960.9077))"
129,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,273.16,273.61,subsurface+surface,Coal,Moffat,6th Meridian,5N,94W,27.0,"POLYGON ((251699.3563000001 4471255.9683, 251694.32799999975 4471103.928099999, 251372.25329999998 4471114.162599999, 251363.99320000038 4470864.7151999995, 251350.5092000002 4470462.3859, 251269.9868999999 4470465.0526, 250867.22780000046 4470478.827299999, 250545.96270000003 4470489.916200001, 250559.4899000004 4470892.2458, 250567.92489999998 4471141.264699999, 250889.17590000015 4471130.5989, 250970.01520000026 4471127.917300001, 250975.2483000001 4471280.7992, 250982.9885999998 4471514.1536, 250983.52240000013 4471530.247099999, 250988.59389999975 4471683.134500001, 250997.01659999974 4471932.1535, 251318.55709999986 4471921.493799999, 251720.9277999997 4471908.173900001, 251712.66309999954 4471658.3029, 251707.62040000036 4471505.839299999, 251699.3563000001 4471255.9683))"
130,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,273.16,273.61,subsurface+surface,Other Minerals,Moffat,6th Meridian,5N,94W,27.0,"POLYGON ((251699.3563000001 4471255.9683, 251694.32799999975 4471103.928099999, 251372.25329999998 4471114.162599999, 251363.99320000038 4470864.7151999995, 251350.5092000002 4470462.3859, 251269.9868999999 4470465.0526, 250867.22780000046 4470478.827299999, 250545.96270000003 4470489.916200001, 250559.4899000004 4470892.2458, 250567.92489999998 4471141.264699999, 250889.17590000015 4471130.5989, 250970.01520000026 4471127.917300001, 250975.2483000001 4471280.7992, 250982.9885999998 4471514.1536, 250983.52240000013 4471530.247099999, 250988.59389999975 4471683.134500001, 250997.01659999974 4471932.1535, 251318.55709999986 4471921.493799999, 251720.9277999997 4471908.173900001, 251712.66309999954 4471658.3029, 251707.62040000036 4471505.839299999, 251699.3563000001 4471255.9683))"
131,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,273.16,273.61,subsurface+surface,Oil & Gas,Moffat,6th Meridian,5N,94W,27.0,"POLYGON ((251699.3563000001 4471255.9683, 251694.32799999975 4471103.928099999, 251372.25329999998 4471114.162599999, 251363.99320000038 4470864.7151999995, 251350.5092000002 4470462.3859, 251269.9868999999 4470465.0526, 250867.22780000046 4470478.827299999, 250545.96270000003 4470489.916200001, 250559.4899000004 4470892.2458, 250567.92489999998 4471141.264699999, 250889.17590000015 4471130.5989, 250970.01520000026 4471127.917300001, 250975.2483000001 4471280.7992, 250982.9885999998 4471514.1536, 250983.52240000013 4471530.247099999, 250988.59389999975 4471683.134500001, 250997.01659999974 4471932.1535, 251318.55709999986 4471921.493799999, 251720.9277999997 4471908.173900001, 251712.66309999954 4471658.3029, 251707.62040000036 4471505.839299999, 251699.3563000001 4471255.9683))"
132,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,322.19,subsurface,Coal,Montezuma,New Mexico Meridian,37N,17W,13.0,"POLYGON ((175845.84729999956 4151882.5233999994, 175844.24739999976 4151841.450099999, 175441.01879999973 4151856.7419000007, 175435.78660000023 4151856.9459000006, 175036.27049999963 4151872.1125000007, 175027.15620000008 4151872.4684999995, 174624.3136 4151889.0571, 174221.45380000025 4151905.241699999, 174236.17229999974 4152307.1248000003, 174251.06130000018 4152709.0013999995, 174653.05480000004 4152693.272, 175054.87880000006 4152677.568600001, 175459.40280000027 4152661.7794000003, 175870.67650000006 4152645.7469999995, 175859.1004999997 4152287.8509, 175857.53749999963 4152243.383300001, 175845.84729999956 4151882.5233999994))"
133,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,322.19,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,17W,13.0,"POLYGON ((175845.84729999956 4151882.5233999994, 175844.24739999976 4151841.450099999, 175441.01879999973 4151856.7419000007, 175435.78660000023 4151856.9459000006, 175036.27049999963 4151872.1125000007, 175027.15620000008 4151872.4684999995, 174624.3136 4151889.0571, 174221.45380000025 4151905.241699999, 174236.17229999974 4152307.1248000003, 174251.06130000018 4152709.0013999995, 174653.05480000004 4152693.272, 175054.87880000006 4152677.568600001, 175459.40280000027 4152661.7794000003, 175870.67650000006 4152645.7469999995, 175859.1004999997 4152287.8509, 175857.53749999963 4152243.383300001, 175845.84729999956 4151882.5233999994))"
134,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,322.19,subsurface,Other Minerals,Montezuma,New Mexico Meridian,37N,17W,13.0,"POLYGON ((175845.84729999956 4151882.5233999994, 175844.24739999976 4151841.450099999, 175441.01879999973 4151856.7419000007, 175435.78660000023 4151856.9459000006, 175036.27049999963 4151872.1125000007, 175027.15620000008 4151872.4684999995, 174624.3136 4151889.0571, 174221.45380000025 4151905.241699999, 174236.17229999974 4152307.1248000003, 174251.06130000018 4152709.0013999995, 174653.05480000004 4152693.272, 175054.87880000006 4152677.568600001, 175459.40280000027 4152661.7794000003, 175870.67650000006 4152645.7469999995, 175859.1004999997 4152287.8509, 175857.53749999963 4152243.383300001, 175845.84729999956 4151882.5233999994))"
135,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,318.68,subsurface,Other Minerals,Montezuma,New Mexico Meridian,37N,16W,8.0,"POLYGON ((179157.7536000004 4154602.1853, 179173.6964999996 4154187.6842, 178764.52940000035 4154207.720899999, 178355.37849999964 4154228.201199999, 177953.80370000005 4154247.9844000004, 177552.22900000028 4154267.7869000006, 177564.10429999977 4154665.5299999993, 177575.81230000034 4155063.2798999995, 177980.29389999993 4155049.7227999996, 178384.7748999996 4155036.1855999995, 178763.2193 4155026.6425, 179141.6467000004 4155016.6931999996, 179157.7536000004 4154602.1853))"
