,state,university,acres,gis_acres,trust_name,managing_agency,county,township,range,section,aliquot,data_source,geometry
0,WI,University of Wisconsin,40.0,43.45,Normal School,Board of Commissioners of Public Lands,Forest,36N,12E,04,SWNE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((546333.2384616155 2536424.017088533, 546369.5865969585 2536023.7581768413, 545939.9317896788 2535981.7239153255, 545891.9322244279 2536380.831089878, 546333.2384616155 2536424.017088533))"
1,WI,University of Wisconsin,40.0,39.03,Normal School,Board of Commissioners of Public Lands,Forest,36N,12E,05,SWNE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((544686.4083276687 2535864.217260015, 544290.3601467231 2535831.0510733286, 544234.805415894 2536229.4453396304, 544623.2913018143 2536261.3340231148, 544686.4083276687 2535864.217260015))"
2,WI,University of Wisconsin,40.0,39.3,Normal School,Board of Commissioners of Public Lands,Forest,36N,13E,01,NESE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((560693.757005268 2536991.808287358, 561077.9090715556 2537010.2506909072, 561088.2830288522 2537010.694413232, 561122.5276898893 2536609.740243408, 561067.4535903467 2536607.5211537783, 561045.2152885859 2536606.417709429, 560726.1589962078 2536591.1868553245, 560693.757005268 2536991.808287358))"
3,WI,University of Wisconsin,40.0,39.61,Normal School,Board of Commissioners of Public Lands,Oneida,36N,06E,05,NESE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((486703.1123006292 2532376.9625417762, 486710.0791149903 2531977.18927577, 486313.1692752852 2531942.6000475464, 486304.42624603846 2532347.551983631, 486703.1123006292 2532376.9625417762))"
4,WI,University of Wisconsin,40.0,40.7,Normal School,Board of Commissioners of Public Lands,Langlade,34N,12E,05,SWNE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((546124.0149218186 2517143.8130176114, 546142.1382759628 2516726.7070395956, 545745.3577691276 2516688.327941144, 545730.299943188 2517101.34222794, 546124.0149218186 2517143.8130176114))"
5,WI,University of Wisconsin,40.0,38.43,Normal School,Board of Commissioners of Public Lands,Langlade,34N,12E,02,NWSW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((550126.9843585794 2517042.0372135914, 550135.3207141054 2516632.59652541, 549760.2982136533 2516606.4124235273, 549742.3963552243 2517013.9485723735, 550126.9843585794 2517042.0372135914))"
6,WI,University of Wisconsin,40.0,40.97,Normal School,Board of Commissioners of Public Lands,Langlade,34N,12E,03,NESE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((549760.2982136533 2516606.4124235273, 549354.4517435002 2516584.669732579, 549339.0327516258 2516995.014456795, 549742.3963552243 2517013.9485723735, 549760.2982136533 2516606.4124235273))"
7,WI,University of Wisconsin,40.0,36.67,Normal School,Board of Commissioners of Public Lands,Langlade,34N,12E,11,NWNW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((550143.638798953 2516223.1502862084, 550151.3917631962 2515811.518921656, 549794.0462483778 2515790.7374206386, 549778.1823867045 2516198.8611826156, 550143.638798953 2516223.1502862084))"
8,WI,University of Wisconsin,40.0,40.17,Normal School,Board of Commissioners of Public Lands,Marinette,34N,18E,23,SWNW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((608027.4227365468 2516555.404627435, 608428.5620917245 2516570.3146770936, 608449.9790459664 2516169.256861747, 608055.9530358622 2516150.5464193923, 608046.376062073 2516150.1389891687, 608027.4227365468 2516555.404627435))"
9,WI,University of Wisconsin,40.0,39.53,Normal School,Board of Commissioners of Public Lands,Marinette,34N,18E,22,NWSE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((607244.2317536223 2516101.759959613, 607645.069333068 2516125.9166772217, 607671.0991922766 2515726.881053671, 607269.96966697 2515705.7747943304, 607244.2317536223 2516101.759959613))"
10,WI,University of Wisconsin,40.0,41.07,Normal School,Board of Commissioners of Public Lands,Marinette,34N,18E,34,SENW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((607422.9747663671 2513279.531647571, 607441.889994174 2512872.2483255346, 607033.2363853136 2512851.2690741154, 607016.6111319092 2513257.770737419, 607422.9747663671 2513279.531647571))"
11,WI,University of Wisconsin,40.0,40.43,Normal School,Board of Commissioners of Public Lands,Marinette,34N,18E,34,SWNE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((607826.0097553651 2513298.0806009136, 607842.6209669639 2512892.926579413, 607441.889994174 2512872.2483255346, 607422.9747663671 2513279.531647571, 607826.0097553651 2513298.0806009136))"
12,WI,University of Wisconsin,40.0,39.95,Normal School,Board of Commissioners of Public Lands,Lincoln,33N,06E,11,SWNE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((492764.61529490625 2502397.979734192, 493168.6211813654 2502419.342060483, 493193.05690690136 2502019.915953001, 492788.15667618316 2502000.322025323, 492764.61529490625 2502397.979734192))"
13,WI,University of Wisconsin,40.0,41.03,Normal School,Board of Commissioners of Public Lands,Oneida,38N,10E,09,NWSE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((525000.402807846 2552741.4075934025, 525406.1379494062 2552747.159902834, 525457.914534465 2552341.259778368, 525044.1690823479 2552337.884811989, 525043.6339462316 2552342.8204439525, 525038.3558114814 2552391.4825422075, 525000.402807846 2552741.4075934025))"
14,WI,University of Wisconsin,40.0,39.96,Normal School,Board of Commissioners of Public Lands,Oneida,38N,10E,16,SENW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((524684.9352847409 2551525.55029641, 525088.4652670582 2551524.711909874, 525088.995231918 2551115.0612779544, 524700.1299717686 2551118.871484004, 524684.9352847409 2551525.55029641))"
15,WI,University of Wisconsin,40.0,40.75,Normal School,Board of Commissioners of Public Lands,Marinette,34N,18E,23,SWSE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((609281.4274128338 2515799.697439675, 609303.3102768762 2515401.77673239, 609303.6343411019 2515393.6535367114, 608899.4220819654 2515374.562159224, 608898.744727451 2515384.9802583084, 608876.6771400564 2515781.6887986306, 609281.4274128338 2515799.697439675))"
16,WI,University of Wisconsin,40.0,41.93,Normal School,Board of Commissioners of Public Lands,Marinette,34N,18E,28,NENE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((606491.7655735118 2515277.1413977854, 606492.2558492501 2515267.4874632554, 606517.265748323 2514862.65087749, 606112.1487235471 2514839.617340511, 606078.0809599366 2515239.4824247817, 606077.2528020947 2515249.6635647453, 606491.7655735118 2515277.1413977854))"
17,WI,University of Wisconsin,40.0,40.08,Normal School,Board of Commissioners of Public Lands,Marinette,34N,18E,26,NENW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((608899.4220819654 2515374.562159224, 608899.9863811852 2515364.8921658886, 608926.9079120124 2514969.0030622017, 608528.8246558472 2514954.6549850814, 608499.6670212703 2515350.375647688, 608498.9634158983 2515359.63332822, 608899.4220819654 2515374.562159224))"
18,WI,University of Wisconsin,40.0,37.45,Normal School,Board of Commissioners of Public Lands,Price,36N,03E,02,SESE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((462710.26380277035 2530359.6923320987, 462732.5414086592 2529982.168565092, 462338.5964067115 2529936.7230447796, 462316.52570327086 2530324.2926564245, 462710.26380277035 2530359.6923320987))"
19,WI,University of Wisconsin,40.0,39.06,Normal School,Board of Commissioners of Public Lands,Forest,36N,12E,08,NENW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((544401.3691649707 2535034.8704390195, 544463.2886558205 2534647.1234137523, 544063.0840511818 2534618.582555002, 543989.94725594 2534999.1296655303, 544401.3691649707 2535034.8704390195))"
20,WI,University of Wisconsin,40.0,36.69,Normal School,Board of Commissioners of Public Lands,Price,36N,01W,08,NENW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((427025.10170859465 2527332.6506314757, 427067.4271352322 2526940.464275384, 426684.166717764 2526936.5574748334, 426653.21761068446 2527330.193577344, 427025.10170859465 2527332.6506314757))"
21,WI,University of Wisconsin,40.0,43.4,Normal School,Board of Commissioners of Public Lands,Price,36N,03E,10,NESE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((460762.2285034831 2528553.9999717525, 460738.4932255932 2528955.520882096, 461173.1765498801 2528987.187355959, 461195.27999785054 2528582.197039301, 460762.2285034831 2528553.9999717525))"
22,WI,University of Wisconsin,40.0,39.96,Normal School,Board of Commissioners of Public Lands,Oneida,36N,04E,15,SESE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((470935.68917935865 2527644.6629965277, 470962.4136768415 2527243.7508589528, 470561.2276391929 2527218.353542212, 470533.80128309975 2527619.4092452056, 470935.68917935865 2527644.6629965277))"
23,WI,University of Wisconsin,40.0,41.07,Normal School,Board of Commissioners of Public Lands,Forest,36N,13E,20,NENW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((554211.2768475629 2532490.0126740965, 554235.7312976078 2532129.4386615553, 554238.9759771212 2532081.41965388, 554113.3852462455 2532075.878951632, 553830.2854001487 2532058.088405624, 553827.7095909545 2532102.3287694976, 553825.1124102669 2532147.9454197865, 553806.7155589607 2532465.681790638, 554211.2768475629 2532490.0126740965))"
24,WI,University of Wisconsin,40.0,40.63,Normal School,Board of Commissioners of Public Lands,Oneida,36N,05E,21,NENW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((478183.1507782185 2527762.5575580266, 478210.3669523444 2527345.7877507657, 477813.94924310077 2527289.845358285, 477788.7929998824 2527696.783686968, 478183.1507782185 2527762.5575580266))"
25,WI,University of Wisconsin,40.0,42.91,Normal School,Board of Commissioners of Public Lands,Oneida,36N,05E,21,NESE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((479034.5412106726 2527021.222533999, 479065.87775182683 2526584.7800819823, 478665.3386333848 2526548.509721386, 478636.06191085966 2526975.1201409525, 479034.5412106726 2527021.222533999))"
26,WI,University of Wisconsin,40.0,40.45,Normal School,Board of Commissioners of Public Lands,Price,36N,01E,22,SWNW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((441089.5182271816 2524548.95358139, 441102.6489450971 2524151.0946126394, 440688.27685990784 2524115.1468272167, 440686.14522793854 2524355.9515100084, 440685.8286754783 2524391.945750814, 440684.7450911568 2524515.1741066095, 441089.5182271816 2524548.95358139))"
27,WI,University of Wisconsin,40.0,39.18,Normal School,Board of Commissioners of Public Lands,Price,36N,01W,22,SWSE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((430964.9983692196 2523067.3648092314, 430997.14082255587 2522663.287844903, 430600.4734105927 2522666.068167664, 430575.4299698603 2523068.9431524095, 430964.9983692196 2523067.3648092314))"
28,WI,University of Wisconsin,40.0,39.16,Normal School,Board of Commissioners of Public Lands,Price,36N,01W,29,NESE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((428204.64875830687 2521780.5583886206, 428218.9277071442 2521381.3185666674, 427824.62862447253 2521362.8389840573, 427809.73127510527 2521765.6292284327, 428204.64875830687 2521780.5583886206))"
29,WI,University of Wisconsin,40.0,39.84,Normal School,Board of Commissioners of Public Lands,Lincoln,35N,07E,07,SWSE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((495194.5707831519 2521041.8860004754, 495222.0561856694 2520637.5197919793, 494821.01943970186 2520619.955139745, 494799.1173562077 2521023.0998022086, 495194.5707831519 2521041.8860004754))"
30,WI,University of Wisconsin,40.0,39.83,Normal School,Board of Commissioners of Public Lands,Forest,35N,12E,26,NENE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((550668.3564160602 2521076.132237492, 551070.3562123443 2521108.808856744, 551100.9924451533 2520708.359915356, 550699.6870012997 2520678.732123116, 550668.3564160602 2521076.132237492))"
31,WI,University of Wisconsin,40.0,38.41,Normal School,Board of Commissioners of Public Lands,Florence,39N,16E,09,SWNE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((582467.8473641544 2566428.6265629083, 582865.0509434277 2566484.070042733, 582897.6575832223 2566100.534557174, 582500.377563556 2566039.1410336527, 582467.8473641544 2566428.6265629083))"
32,WI,University of Wisconsin,40.0,39.18,Normal School,Board of Commissioners of Public Lands,Vilas,43N,08E,23,NENW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((505039.6357632836 2595895.0622813194, 504904.08026322146 2595885.405160026, 504878.7121140184 2596277.53746652, 505282.824334825 2596304.55282043, 505303.4790699304 2595968.079657948, 505306.79308845423 2595914.0937365047, 505299.23848428234 2595913.556481739, 505278.84721265157 2595912.1038983506, 505162.1597671267 2595903.790747003, 505039.6357632836 2595895.0622813194))"
33,WI,University of Wisconsin,17.8,22.79,Normal School,Board of Commissioners of Public Lands,Vilas,43N,08E,23,NENE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((505930.2449562097 2596092.324837201, 505928.3754319189 2596091.4715089053, 505925.17539935885 2596092.0388811794, 505919.42774027615 2596095.185418286, 505912.6344445413 2596096.293236995, 505905.6088677451 2596095.0248411917, 505899.9510248248 2596091.096595397, 505896.5188118178 2596089.2877578335, 505890.56568521523 2596089.6664281986, 505885.55106507835 2596093.6499195187, 505883.1282874989 2596100.171379965, 505881.77805834863 2596108.339914024, 505878.7741974555 2596117.5751782814, 505871.86416453647 2596126.1493055946, 505862.72870455653 2596132.603933614, 505850.1878276366 2596136.8582696193, 505842.5541436307 2596138.695303955, 505831.81617594144 2596140.237996466, 505813.47023612924 2596140.141304573, 505795.28016558086 2596139.7338925162, 505781.2914358958 2596137.0956065888, 505770.1723340753 2596131.96718319, 505765.8912290799 2596127.978992349, 505764.78865778825 2596124.3768838397, 505766.03666122427 2596120.93578066, 505770.33725740906 2596119.719173063, 505783.7648575624 2596123.158653722, 505814.0664305853 2596124.0604655636, 505821.9536442733 2596127.120098414, 505830.5049758032 2596127.874198502, 505837.8543839351 2596124.011727315, 505844.6852984109 2596115.41148515, 505845.4639916853 2596111.434382303, 505834.7752371097 2596091.627129606, 505816.8434871765 2596053.4693672745, 505769.30538049596 2595974.281315813, 505757.3289199575 2595939.6785413567, 505716.7551377032 2595937.37469594, 505689.84928286297 2596322.289906442, 506071.2487666929 2596338.9072333295, 506096.87422885327 2596340.0226462367, 506107.08902113815 2596181.535923293, 506105.57563693763 2596181.1145417844, 506096.2263367035 2596173.3927531433, 506087.89598830126 2596168.1011249423, 506077.0448368106 2596164.9970168564, 506062.573509252 2596162.8250079285, 506049.8002621628 2596164.7031923723, 506040.40573296434 2596169.17319776, 506035.2299889374 2596175.505873432, 506029.732157147 2596186.5372033343, 506025.88807107357 2596196.5015001907, 506022.3123382635 2596202.550529652, 506014.5177071143 2596206.736977693, 506001.01160609943 2596207.7780016386, 505989.60617371096 2596206.9962254567, 505979.54157003673 2596203.9460447286, 505971.15751291765 2596199.43748593, 505965.1332284278 2596195.0906890244, 505955.94499407115 2596185.01959206, 505947.4361832185 2596176.5687428396, 505943.56610386365 2596169.6158426595, 505941.4571819854 2596160.0301313093, 505941.97640017245 2596146.690814189, 505943.1748543062 2596134.971435257, 505946.6794593419 2596124.196916032, 505950.57718643785 2596113.44941021, 505951.14084712986 2596105.2269214503, 505949.97024411906 2596099.246001341, 505946.69907465257 2596095.0878852652, 505942.8466221899 2596093.643665316, 505940.48695810715 2596093.4819057086, 505933.7472732461 2596093.806729313, 505930.2449562097 2596092.324837201))"
34,WI,University of Wisconsin,40.0,40.58,Normal School,Board of Commissioners of Public Lands,Florence,39N,16E,36,NENE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((588107.7620071392 2560781.236810242, 588509.6229196497 2560812.265480723, 588540.1231159746 2560405.645556524, 588138.7548611771 2560374.834281839, 588107.7620071392 2560781.236810242))"
35,WI,University of Wisconsin,40.0,39.85,Normal School,Board of Commissioners of Public Lands,Price,36N,01E,10,NESW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((440845.4845975964 2526955.3891779245, 440823.71434849367 2527360.3000916457, 441217.2398973002 2527403.8593308697, 441243.1638244034 2526998.7847119514, 440845.4845975964 2526955.3891779245))"
36,WI,University of Wisconsin,40.0,39.43,Normal School,Board of Commissioners of Public Lands,Price,36N,01E,10,SWNE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((441217.2398973002 2527403.8593308697, 441191.315989435 2527808.935819025, 441579.8674203506 2527852.239362288, 441610.7475658564 2527447.4125224343, 441217.2398973002 2527403.8593308697))"
37,WI,University of Wisconsin,40.0,41.73,Normal School,Board of Commissioners of Public Lands,Price,38N,01W,07,NESE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((424817.7753072755 2545493.3959533246, 425231.7630265405 2545481.8716248022, 425241.1008102074 2545277.020824448, 425250.4384393808 2545072.1689290237, 424838.3836118123 2545084.2414636454, 424817.7753072755 2545493.3959533246))"
38,WI,University of Wisconsin,38.38,38.38,Normal School,Board of Commissioners of Public Lands,Vilas,40N,09E,32,NENE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((513141.90769731026 2564723.995662203, 513138.0207274943 2564895.7298279866, 513136.2285579757 2564974.907120763, 513133.1618271546 2565110.4043610515, 513542.2792687087 2565141.972029922, 513541.755125292 2565104.5137301576, 513541.2897602424 2565062.8593277307, 513541.0933757921 2565045.284155256, 513539.4958992919 2564902.288451392, 513537.8729318414 2564756.993130837, 513476.4099826691 2564751.8691452486, 513408.99569709226 2564746.2536748997, 513141.90769731026 2564723.995662203))"
39,WI,University of Wisconsin,40.0,41.7,Normal School,Board of Commissioners of Public Lands,Oneida,38N,10E,05,SWSE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((523280.78658431984 2553999.2892313297, 523689.13790477876 2553968.742960694, 523724.3156770503 2553556.2761054193, 523315.6816644943 2553580.8470938667, 523280.78658431984 2553999.2892313297))"
40,WI,University of Wisconsin,40.0,39.58,Normal School,Board of Commissioners of Public Lands,Oneida,37N,10E,30,NENE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((522775.00802444044 2538991.057016972, 523172.37254531303 2538968.221358927, 523203.79278729134 2538567.0100559797, 522802.6232690339 2538586.7616071957, 522775.00802444044 2538991.057016972))"
41,WI,University of Wisconsin,40.0,40.43,Normal School,Board of Commissioners of Public Lands,Forest,37N,15E,30,NWNE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((571185.7877261798 2541854.2170782858, 571587.4379726704 2541881.1288749804, 571624.8920418328 2541480.988757435, 571224.7206755977 2541444.212459271, 571185.7877261798 2541854.2170782858))"
42,WI,University of Wisconsin,40.0,41.6,Normal School,Board of Commissioners of Public Lands,Oneida,37N,04E,27,SENW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((469188.5648660506 2535128.805686646, 469590.655780249 2535164.864356255, 469607.12739157845 2534746.21817041, 469203.9849500708 2534713.7885718946, 469188.5648660506 2535128.805686646))"
43,WI,University of Wisconsin,35.0,36.77,Normal School,Board of Commissioners of Public Lands,Vilas,43N,08E,15,SWSE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((504070.4733172074 2596215.956687729, 503669.371444107 2596181.6488046465, 503665.7158057511 2596229.446532618, 503664.5543309123 2596244.6333266385, 503642.88536789425 2596527.954937115, 503908.7942450862 2596551.2355069835, 503920.77000059123 2596552.5689895246, 503882.5192470803 2596610.731668305, 503894.4383786488 2596611.6673270403, 503964.10379854054 2596617.8499356615, 504040.16240538744 2596624.599944577, 504060.76662413037 2596346.8185603316, 504064.10842738184 2596301.765947079, 504070.4733172074 2596215.956687729))"
44,WI,University of Wisconsin,40.0,38.97,Normal School,Board of Commissioners of Public Lands,Vilas,39N,10E,08,NENE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((522988.7647558872 2563086.7139891516, 523401.40788823966 2563119.6966014053, 523439.85229411937 2562741.6450536083, 523028.7368025635 2562705.482333548, 522988.7647558872 2563086.7139891516))"
45,WI,University of Wisconsin,30.23,34.03,Normal School,Board of Commissioners of Public Lands,Vilas,43N,08E,15,SESW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((503669.371444107 2596181.6488046465, 503552.01568971854 2596171.6601011907, 503536.94484531484 2596170.3774310346, 503266.9137490934 2596147.39240536, 502955.045501306 2596120.843985775, 502950.01871777436 2596166.6144177294, 502963.9116056693 2596179.4556472157, 502972.40416532266 2596184.9439064283, 502983.1601266871 2596186.172637172, 502994.5070823776 2596185.970190013, 503002.655422781 2596182.114530424, 503008.41877330473 2596177.1141687287, 503016.8015660338 2596169.8406871576, 503023.6797841587 2596162.9546808414, 503031.7612274332 2596160.0753381075, 503047.68944412755 2596157.7346532224, 503062.8591220679 2596159.266333443, 503081.4283197212 2596161.521649584, 503094.4688201129 2596165.3597271536, 503109.693515229 2596173.2720627375, 503132.98735464306 2596185.6624988476, 503146.3173137546 2596192.463708986, 503155.4558040134 2596202.901512125, 503171.1923332816 2596217.716528769, 503194.9644905989 2596237.497778612, 503204.62698468694 2596247.4810984894, 503219.44439127826 2596271.856393678, 503225.8690143051 2596288.9735774714, 503236.53908218304 2596317.484818529, 503265.3533387827 2596307.4071403723, 503328.26370295766 2596285.404293628, 503347.2711801575 2596418.1206463072, 503399.85277799243 2596447.98893173, 503444.9150104483 2596510.6211704025, 503642.88536789425 2596527.954937115, 503664.55425044993 2596244.6346220104, 503665.7158057511 2596229.446532618, 503669.371444107 2596181.6488046465))"
46,WI,University of Wisconsin,41.66,39.92,Normal School,Board of Commissioners of Public Lands,Iron,43N,03E,30,NWSW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((450155.0606904864 2590491.22568457, 450565.71881972824 2590473.612001126, 450600.8075111797 2590093.5648704525, 450186.669918653 2590086.895174548, 450155.0606904864 2590491.22568457))"
47,WI,University of Wisconsin,0.19,0.34,Normal School,Board of Commissioners of Public Lands,Marinette,38N,20E,05,NWSW,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((618978.5988722482 2559432.3193616164, 618982.8341671488 2559427.0994620533, 618985.9914422089 2559427.28829715, 618986.5486056416 2559425.483208225, 618997.2707987805 2559427.9630493624, 619007.0041712997 2559428.5405641277, 619014.8405166359 2559426.438700595, 619023.8232725102 2559422.3527812515, 619029.2189057352 2559418.05262419, 619029.2624034956 2559409.691942155, 619028.5845633479 2559404.030465833, 619025.8654194479 2559402.4073815113, 619019.1193645992 2559402.232055786, 619013.448817606 2559402.9072763626, 619007.7318803046 2559404.367078275, 619003.6059510312 2559407.807378788, 618997.6978024803 2559412.076123246, 618991.0069609128 2559412.192374579, 618985.7932169416 2559413.4228549446, 618982.5376960053 2559416.310056632, 618979.4025639648 2559417.150324208, 618977.4440992911 2559415.494288471, 618969.6984236946 2559416.0608922616, 618962.8874194473 2559418.2235856834, 618954.9601459058 2559421.859876293, 618948.2397294972 2559422.48700912, 618944.9228045228 2559426.3968516146, 618944.5134839494 2559427.4836419546, 618946.3384904619 2559428.533926694, 618953.2190761642 2559429.2394997943, 618959.8405077095 2559426.255601915, 618961.8596261019 2559426.888048534, 618961.5262356756 2559432.5143491547, 618960.8273944262 2559437.673192923, 618965.7634669346 2559441.788720976, 618968.9850081601 2559440.6307398146, 618970.7305592693 2559432.077240094, 618978.5988722482 2559432.3193616164))"
48,WI,University of Wisconsin,40.0,39.78,Normal School,Board of Commissioners of Public Lands,Oneida,39N,04E,31,SESE,https://bcpl.wisconsin.gov/bcpl.wisconsin.gov%20Shared%20Documents/Maps/BCPLPropertyBoundariesShapefile.zip,"POLYGON ((464491.66769674467 2551628.3213861915, 464519.6690013988 2551226.243193894, 464118.63381979853 2551200.6922238003, 464094.8958930328 2551602.359445871, 464491.66769674467 2551628.3213861915))"
