,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,meridian,township,range,aliquot,geometry
669,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.17,subsurface,5,118N,73W,SESE,"POLYGON ((-11093508.1578 5628187.575400002, -11094078.1292 5628188.846299998, -11094078.5104 5628760.1401999965, -11093508.771 5628759.118600003, -11093508.1578 5628187.575400002))"
670,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.08,surface+subsurface,5,118N,73W,SESW,"POLYGON ((-11092370.5775 5628184.223899998, -11092939.3677 5628185.897399999, -11092940.1105 5628757.230099998, -11092371.4473 5628755.311399996, -11092370.5775 5628184.223899998))"
671,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.16,subsurface,5,118N,73W,NENE,"POLYGON ((-11096355.9639 5627619.140100002, -11096357.7581 5628190.420400001, -11095788.0372 5628192.663699999, -11095786.4811 5627621.094499998, -11096355.9639 5627619.140100002))"
672,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.15,subsurface,5,118N,73W,NWNE,"POLYGON ((-11094077.3337 5627617.7766999975, -11094647.0515 5627618.894299999, -11094648.0975 5628190.117399998, -11094078.1292 5628188.846299998, -11094077.3337 5627617.7766999975))"
673,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.14,subsurface,5,118N,73W,NWNE,"POLYGON ((-11096925.4498 5627617.1461, -11096927.4791 5628188.177100003, -11096357.7581 5628190.420400001, -11096355.9639 5627619.140100002, -11096925.4498 5627617.1461))"
674,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.17,subsurface,5,118N,73W,NENW,"POLYGON ((-11094647.0515 5627618.894299999, -11095216.7664 5627620.0119, -11095218.069 5628191.3882, -11094648.0975 5628190.117399998, -11094647.0515 5627618.894299999))"
675,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.18,subsurface,5,118N,73W,NWNW,"POLYGON ((-11095216.7664 5627620.0119, -11095786.4811 5627621.094499998, -11095788.0372 5628192.663699999, -11095218.069 5628191.3882, -11095216.7664 5627620.0119))"
676,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.97,surface+subsurface,5,118N,73W,NENW,"POLYGON ((-11090097.0363 5627608.505400002, -11090664.8091 5627609.3473000005, -11090665.2336 5628179.999600001, -11090097.473 5628179.131399997, -11090097.0363 5627608.505400002))"
677,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.15,subsurface,5,118N,73W,NENE,"POLYGON ((-11093507.6191 5627616.624200001, -11094077.3337 5627617.7766999975, -11094078.1292 5628188.846299998, -11093508.1578 5628187.575400002, -11093507.6191 5627616.624200001))"
678,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.98,surface+subsurface,5,118N,73W,NWNW,"POLYGON ((-11090664.8091 5627609.3473000005, -11091232.5821 5627610.149599999, -11091232.994 5628180.867899999, -11090665.2336 5628179.999600001, -11090664.8091 5627609.3473000005))"
679,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.15,subsurface,5,118N,73W,SENW,"POLYGON ((-11094646.0025 5627047.7075999975, -11095215.4637 5627048.654100001, -11095216.7664 5627620.0119, -11094647.0515 5627618.894299999, -11094646.0025 5627047.7075999975))"
680,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.14,subsurface,5,118N,73W,SENE,"POLYGON ((-11096354.1725 5627047.873899996, -11096355.9639 5627619.140100002, -11095786.4811 5627621.094499998, -11095784.9247 5627049.565899998, -11096354.1725 5627047.873899996))"
681,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.13,subsurface,5,118N,73W,SWNE,"POLYGON ((-11096923.4203 5627046.151500002, -11096925.4498 5627617.1461, -11096355.9639 5627619.140100002, -11096354.1725 5627047.873899996, -11096923.4203 5627046.151500002))"
682,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.14,subsurface,5,118N,73W,SWNE,"POLYGON ((-11094076.5414 5627046.725699998, -11094646.0025 5627047.7075999975, -11094647.0515 5627618.894299999, -11094077.3337 5627617.7766999975, -11094076.5414 5627046.725699998))"
683,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.16,subsurface,5,118N,73W,SWNW,"POLYGON ((-11095215.4637 5627048.654100001, -11095784.9247 5627049.565899998, -11095786.4811 5627621.094499998, -11095216.7664 5627620.0119, -11095215.4637 5627048.654100001))"
684,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.13,subsurface,5,118N,73W,SENE,"POLYGON ((-11093507.0802 5627045.704800002, -11094076.5414 5627046.725699998, -11094077.3337 5627617.7766999975, -11093507.6191 5627616.624200001, -11093507.0802 5627045.704800002))"
685,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.98,surface+subsurface,5,118N,73W,SENW,"POLYGON ((-11090096.6027 5627037.920000002, -11090664.3848 5627038.709200002, -11090664.8091 5627609.3473000005, -11090097.0363 5627608.505400002, -11090096.6027 5627037.920000002))"
686,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.11,subsurface,5,118N,73W,NWSE,"POLYGON ((-11096921.3911 5626475.175399996, -11096923.4203 5627046.151500002, -11096354.1725 5627047.873899996, -11096352.3783 5626476.639899999, -11096921.3911 5626475.175399996))"
687,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.14,surface+subsurface,5,118N,73W,NESW,"POLYGON ((-11094644.9534 5626476.482500002, -11095214.161 5626477.297799997, -11095215.4637 5627048.654100001, -11094646.0025 5627047.7075999975, -11094644.9534 5626476.482500002))"
688,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.13,subsurface,5,118N,73W,NESE,"POLYGON ((-11096352.3783 5626476.639899999, -11096354.1725 5627047.873899996, -11095784.9247 5627049.565899998, -11095783.3655 5626478.073600002, -11096352.3783 5626476.639899999))"
689,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,36.07,36.1,subsurface,5,118N,73W,NWSW,"POLYGON ((-11098004.2887 5626472.451700002, -11098003.3711 5627042.775700003, -11097492.1889 5627044.389600001, -11097490.0328 5626473.759099998, -11098004.2887 5626472.451700002))"
690,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.15,subsurface,5,118N,73W,NWSW,"POLYGON ((-11095214.161 5626477.297799997, -11095783.3655 5626478.073600002, -11095784.9247 5627049.565899998, -11095215.4637 5627048.654100001, -11095214.161 5626477.297799997))"
691,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.06,subsurface,5,118N,73W,NWSW,"POLYGON ((-11088391.8301 5626464.115599997, -11088960.7904 5626465.709700003, -11088961.1775 5627036.2324, -11088392.2266 5627034.743000001, -11088391.8301 5626464.115599997))"
692,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.06,subsurface,5,118N,73W,NESW,"POLYGON ((-11097490.0328 5626473.759099998, -11097492.1889 5627044.389600001, -11096923.4203 5627046.151500002, -11096921.3911 5626475.175399996, -11097490.0328 5626473.759099998))"
693,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.9,surface+subsurface,5,118N,73W,NESW,"POLYGON ((-11086118.3054 5626459.550999999, -11086118.6122 5627030.160099998, -11085551.8535 5627030.219700001, -11085551.655 5626459.877800003, -11086118.3054 5626459.550999999))"
694,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.98,surface+subsurface,5,118N,73W,NWSE,"POLYGON ((-11089528.4797 5626466.5205999985, -11090096.1659 5626467.296300001, -11090096.6027 5627037.920000002, -11089528.8887 5627037.095799997, -11089528.4797 5626466.5205999985))"
695,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.97,surface+subsurface,5,118N,73W,NESE,"POLYGON ((-11088960.7904 5626465.709700003, -11089528.4797 5626466.5205999985, -11089528.8887 5627037.095799997, -11088961.1775 5627036.2324, -11088960.7904 5626465.709700003))"
696,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.07,subsurface,5,118N,73W,NESW,"POLYGON ((-11087822.8731 5626462.486599997, -11088391.8301 5626464.115599997, -11088392.2266 5627034.743000001, -11087823.2726 5627033.218800001, -11087822.8731 5626462.486599997))"
697,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.12,subsurface,5,118N,73W,SESE,"POLYGON ((-11096350.5871 5625905.424400002, -11096352.3783 5626476.639899999, -11095783.3655 5626478.073600002, -11095781.8094 5625906.613200001, -11096350.5871 5625905.424400002))"
698,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.03,subsurface,5,118N,73W,NESE,"POLYGON ((-11096356.8778 5628761.0320999995, -11096356.0004 5629331.658399999, -11095787.4236 5629333.520800002, -11095787.732 5628763.074000001, -11096356.8778 5628761.0320999995))"
699,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.12,surface+subsurface,5,118N,73W,SESW,"POLYGON ((-11094643.9074 5625905.298199996, -11095212.8584 5625905.955700003, -11095214.161 5626477.297799997, -11094644.9534 5626476.482500002, -11094643.9074 5625905.298199996))"
700,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.92,surface+subsurface,5,118N,73W,NWSW,"POLYGON ((-11086684.9557 5626459.189199999, -11086685.3708 5627030.060900003, -11086118.6122 5627030.160099998, -11086118.3054 5626459.550999999, -11086684.9557 5626459.189199999))"
701,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.06,subsurface,5,118N,73W,SESW,"POLYGON ((-11097487.8797 5625903.1428999975, -11097490.0328 5626473.759099998, -11096921.3911 5626475.175399996, -11096919.3616 5625904.2311, -11097487.8797 5625903.1428999975))"
702,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.13,subsurface,5,118N,73W,SWSW,"POLYGON ((-11095212.8584 5625905.955700003, -11095781.8094 5625906.613200001, -11095783.3655 5626478.073600002, -11095214.161 5626477.297799997, -11095212.8584 5625905.955700003))"
703,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.1,subsurface,5,118N,73W,SWSE,"POLYGON ((-11096919.3616 5625904.2311, -11096921.3911 5626475.175399996, -11096352.3783 5626476.639899999, -11096350.5871 5625905.424400002, -11096919.3616 5625904.2311))"
704,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,36.3,36.32,subsurface,5,118N,73W,SWSW,"POLYGON ((-11098005.2094 5625902.1592999995, -11098004.2887 5626472.451700002, -11097490.0328 5626473.759099998, -11097487.8797 5625903.1428999975, -11098005.2094 5625902.1592999995))"
705,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.98,surface+subsurface,5,118N,73W,SWNW,"POLYGON ((-11090664.3848 5627038.709200002, -11091232.1669 5627039.463299997, -11091232.5821 5627610.149599999, -11090664.8091 5627609.3473000005, -11090664.3848 5627038.709200002))"
706,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.97,surface+subsurface,5,118N,73W,SESE,"POLYGON ((-11088960.4032 5625895.218800001, -11089528.0677 5625895.963600002, -11089528.4797 5626466.5205999985, -11088960.7904 5626465.709700003, -11088960.4032 5625895.218800001))"
707,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.07,subsurface,5,118N,73W,SWSW,"POLYGON ((-11088391.4367 5625893.502400003, -11088960.4032 5625895.218800001, -11088960.7904 5626465.709700003, -11088391.8301 5626464.115599997, -11088391.4367 5625893.502400003))"
708,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.98,surface+subsurface,5,118N,73W,SWSE,"POLYGON ((-11089528.0677 5625895.963600002, -11090095.7323 5625896.7129999995, -11090096.1659 5626467.296300001, -11089528.4797 5626466.5205999985, -11089528.0677 5625895.963600002))"
709,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.89,surface+subsurface,5,118N,73W,SESW,"POLYGON ((-11086117.9986 5625888.964900002, -11086118.3054 5626459.550999999, -11085551.655 5626459.877800003, -11085551.4564 5625889.576300003, -11086117.9986 5625888.964900002))"
710,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.06,subsurface,5,118N,73W,NENE,"POLYGON ((-11096348.4062 5625334.805, -11096350.5871 5625905.424400002, -11095781.8094 5625906.613200001, -11095779.9871 5625335.7227, -11096348.4062 5625334.805))"
711,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.91,surface+subsurface,5,118N,73W,SWSW,"POLYGON ((-11086684.5376 5625888.353600003, -11086684.9557 5626459.189199999, -11086118.3054 5626459.550999999, -11086117.9986 5625888.964900002, -11086684.5376 5625888.353600003))"
712,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.08,subsurface,5,118N,73W,NENW,"POLYGON ((-11094642.6203 5625334.4476, -11095211.3053 5625335.1049000025, -11095212.8584 5625905.955700003, -11094643.9074 5625905.298199996, -11094642.6203 5625334.4476))"
713,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.04,subsurface,5,118N,73W,NWNE,"POLYGON ((-11096916.8222 5625333.852499999, -11096919.3616 5625904.2311, -11096350.5871 5625905.424400002, -11096348.4062 5625334.805, -11096916.8222 5625333.852499999))"
714,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.08,subsurface,5,118N,73W,NWNW,"POLYGON ((-11095211.3053 5625335.1049000025, -11095779.9871 5625335.7227, -11095781.8094 5625906.613200001, -11095212.8584 5625905.955700003, -11095211.3053 5625335.1049000025))"
715,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.01,subsurface,5,118N,73W,NENW,"POLYGON ((-11097485.1362 5625332.952200003, -11097487.8797 5625903.1428999975, -11096919.3616 5625904.2311, -11096916.8222 5625333.852499999, -11097485.1362 5625332.952200003))"
716,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.06,surface+subsurface,5,118N,73W,NWNW,"POLYGON ((-11092936.7323 5625331.841200002, -11093505.2564 5625333.1021, -11093506.0056 5625903.978799999, -11092937.3391 5625902.533799998, -11092936.7323 5625331.841200002))"
717,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.05,surface+subsurface,5,118N,73W,NENW,"POLYGON ((-11092368.2081 5625330.545199998, -11092936.7323 5625331.841200002, -11092937.3391 5625902.533799998, -11092368.6727 5625901.093099996, -11092368.2081 5625330.545199998))"
718,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.97,surface+subsurface,5,118N,73W,NWNE,"POLYGON ((-11089527.7084 5625325.648599997, -11090095.4781 5625326.415299997, -11090095.7323 5625896.7129999995, -11089528.0677 5625895.963600002, -11089527.7084 5625325.648599997))"
719,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.97,surface+subsurface,5,118N,73W,NENE,"POLYGON ((-11088959.9356 5625324.847099997, -11089527.7084 5625325.648599997, -11089528.0677 5625895.963600002, -11088960.4032 5625895.218800001, -11088959.9356 5625324.847099997))"
720,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.06,surface+subsurface,5,118N,73W,NWNW,"POLYGON ((-11088390.9568 5625323.240400001, -11088959.9356 5625324.847099997, -11088960.4032 5625895.218800001, -11088391.4367 5625893.502400003, -11088390.9568 5625323.240400001))"
721,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.04,subsurface,5,118N,73W,NWNE,"POLYGON ((-11087252.9961 5625319.9570999965, -11087821.975 5625321.5986, -11087822.4703 5625891.7861, -11087253.5039 5625890.069799997, -11087252.9961 5625319.9570999965))"
722,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.04,subsurface,5,118N,73W,NENE,"POLYGON ((-11086684.0174 5625318.275899999, -11087252.9961 5625319.9570999965, -11087253.5039 5625890.069799997, -11086684.5376 5625888.353600003, -11086684.0174 5625318.275899999))"
723,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.86,subsurface,5,118N,73W,NWNW,"POLYGON ((-11086684.0174 5625318.275899999, -11086684.5376 5625888.353600003, -11086117.9986 5625888.964900002, -11086117.599 5625318.931299999, -11086684.0174 5625318.275899999))"
724,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.05,surface+subsurface,5,118N,73W,NENW,"POLYGON ((-11087821.975 5625321.5986, -11088390.9568 5625323.240400001, -11088391.4367 5625893.502400003, -11087822.4703 5625891.7861, -11087821.975 5625321.5986))"
725,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.07,subsurface,5,118N,73W,SENW,"POLYGON ((-11094641.3363 5624763.637400001, -11095209.749 5624764.268200003, -11095211.3053 5625335.1049000025, -11094642.6203 5625334.4476, -11094641.3363 5624763.637400001))"
726,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.0,subsurface,5,118N,73W,SENW,"POLYGON ((-11097482.3924 5624762.780100003, -11097485.1362 5625332.952200003, -11096916.8222 5625333.852499999, -11096914.2827 5624763.5097, -11097482.3924 5624762.780100003))"
727,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.02,subsurface,5,118N,73W,SWNE,"POLYGON ((-11096914.2827 5624763.5097, -11096916.8222 5625333.852499999, -11096348.4062 5625334.805, -11096346.2223 5624764.204499997, -11096914.2827 5624763.5097))"
728,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.04,subsurface,5,118N,73W,SENE,"POLYGON ((-11096346.2223 5624764.204499997, -11096348.4062 5625334.805, -11095779.9871 5625335.7227, -11095778.165 5624764.864100002, -11096346.2223 5624764.204499997))"
729,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,36.82,36.81,subsurface,5,118N,73W,SWNW,"POLYGON ((-11098007.3226 5624762.071999997, -11098006.266 5625332.095399998, -11097485.1362 5625332.952200003, -11097482.3924 5624762.780100003, -11098007.3226 5624762.071999997))"
730,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.07,subsurface,5,118N,73W,SWNW,"POLYGON ((-11095209.749 5624764.268200003, -11095778.165 5624764.864100002, -11095779.9871 5625335.7227, -11095211.3053 5625335.1049000025, -11095209.749 5624764.268200003))"
731,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.03,surface+subsurface,5,118N,73W,SWNE,"POLYGON ((-11091799.4357 5624758.868600003, -11092367.7434 5624760.037600003, -11092368.2081 5625330.545199998, -11091799.7209 5625329.248999998, -11091799.4357 5624758.868600003))"
732,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.98,surface+subsurface,5,118N,73W,SWNE,"POLYGON ((-11089527.3458 5624755.3522000015, -11090095.2268 5624756.157899998, -11090095.4781 5625326.415299997, -11089527.7084 5625325.648599997, -11089527.3458 5624755.3522000015))"
733,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.05,surface+subsurface,5,118N,73W,SWNW,"POLYGON ((-11092936.1254 5624761.171700001, -11093504.5073 5624762.266199999, -11093505.2564 5625333.1021, -11092936.7323 5625331.841200002, -11092936.1254 5624761.171700001))"
734,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.06,surface+subsurface,5,118N,73W,SWNW,"POLYGON ((-11088390.4737 5624752.9969, -11088959.4679 5624754.506999999, -11088959.9356 5625324.847099997, -11088390.9568 5625323.240400001, -11088390.4737 5624752.9969))"
735,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.02,surface+subsurface,5,118N,73W,SENE,"POLYGON ((-11091231.1249 5624757.660499997, -11091799.4357 5624758.868600003, -11091799.7209 5625329.248999998, -11091231.2339 5625327.913699999, -11091231.1249 5624757.660499997))"
736,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.86,subsurface,5,118N,73W,SWNW,"POLYGON ((-11086683.4942 5624748.238799997, -11086684.0174 5625318.275899999, -11086117.599 5625318.931299999, -11086117.1994 5624748.920400001, -11086683.4942 5624748.238799997))"
737,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.02,subsurface,5,118N,73W,NESE,"POLYGON ((-11096344.0415 5624193.5304000005, -11096346.2223 5624764.204499997, -11095778.165 5624764.864100002, -11095776.3429 5624194.0458, -11096344.0415 5624193.5304000005))"
738,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.05,subsurface,5,118N,73W,SWNE,"POLYGON ((-11087252.4884 5624749.8583, -11087821.4826 5624751.447400004, -11087821.975 5625321.5986, -11087252.9961 5625319.9570999965, -11087252.4884 5624749.8583))"
739,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.05,surface+subsurface,5,118N,73W,SENW,"POLYGON ((-11087821.4826 5624751.447400004, -11088390.4737 5624752.9969, -11088390.9568 5625323.240400001, -11087821.975 5625321.5986, -11087821.4826 5624751.447400004))"
740,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.98,surface+subsurface,5,118N,73W,SENE,"POLYGON ((-11088959.4679 5624754.506999999, -11089527.3458 5624755.3522000015, -11089527.7084 5625325.648599997, -11088959.9356 5625324.847099997, -11088959.4679 5624754.506999999))"
741,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.07,subsurface,5,118N,73W,SESW,"POLYGON ((-11087822.4703 5625891.7861, -11088391.4367 5625893.502400003, -11088391.8301 5626464.115599997, -11087822.8731 5626462.486599997, -11087822.4703 5625891.7861))"
742,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.04,surface+subsurface,5,118N,73W,NWNE,"POLYGON ((-11091799.7209 5625329.248999998, -11092368.2081 5625330.545199998, -11092368.6727 5625901.093099996, -11091800.0094 5625899.648000002, -11091799.7209 5625329.248999998))"
743,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.05,subsurface,5,118N,73W,NWSW,"POLYGON ((-11095208.1959 5624193.437200002, -11095776.3429 5624194.0458, -11095778.165 5624764.864100002, -11095209.749 5624764.268200003, -11095208.1959 5624193.437200002))"
744,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.01,subsurface,5,118N,73W,NWSE,"POLYGON ((-11096911.7399 5624192.9802, -11096914.2827 5624763.5097, -11096346.2223 5624764.204499997, -11096344.0415 5624193.5304000005, -11096911.7399 5624192.9802))"
745,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.04,subsurface,5,118N,73W,SENE,"POLYGON ((-11086683.4942 5624748.238799997, -11087252.4884 5624749.8583, -11087252.9961 5625319.9570999965, -11086684.0174 5625318.275899999, -11086683.4942 5624748.238799997))"
746,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.05,subsurface,5,118N,73W,NESW,"POLYGON ((-11094640.049 5624192.793300003, -11095208.1959 5624193.437200002, -11095209.749 5624764.268200003, -11094641.3363 5624763.637400001, -11094640.049 5624192.793300003))"
747,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.03,surface+subsurface,5,118N,73W,NENE,"POLYGON ((-11091231.2339 5625327.913699999, -11091799.7209 5625329.248999998, -11091800.0094 5625899.648000002, -11091231.3429 5625898.203100003, -11091231.2339 5625327.913699999))"
