,state,university,acres,gis_acres,trust_name,managing_agency,county,township,range,section,data_source,geometry
135,MN,University of Minnesota,40.0,39.89,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,15,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540827.8918000003 5097581.719900001, 541228.4467000002 5097588.910599999, 541229.6963999998 5097185.9132, 540829.7041999996 5097178.884199999, 540827.8918000003 5097581.719900001))"
136,MN,University of Minnesota,40.0,39.63,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540829.7041999996 5097178.884199999, 541229.6963999998 5097185.9132, 541230.9469999997 5096785.915899999, 540830.3921999997 5096778.100500001, 540829.7041999996 5097178.884199999))"
137,MN,University of Minnesota,40.0,39.77,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540429.8369000005 5096770.285, 540830.3921999997 5096778.100500001, 540831.0796999997 5096377.3038, 540429.9622 5096368.6888999995, 540429.8369000005 5096770.285))"
138,MN,University of Minnesota,40.0,39.69,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540830.3921999997 5096778.100500001, 541230.9469999997 5096785.915899999, 541232.1974 5096385.9186, 540831.0796999997 5096377.3038, 540830.3921999997 5096778.100500001))"
139,MN,University of Minnesota,40.0,39.79,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540029.7180000003 5097164.903999999, 540429.7114000004 5097171.881200001, 540429.8369000005 5096770.285, 540029.2810000004 5096762.4956, 540029.7180000003 5097164.903999999))"
140,MN,University of Minnesota,40.0,39.87,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((539629.7242 5097157.9529, 540029.7180000003 5097164.903999999, 540029.2810000004 5096762.4956, 539628.7252000002 5096754.705800001, 539629.7242 5097157.9529))"
141,MN,University of Minnesota,40.0,39.93,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((539628.7252000002 5096754.705800001, 540029.2810000004 5096762.4956, 540028.8436000003 5096360.073899999, 539627.7254999997 5096351.458699999, 539628.7252000002 5096754.705800001))"
142,MN,University of Minnesota,40.0,39.85,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540029.2810000004 5096762.4956, 540429.8369000005 5096770.285, 540429.9622 5096368.6888999995, 540028.8436000003 5096360.073899999, 540029.2810000004 5096762.4956))"
143,MN,University of Minnesota,40.0,39.91,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540028.8436000003 5096360.073899999, 540429.9622 5096368.6888999995, 540430.0873999996 5095967.0403, 540028.4062000001 5095957.6261, 540028.8436000003 5096360.073899999))"
144,MN,University of Minnesota,40.0,39.75,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540831.0796999997 5096377.3038, 541232.1974 5096385.9186, 541233.4474 5095985.9212, 540831.7675999999 5095976.480799999, 540831.0796999997 5096377.3038))"
145,MN,University of Minnesota,40.0,39.83,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540429.9622 5096368.6888999995, 540831.0796999997 5096377.3038, 540831.7675999999 5095976.480799999, 540430.0873999996 5095967.0403, 540429.9622 5096368.6888999995))"
146,MN,University of Minnesota,40.0,39.89,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540430.0873999996 5095967.0403, 540831.7675999999 5095976.480799999, 540832.4550999999 5095575.6448, 540430.2125000004 5095565.391799999, 540430.0873999996 5095967.0403))"
147,MN,University of Minnesota,40.0,39.8,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,22,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((540831.7675999999 5095976.480799999, 541233.4474 5095985.9212, 541234.6968999999 5095585.924000001, 540832.4550999999 5095575.6448, 540831.7675999999 5095976.480799999))"
148,MN,University of Minnesota,40.0,38.53,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,11,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((542426.7982999999 5099581.4944, 542826.6667 5099581.3595, 542829.1668999996 5099192.6116, 542428.3613 5099191.9209, 542426.7982999999 5099581.4944))"
149,MN,University of Minnesota,40.0,38.61,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,11,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((542026.9301000005 5099581.628799999, 542426.7982999999 5099581.4944, 542428.3613 5099191.9209, 542027.5555999996 5099191.229800001, 542026.9301000005 5099581.628799999))"
150,MN,University of Minnesota,40.0,39.14,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,12,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((543229.1583000002 5099576.975199999, 543631.6497999998 5099572.5907000005, 543634.6494000005 5099177.941400001, 543231.9075999996 5099185.2765999995, 543229.1583000002 5099576.975199999))"
151,MN,University of Minnesota,40.0,38.85,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,12,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((542826.6667 5099581.3595, 543229.1583000002 5099576.975199999, 543231.9075999996 5099185.2765999995, 542829.1668999996 5099192.6116, 542826.6667 5099581.3595))"
152,MN,University of Minnesota,40.0,39.63,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,13,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((542833.6676000003 5098406.3663, 543236.4704999998 5098395.093900001, 543238.2835999997 5097996.6095, 542835.6681000004 5098008.868899999, 542833.6676000003 5098406.3663))"
153,MN,University of Minnesota,40.0,39.73,Trust Fund: University (University Trust),Department of Natural Resources,Pine,41,17,13,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((543236.4704999998 5098395.093900001, 543639.2744000005 5098383.821, 543640.8996000001 5097984.35, 543238.2835999997 5097996.6095, 543236.4704999998 5098395.093900001))"
154,MN,University of Minnesota,38.75,39.11,Trust Fund: University (University Trust),Department of Natural Resources,Cass,139,30,28,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((386648.25820000004 5187464.980799999, 387050.0817999998 5187457.400800001, 387043.01999999955 5187137.5627999995, 386949.23589999974 5187056.7371, 386638.3119999999 5187062.432, 386648.25820000004 5187464.980799999))"
155,MN,University of Minnesota,39.95,48.26,Trust Fund: University (University Trust),Department of Natural Resources,Cass,137,29,8,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((394297.2943000002 5173199.8695, 394701.30260000005 5173186.3552, 394690.16669999994 5172781.517100001, 394683.66170000006 5172545.029999999, 394415.62119999994 5172793.945699999, 394287.1791000003 5172797.265799999, 394297.2943000002 5173199.8695))"
156,MN,University of Minnesota,40.0,39.94,Trust Fund: University (University Trust),Department of Natural Resources,Aitkin,45,22,29,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((487810.9073999999 5133410.2771000005, 488211.55590000004 5133409.897, 488211.6233999999 5133006.4443, 487811.6624999996 5133006.7751, 487810.9073999999 5133410.2771000005))"
157,MN,University of Minnesota,37.22,40.3,Trust Fund: University (University Trust),Department of Natural Resources,Aitkin,45,22,33,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((490216.3169999998 5131790.7367, 490619.2156999996 5131788.2311, 490621.4088000003 5131383.8401999995, 490217.94770000037 5131386.707599999, 490216.3169999998 5131790.7367))"
158,MN,University of Minnesota,40.0,38.94,Trust Fund: University (University Trust),Department of Natural Resources,Aitkin,45,23,21,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((480259.98759999964 5134655.3254, 480659.75239999965 5134658.7392, 480658.5064000003 5134264.335000001, 480257.2411000002 5134263.3599, 480259.98759999964 5134655.3254))"
159,MN,University of Minnesota,25.55,25.2,Trust Fund: University (University Trust),Department of Natural Resources,Lake,58,7,30,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((630701.0908000004 5260253.6393, 630950.6524999999 5260263.492699999, 630957.3592999997 5259867.6283, 630552.9523 5259852.759, 630552.3624 5259885.2195999995, 630598.9950000001 5259912.6724, 630782.5525000002 5260066.8353, 630701.0908000004 5260253.6393))"
160,MN,University of Minnesota,39.67,38.71,Trust Fund: University (University Trust),Department of Natural Resources,Lake,58,7,30,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((629712.3104999997 5260607.5099, 630133.2605999997 5260625.1963, 630138.1816999996 5260371.649499999, 630066.2770999996 5260293.3137, 630033.0017999997 5260227.295, 629721.8004000001 5260215.0283, 629719.6059999997 5260305.7820999995, 629712.3104999997 5260607.5099))"
161,MN,University of Minnesota,23.59,23.1,Trust Fund: University (University Trust),Department of Natural Resources,Lake,58,7,30,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((629721.8004000001 5260215.0283, 630033.0017999997 5260227.295, 629915.8794999998 5259994.922700001, 629984.3754000003 5259831.853, 629731.5476000002 5259822.556700001, 629731.29 5259822.5472, 629729.2229000004 5259908.0429, 629728.9176000003 5259920.6675, 629728.4499000004 5259940.0129, 629721.8004000001 5260215.0283))"
162,MN,University of Minnesota,40.05,39.94,Trust Fund: University (University Trust),Department of Natural Resources,Lake,58,7,30,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((629731.29 5259822.5472, 629731.5476000002 5259822.556700001, 629984.3754000003 5259831.853, 629988.0428999998 5259823.1216, 630148.8995000003 5259819.423800001, 630156.1847999999 5259444.2083, 629741.8976999996 5259430.103700001, 629740.7791999998 5259430.0656, 629738.8393999999 5259510.296399999, 629731.29 5259822.5472))"
163,MN,University of Minnesota,41.07,40.22,Trust Fund: University (University Trust),Department of Natural Resources,Lake,58,7,30,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((629740.7791999998 5259430.0656, 629741.8976999996 5259430.103700001, 630156.1847999999 5259444.2083, 630163.8284 5259050.516899999, 629750.2681999998 5259037.5844, 629750.2713000001 5259112.581700001, 629740.7791999998 5259430.0656))"
164,MN,University of Minnesota,40.0,39.29,Trust Fund: University (University Trust),Department of Natural Resources,Lake,57,7,18,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((630295.7507999996 5253522.622400001, 630691.1993000004 5253530.517000001, 630701.1700999998 5253129.5101, 630304.4614000004 5253121.505000001, 630295.7507999996 5253522.622400001))"
165,MN,University of Minnesota,41.93,44.58,Trust Fund: University (University Trust),Department of Natural Resources,Lake,57,7,18,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((629845.3038999997 5253513.629899999, 629881.1233999999 5253514.344900001, 630295.7507999996 5253522.622400001, 630304.4614000004 5253121.505000001, 629888.6123000002 5253113.1138, 629856.1564999996 5253112.458900001, 629845.6227000002 5253501.846100001, 629845.3038999997 5253513.629899999))"
166,MN,University of Minnesota,40.0,38.93,Trust Fund: University (University Trust),Department of Natural Resources,Lake,57,8,7,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((620548.1142999995 5255737.8358, 620946.1782 5255742.513, 620957.9453999996 5255345.877900001, 620559.6459999997 5255343.738600001, 620548.1142999995 5255737.8358))"
167,MN,University of Minnesota,41.71,40.33,Trust Fund: University (University Trust),Department of Natural Resources,Lake,57,8,7,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((620133.3320000004 5255732.9911, 620548.1142999995 5255737.8358, 620559.6459999997 5255343.738600001, 620144.0710000005 5255341.5064, 620143.3982999995 5255366.031300001, 620133.3320000004 5255732.9911))"
168,MN,University of Minnesota,41.76,40.4,Trust Fund: University (University Trust),Department of Natural Resources,Lake,57,8,7,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((620144.0710000005 5255341.5064, 620559.6459999997 5255343.738600001, 620571.1778999995 5254949.6239, 620154.8098999998 5254950.0218, 620154.5897000004 5254958.0492, 620144.0710000005 5255341.5064))"
169,MN,University of Minnesota,40.0,38.94,Trust Fund: University (University Trust),Department of Natural Resources,Lake,57,8,7,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((620559.6459999997 5255343.738600001, 620957.9453999996 5255345.877900001, 620969.7119000005 5254949.243000001, 620571.1778999995 5254949.6239, 620559.6459999997 5255343.738600001))"
170,MN,University of Minnesota,40.0,40.52,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,55,12,1,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((590524.4789000005 5237165.7992, 590936.6780000003 5237178.942, 590942.9813999999 5236778.8377, 590532.3517000005 5236769.5823, 590524.4789000005 5237165.7992))"
171,MN,University of Minnesota,40.0,39.52,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,55,12,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((585769.8744000001 5234694.5951000005, 586174.6196999997 5234698.5383, 586177.6083000004 5234303.455499999, 585771.1129999999 5234301.6997, 585769.8744000001 5234694.5951000005))"
172,MN,University of Minnesota,30.85,32.28,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,55,12,1,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((589742.0197000001 5237531.1184, 589764.9128999999 5237532.0779, 590102.7982000001 5237546.2534, 590102.8991999999 5237542.0591, 590112.2704999996 5237152.6664, 589793.4780000001 5237142.5096, 589786.784 5237142.2963, 589851.1803000001 5237191.754899999, 589750.2788000004 5237206.625, 589785.5982999997 5237441.1916000005, 589742.0197000001 5237531.1184))"
173,MN,University of Minnesota,40.0,40.76,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,55,12,21,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((586190.8300999999 5232681.4978, 586593.0749000004 5232689.281199999, 586602.8201000001 5232278.793299999, 586199.4501 5232273.8498, 586190.8300999999 5232681.4978))"
174,MN,University of Minnesota,40.0,40.44,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,53,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((566210.5679000001 5216379.9947, 566619.0626999997 5216383.9734000005, 566620.8076999998 5215983.135600001, 566213.8125999998 5215978.7195999995, 566210.5679000001 5216379.9947))"
175,MN,University of Minnesota,40.0,40.19,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,53,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((565811.5621999996 5215572.561899999, 566217.057 5215577.4300999995, 566220.3014000002 5215176.1127, 565816.3066999996 5215170.820499999, 565811.5621999996 5215572.561899999))"
176,MN,University of Minnesota,40.0,40.1,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,53,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((566622.5521 5215582.2981, 567028.0477 5215587.1657, 567028.2917 5215186.723099999, 566624.2964000003 5215181.404200001, 566622.5521 5215582.2981))"
177,MN,University of Minnesota,20.28,32.61,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,53,14,3,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((567397.0749000004 5217919.981699999, 567802.0702999998 5217924.933, 567809.1529999999 5217598.9827, 567405.3932999996 5217593.876599999, 567397.0749000004 5217919.981699999))"
178,MN,University of Minnesota,40.0,40.14,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((569378.8239000002 5219540.8671, 569789.5687999995 5219543.8453, 569793.6886 5219147.5078, 569387.0053000003 5219142.9671, 569378.8239000002 5219540.8671))"
179,MN,University of Minnesota,40.0,40.3,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((568968.0789999999 5219537.917199999, 569378.8239000002 5219540.8671, 569387.0053000003 5219142.9671, 568980.3218999999 5219138.4257, 568968.0789999999 5219537.917199999))"
180,MN,University of Minnesota,40.0,39.91,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((568980.3218999999 5219138.4257, 569387.0053000003 5219142.9671, 569395.1865999997 5218745.0528, 568992.5657000002 5218738.9344999995, 568980.3218999999 5219138.4257))"
181,MN,University of Minnesota,40.0,39.74,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((569387.0053000003 5219142.9671, 569793.6886 5219147.5078, 569797.8081 5218751.170700001, 569395.1865999997 5218745.0528, 569387.0053000003 5219142.9671))"
182,MN,University of Minnesota,40.0,39.35,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((569395.1865999997 5218745.0528, 569797.8081 5218751.170700001, 569801.9277999997 5218354.777799999, 569403.3691999996 5218347.1107, 569395.1865999997 5218745.0528))"
183,MN,University of Minnesota,40.0,39.51,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((568992.5657000002 5218738.9344999995, 569395.1865999997 5218745.0528, 569403.3691999996 5218347.1107, 569004.8102000002 5218339.443299999, 568992.5657000002 5218738.9344999995))"
184,MN,University of Minnesota,40.0,39.12,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((569004.8102000002 5218339.443299999, 569403.3691999996 5218347.1107, 569411.5517999995 5217949.1555, 569017.0553000001 5217939.952099999, 569004.8102000002 5218339.443299999))"
185,MN,University of Minnesota,40.0,38.96,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((569403.3691999996 5218347.1107, 569801.9277999997 5218354.777799999, 569806.0472999997 5217958.385199999, 569411.5517999995 5217949.1555, 569403.3691999996 5218347.1107))"
186,MN,University of Minnesota,40.0,39.03,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((570200.4294999996 5218757.288000001, 570603.051 5218763.405300001, 570599.0444999998 5218370.1644, 570200.4858999997 5218362.471100001, 570200.4294999996 5218757.288000001))"
187,MN,University of Minnesota,40.0,39.19,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((569797.8081 5218751.170700001, 570200.4294999996 5218757.288000001, 570200.4858999997 5218362.471100001, 569801.9277999997 5218354.777799999, 569797.8081 5218751.170700001))"
188,MN,University of Minnesota,40.0,38.63,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,35,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((570200.4858999997 5218362.471100001, 570599.0444999998 5218370.1644, 570595.0366000002 5217976.9234, 570200.5422999999 5217967.6413, 570200.4858999997 5218362.471100001))"
189,MN,University of Minnesota,40.0,39.64,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,54,14,19,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((562984.0001999997 5221461.5374, 563385.3038999997 5221466.1785, 563391.2076000003 5221066.625499999, 562990.233 5221061.9944, 562984.0001999997 5221461.5374))"
190,MN,University of Minnesota,40.0,37.71,Trust Fund: University (University Trust),Department of Natural Resources,Aitkin,51,23,1,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((484743.5628000004 5197638.2028, 485128.8185999999 5197627.7259, 485138.9349999996 5197232.8583, 484752.30510000046 5197242.4603, 484743.5628000004 5197638.2028))"
191,MN,University of Minnesota,40.0,40.3,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,54,22,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((490597.62509999983 5224581.2085, 491002.87289999984 5224575.578299999, 490992.85979999974 5224172.9298, 490587.2368999999 5224180.3868, 490597.62509999983 5224581.2085))"
192,MN,University of Minnesota,40.83,40.45,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,54,22,2,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((492644.9382999996 5226958.2204, 493047.93730000034 5226953.9783, 493043.71580000035 5226550.6884, 492641.4696000004 5226548.973099999, 492644.9382999996 5226958.2204))"
193,MN,University of Minnesota,40.0,39.55,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,54,22,2,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((492641.4696000004 5226548.973099999, 493043.71580000035 5226550.6884, 493039.53139999975 5226150.9505, 492638.11099999957 5226152.703600001, 492641.4696000004 5226548.973099999))"
194,MN,University of Minnesota,40.0,39.9,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,54,22,2,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((493043.71580000035 5226550.6884, 493445.9812000003 5226552.4037, 493440.95139999967 5226149.1971, 493039.53139999975 5226150.9505, 493043.71580000035 5226550.6884))"
195,MN,University of Minnesota,41.77,41.04,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,54,22,2,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((492241.9395000003 5226962.49, 492644.9382999996 5226958.2204, 492641.4696000004 5226548.973099999, 492239.26379999984 5226547.441500001, 492241.9395000003 5226962.49))"
