,state,university,rights_type,acres,gis_acres,trust_name,managing_agency,meridian,township,range,section,aliquot,data_source,geometry
1094,NM,New Mexico State University,subsurface,40.0,40.76,New Mexico State University,State Land Office,23,31S,16W,15,SESE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((172893.24729999993 3502169.3308000006, 172882.48379999958 3501763.7729, 172475.4682 3501788.7393999994, 172486.34399999958 3502194.0952000003, 172893.24729999993 3502169.3308000006))"
1095,NM,New Mexico State University,subsurface,40.0,40.73,New Mexico State University,State Land Office,23,31S,16W,15,SESW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((172079.45720000006 3502218.8553, 172068.46920000017 3501813.7014000006, 171661.4709999999 3501838.6996, 171672.36620000005 3502243.6579, 172079.45720000006 3502218.8553))"
1096,NM,New Mexico State University,subsurface,40.0,40.73,New Mexico State University,State Land Office,23,31S,16W,15,SWNE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((172508.11959999986 3503004.8867000006, 172497.23830000032 3502599.4507, 172090.46380000003 3502624.0087, 172101.46050000004 3503029.342599999, 172508.11959999986 3503004.8867000006))"
1097,NM,New Mexico State University,subsurface,40.0,40.74,New Mexico State University,State Land Office,23,31S,16W,15,SWNW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((171694.59659999982 3503053.8210000005, 171683.27940000035 3502648.595899999, 171276.09499999974 3502673.198999999, 171287.74920000043 3503078.295, 171694.59659999982 3503053.8210000005))"
1098,NM,New Mexico State University,subsurface,40.0,40.74,New Mexico State University,State Land Office,23,31S,16W,15,SWSE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((172486.34399999958 3502194.0952000003, 172475.4682 3501788.7393999994, 172068.46920000017 3501813.7014000006, 172079.45720000006 3502218.8553, 172486.34399999958 3502194.0952000003))"
1099,NM,New Mexico State University,subsurface,40.0,40.71,New Mexico State University,State Land Office,23,31S,16W,15,SWSW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((171672.36620000005 3502243.6579, 171661.4709999999 3501838.6996, 171254.45569999982 3501863.714299999, 171265.27460000012 3502268.456599999, 171672.36620000005 3502243.6579))"
1100,NM,New Mexico State University,subsurface,40.0,40.56,New Mexico State University,State Land Office,23,31S,16W,17,NENE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169695.57679999992 3503504.6327, 169682.38109999988 3503098.8006999996, 169277.39350000024 3503112.0420999993, 169290.48610000033 3503517.3589999992, 169695.57679999992 3503504.6327))"
1101,NM,New Mexico State University,subsurface,40.0,40.28,New Mexico State University,State Land Office,23,31S,16W,17,NESE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169669.18670000043 3502692.9689000007, 169655.60419999994 3502289.947899999, 169251.0558000002 3502303.4725, 169264.3194000004 3502706.7248, 169669.18670000043 3502692.9689000007))"
1102,NM,New Mexico State University,subsurface,40.0,40.36,New Mexico State University,State Land Office,23,31S,16W,17,NESW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168859.43350000028 3502720.4771999996, 168846.50519999955 3502316.9729999993, 168441.78309999965 3502330.4947999995, 168454.2564000003 3502734.2547999993, 168859.43350000028 3502720.4771999996))"
1103,NM,New Mexico State University,subsurface,40.0,40.51,New Mexico State University,State Land Office,23,31S,16W,17,NWNE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169290.48610000033 3503517.3589999992, 169277.39350000024 3503112.0420999993, 168872.4216 3503125.2788999993, 168885.39400000032 3503530.0812999997, 169290.48610000033 3503517.3589999992))"
1104,NM,New Mexico State University,subsurface,40.0,40.43,New Mexico State University,State Land Office,23,31S,16W,17,NWNW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168466.71839999966 3503138.155200001, 168061.01379999984 3503151.0275, 168072.9682 3503554.0263, 168479.18180000037 3503542.0558, 168466.71839999966 3503138.155200001))"
1105,NM,New Mexico State University,subsurface,40.0,40.31,New Mexico State University,State Land Office,23,31S,16W,17,NWSE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169264.3194000004 3502706.7248, 169251.0558000002 3502303.4725, 168846.50519999955 3502316.9729999993, 168859.43350000028 3502720.4771999996, 169264.3194000004 3502706.7248))"
1106,NM,New Mexico State University,subsurface,40.0,40.38,New Mexico State University,State Land Office,23,31S,16W,17,NWSW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168454.2564000003 3502734.2547999993, 168441.78309999965 3502330.4947999995, 168037.07720000017 3502344.0319, 168049.0608000001 3502748.0287999995, 168454.2564000003 3502734.2547999993))"
1107,NM,New Mexico State University,subsurface,40.0,40.55,New Mexico State University,State Land Office,23,31S,16W,17,SENE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169682.38109999988 3503098.8006999996, 169669.18670000043 3502692.9689000007, 169264.3194000004 3502706.7248, 169277.39350000024 3503112.0420999993, 169682.38109999988 3503098.8006999996))"
1108,NM,New Mexico State University,subsurface,40.0,40.25,New Mexico State University,State Land Office,23,31S,16W,17,SESE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169655.60419999994 3502289.947899999, 169642.04069999978 3501886.9464, 169237.8099999996 3501900.1996999998, 169251.0558000002 3502303.4725, 169655.60419999994 3502289.947899999))"
1109,NM,New Mexico State University,subsurface,40.0,40.31,New Mexico State University,State Land Office,23,31S,16W,17,SESW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168846.50519999955 3502316.9729999993, 168833.56060000043 3501913.4494000003, 168429.32820000034 3501926.7344000004, 168441.78309999965 3502330.4947999995, 168846.50519999955 3502316.9729999993))"
1110,NM,New Mexico State University,subsurface,40.0,40.5,New Mexico State University,State Land Office,23,31S,16W,17,SWNE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169277.39350000024 3503112.0420999993, 169264.3194000004 3502706.7248, 168859.43350000028 3502720.4771999996, 168872.4216 3503125.2788999993, 169277.39350000024 3503112.0420999993))"
1111,NM,New Mexico State University,subsurface,40.0,40.38,New Mexico State University,State Land Office,23,31S,16W,17,SWNW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168466.71839999966 3503138.155200001, 168454.2564000003 3502734.2547999993, 168049.0608000001 3502748.0287999995, 168061.01379999984 3503151.0275, 168466.71839999966 3503138.155200001))"
1112,NM,New Mexico State University,subsurface,40.0,40.28,New Mexico State University,State Land Office,23,31S,16W,17,SWSE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169251.0558000002 3502303.4725, 169237.8099999996 3501900.1996999998, 168833.56060000043 3501913.4494000003, 168846.50519999955 3502316.9729999993, 169251.0558000002 3502303.4725))"
1113,NM,New Mexico State University,subsurface,40.0,40.33,New Mexico State University,State Land Office,23,31S,16W,17,SWSW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168441.78309999965 3502330.4947999995, 168429.32820000034 3501926.7344000004, 168025.0943 3501940.0152000003, 168037.07720000017 3502344.0319, 168441.78309999965 3502330.4947999995))"
1114,NM,New Mexico State University,subsurface,40.0,40.54,New Mexico State University,State Land Office,23,31S,16W,18,NENE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168072.9682 3503554.0263, 168061.01379999984 3503151.0275, 167655.76329999976 3503161.1227, 167667.45799999963 3503568.3286000006, 168072.9682 3503554.0263))"
1115,NM,New Mexico State University,subsurface,40.0,40.79,New Mexico State University,State Land Office,23,31S,16W,18,NENW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167261.94489999954 3503582.6467000004, 167250.52610000037 3503171.213300001, 166847.38850000035 3503174.835999999, 166858.92040000018 3503583.9689000007, 167261.94489999954 3503582.6467000004))"
1116,NM,New Mexico State University,subsurface,40.0,40.34,New Mexico State University,State Land Office,23,31S,16W,18,NESE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168049.0608000001 3502748.0287999995, 168037.07720000017 3502344.0319, 167632.50050000008 3502349.9853000008, 167644.08719999995 3502753.9164000005, 168049.0608000001 3502748.0287999995))"
1117,NM,New Mexico State University,subsurface,40.0,40.2,New Mexico State University,State Land Office,23,31S,16W,18,NESW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167239.10950000025 3502759.799799999, 167227.92040000018 3502355.9546000008, 166824.17929999996 3502362.0124999993, 166835.85759999976 3502765.6834999993, 167239.10950000025 3502759.799799999))"
1118,NM,New Mexico State University,subsurface,40.0,40.96,New Mexico State University,State Land Office,23,31S,16W,18,NWNE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167667.45799999963 3503568.3286000006, 167655.76329999976 3503161.1227, 167250.52610000037 3503171.213300001, 167261.94489999954 3503582.6467000004, 167667.45799999963 3503568.3286000006))"
1119,NM,New Mexico State University,subsurface,40.0,40.34,New Mexico State University,State Land Office,23,31S,16W,18,NWSE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167644.08719999995 3502753.9164000005, 167632.50050000008 3502349.9853000008, 167227.92040000018 3502355.9546000008, 167239.10950000025 3502759.799799999, 167644.08719999995 3502753.9164000005))"
1120,NM,New Mexico State University,subsurface,40.0,40.5,New Mexico State University,State Land Office,23,31S,16W,18,SENE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168061.01379999984 3503151.0275, 168049.0608000001 3502748.0287999995, 167644.08719999995 3502753.9164000005, 167655.76329999976 3503161.1227, 168061.01379999984 3503151.0275))"
1121,NM,New Mexico State University,subsurface,40.0,40.81,New Mexico State University,State Land Office,23,31S,16W,18,SENW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167250.52610000037 3503171.213300001, 167239.10950000025 3502759.799799999, 166835.85759999976 3502765.6834999993, 166847.38850000035 3503174.835999999, 167250.52610000037 3503171.213300001))"
1122,NM,New Mexico State University,subsurface,40.0,40.31,New Mexico State University,State Land Office,23,31S,16W,18,SESE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168037.07720000017 3502344.0319, 168025.0943 3501940.0152000003, 167620.8981999997 3501946.0549999997, 167632.50050000008 3502349.9853000008, 168037.07720000017 3502344.0319))"
1123,NM,New Mexico State University,subsurface,40.0,40.24,New Mexico State University,State Land Office,23,31S,16W,18,SESW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167227.92040000018 3502355.9546000008, 167216.71619999968 3501952.129899999, 166812.52029999997 3501958.3609999996, 166824.17929999996 3502362.0124999993, 167227.92040000018 3502355.9546000008))"
1124,NM,New Mexico State University,subsurface,40.0,40.92,New Mexico State University,State Land Office,23,31S,16W,18,SWNE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167655.76329999976 3503161.1227, 167644.08719999995 3502753.9164000005, 167239.10950000025 3502759.799799999, 167250.52610000037 3503171.213300001, 167655.76329999976 3503161.1227))"
1125,NM,New Mexico State University,subsurface,40.0,40.3,New Mexico State University,State Land Office,23,31S,16W,18,SWSE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167632.50050000008 3502349.9853000008, 167620.8981999997 3501946.0549999997, 167216.71619999968 3501952.129899999, 167227.92040000018 3502355.9546000008, 167632.50050000008 3502349.9853000008))"
1126,NM,New Mexico State University,subsurface,40.0,40.43,New Mexico State University,State Land Office,23,31S,16W,19,NENE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168025.0943 3501940.0152000003, 168014.6621000003 3501534.6898, 167609.88430000003 3501541.2266000006, 167620.8981999997 3501946.0549999997, 168025.0943 3501940.0152000003))"
1127,NM,New Mexico State University,subsurface,40.0,40.33,New Mexico State University,State Land Office,23,31S,16W,19,NENW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167216.71619999968 3501952.129899999, 167205.10319999978 3501547.778999999, 166800.35680000018 3501554.4060999993, 166812.52029999997 3501958.3609999996, 167216.71619999968 3501952.129899999))"
1128,NM,New Mexico State University,subsurface,40.0,40.55,New Mexico State University,State Land Office,23,31S,16W,19,NESE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168004.2313000001 3501129.364600001, 167993.78509999998 3500724.040100001, 167587.84279999975 3500731.5307, 167598.8548999997 3501136.3988000005, 168004.2313000001 3501129.364600001))"
1129,NM,New Mexico State University,subsurface,40.0,40.45,New Mexico State University,State Land Office,23,31S,16W,19,NESW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167193.4916000003 3501143.428200001, 167181.8973000003 3500739.0371000003, 166776.03330000024 3500746.4768000003, 166788.19469999988 3501150.4514000006, 167193.4916000003 3501143.428200001))"
1130,NM,New Mexico State University,subsurface,40.0,40.38,New Mexico State University,State Land Office,23,31S,16W,19,NWNE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167620.8981999997 3501946.0549999997, 167609.88430000003 3501541.2266000006, 167205.10319999978 3501547.778999999, 167216.71619999968 3501952.129899999, 167620.8981999997 3501946.0549999997))"
1131,NM,New Mexico State University,subsurface,40.0,40.5,New Mexico State University,State Land Office,23,31S,16W,19,NWSE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167598.8548999997 3501136.3988000005, 167587.84279999975 3500731.5307, 167181.8973000003 3500739.0371000003, 167193.4916000003 3501143.428200001, 167598.8548999997 3501136.3988000005))"
1132,NM,New Mexico State University,subsurface,40.0,40.49,New Mexico State University,State Land Office,23,31S,16W,19,SENE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168014.6621000003 3501534.6898, 168004.2313000001 3501129.364600001, 167598.8548999997 3501136.3988000005, 167609.88430000003 3501541.2266000006, 168014.6621000003 3501534.6898))"
1133,NM,New Mexico State University,subsurface,40.0,40.39,New Mexico State University,State Land Office,23,31S,16W,19,SENW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167205.10319999978 3501547.778999999, 167193.4916000003 3501143.428200001, 166788.19469999988 3501150.4514000006, 166800.35680000018 3501554.4060999993, 167205.10319999978 3501547.778999999))"
1134,NM,New Mexico State University,subsurface,40.0,40.61,New Mexico State University,State Land Office,23,31S,16W,19,SESE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167993.78509999998 3500724.040100001, 167983.35680000018 3500318.6952, 167576.8322999999 3500326.6626999993, 167587.84279999975 3500731.5307, 167993.78509999998 3500724.040100001))"
1135,NM,New Mexico State University,subsurface,40.0,40.51,New Mexico State University,State Land Office,23,31S,16W,19,SESW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167181.8973000003 3500739.0371000003, 167170.28729999997 3500334.6467000004, 166763.87339999992 3500342.5023999996, 166776.03330000024 3500746.4768000003, 167181.8973000003 3500739.0371000003))"
1136,NM,New Mexico State University,subsurface,40.0,40.44,New Mexico State University,State Land Office,23,31S,16W,19,SWNE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167609.88430000003 3501541.2266000006, 167598.8548999997 3501136.3988000005, 167193.4916000003 3501143.428200001, 167205.10319999978 3501547.778999999, 167609.88430000003 3501541.2266000006))"
1137,NM,New Mexico State University,subsurface,40.0,40.56,New Mexico State University,State Land Office,23,31S,16W,19,SWSE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((167587.84279999975 3500731.5307, 167576.8322999999 3500326.6626999993, 167170.28729999997 3500334.6467000004, 167181.8973000003 3500739.0371000003, 167587.84279999975 3500731.5307))"
1138,NM,New Mexico State University,subsurface,40.0,40.24,New Mexico State University,State Land Office,23,31S,16W,20,NENE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169642.04069999978 3501886.9464, 169633.25239999965 3501483.9727999996, 169228.83279999997 3501496.631100001, 169237.8099999996 3501900.1996999998, 169642.04069999978 3501886.9464))"
1139,NM,New Mexico State University,subsurface,40.0,40.38,New Mexico State University,State Land Office,23,31S,16W,20,NENW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168833.56060000043 3501913.4494000003, 168824.42949999962 3501509.3045000006, 168419.54619999975 3501521.9891999997, 168429.32820000034 3501926.7344000004, 168833.56060000043 3501913.4494000003))"
1140,NM,New Mexico State University,subsurface,40.0,40.65,New Mexico State University,State Land Office,23,31S,16W,20,NESE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169624.46499999985 3501080.9793, 169617.4731999999 3500674.1514, 169211.80080000032 3500686.6066999994, 169219.8744000001 3501093.062000001, 169624.46499999985 3501080.9793))"
1141,NM,New Mexico State University,subsurface,40.0,40.66,New Mexico State University,State Land Office,23,31S,16W,20,NESW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168815.29949999973 3501105.139799999, 168806.1096999999 3500699.0584999993, 168399.95639999956 3500711.5409999993, 168409.76580000017 3501117.2443000004, 168815.29949999973 3501105.139799999))"
1142,NM,New Mexico State University,subsurface,40.0,40.3,New Mexico State University,State Land Office,23,31S,16W,20,NWNE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169237.8099999996 3501900.1996999998, 169228.83279999997 3501496.631100001, 168824.42949999962 3501509.3045000006, 168833.56060000043 3501913.4494000003, 169237.8099999996 3501900.1996999998))"
1143,NM,New Mexico State University,subsurface,40.0,40.45,New Mexico State University,State Land Office,23,31S,16W,20,NWNW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168429.32820000034 3501926.7344000004, 168419.54619999975 3501521.9891999997, 168014.6621000003 3501534.6898, 168025.0943 3501940.0152000003, 168429.32820000034 3501926.7344000004))"
1144,NM,New Mexico State University,subsurface,40.0,40.62,New Mexico State University,State Land Office,23,31S,16W,20,NWSE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169219.8744000001 3501093.062000001, 169211.80080000032 3500686.6066999994, 168806.1096999999 3500699.0584999993, 168815.29949999973 3501105.139799999, 169219.8744000001 3501093.062000001))"
1145,NM,New Mexico State University,subsurface,40.0,40.62,New Mexico State University,State Land Office,23,31S,16W,20,NWSW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168409.76580000017 3501117.2443000004, 168399.95639999956 3500711.5409999993, 167993.78509999998 3500724.040100001, 168004.2313000001 3501129.364600001, 168409.76580000017 3501117.2443000004))"
1146,NM,New Mexico State University,subsurface,40.0,40.26,New Mexico State University,State Land Office,23,31S,16W,20,SENE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169633.25239999965 3501483.9727999996, 169624.46499999985 3501080.9793, 169219.8744000001 3501093.062000001, 169228.83279999997 3501496.631100001, 169633.25239999965 3501483.9727999996))"
1147,NM,New Mexico State University,subsurface,40.0,40.45,New Mexico State University,State Land Office,23,31S,16W,20,SENW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168824.42949999962 3501509.3045000006, 168815.29949999973 3501105.139799999, 168409.76580000017 3501117.2443000004, 168419.54619999975 3501521.9891999997, 168824.42949999962 3501509.3045000006))"
1148,NM,New Mexico State University,subsurface,40.0,40.77,New Mexico State University,State Land Office,23,31S,16W,20,SESE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169617.4731999999 3500674.1514, 169610.49969999958 3500267.303099999, 169203.71109999996 3500280.132200001, 169211.80080000032 3500686.6066999994, 169617.4731999999 3500674.1514))"
1149,NM,New Mexico State University,subsurface,40.0,40.72,New Mexico State University,State Land Office,23,31S,16W,20,SESW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168806.1096999999 3500699.0584999993, 168796.93879999965 3500292.9769, 168390.14850000013 3500305.8379999995, 168399.95639999956 3500711.5409999993, 168806.1096999999 3500699.0584999993))"
1150,NM,New Mexico State University,subsurface,40.0,40.32,New Mexico State University,State Land Office,23,31S,16W,20,SWNE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169228.83279999997 3501496.631100001, 169219.8744000001 3501093.062000001, 168815.29949999973 3501105.139799999, 168824.42949999962 3501509.3045000006, 169228.83279999997 3501496.631100001))"
1151,NM,New Mexico State University,subsurface,40.0,40.51,New Mexico State University,State Land Office,23,31S,16W,20,SWNW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168419.54619999975 3501521.9891999997, 168409.76580000017 3501117.2443000004, 168004.2313000001 3501129.364600001, 168014.6621000003 3501534.6898, 168419.54619999975 3501521.9891999997))"
1152,NM,New Mexico State University,subsurface,40.0,40.73,New Mexico State University,State Land Office,23,31S,16W,20,SWSE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((169211.80080000032 3500686.6066999994, 169203.71109999996 3500280.132200001, 168796.93879999965 3500292.9769, 168806.1096999999 3500699.0584999993, 169211.80080000032 3500686.6066999994))"
1153,NM,New Mexico State University,subsurface,40.0,40.69,New Mexico State University,State Land Office,23,31S,16W,20,SWSW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((168399.95639999956 3500711.5409999993, 168390.14850000013 3500305.8379999995, 167983.35680000018 3500318.6952, 167993.78509999998 3500724.040100001, 168399.95639999956 3500711.5409999993))"
1154,NM,New Mexico State University,subsurface,40.0,40.31,New Mexico State University,State Land Office,23,31S,16W,21,NENE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((171254.45569999982 3501863.714299999, 171243.99280000012 3501457.741800001, 170841.54069999978 3501464.2786999997, 170851.36309999973 3501869.5134999994, 171254.45569999982 3501863.714299999))"
1155,NM,New Mexico State University,subsurface,40.0,40.18,New Mexico State University,State Land Office,23,31S,16W,21,NENW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((170448.25129999965 3501875.3090000004, 170439.1043999996 3501470.8307000007, 170036.1705 3501477.394099999, 170045.15529999975 3501881.1195, 170448.25129999965 3501875.3090000004))"
1156,NM,New Mexico State University,subsurface,40.0,40.23,New Mexico State University,State Land Office,23,31S,16W,21,NESE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((171233.53139999975 3501051.7693000007, 171223.07079999987 3500645.7771000005, 170821.90490000043 3500652.8698999994, 170831.7374999998 3501059.0634000003, 171233.53139999975 3501051.7693000007))"
1157,NM,New Mexico State University,subsurface,40.0,40.34,New Mexico State University,State Land Office,23,31S,16W,21,NESW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((170429.94189999998 3501066.3531, 170420.75370000023 3500659.9378999993, 170019.12260000035 3500667.0365999993, 170027.20430000033 3501073.668400001, 170429.94189999998 3501066.3531))"
1158,NM,New Mexico State University,subsurface,40.0,40.23,New Mexico State University,State Land Office,23,31S,16W,21,NWNE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((170851.36309999973 3501869.5134999994, 170841.54069999978 3501464.2786999997, 170439.1043999996 3501470.8307000007, 170448.25129999965 3501875.3090000004, 170851.36309999973 3501869.5134999994))"
1159,NM,New Mexico State University,subsurface,40.0,40.11,New Mexico State University,State Land Office,23,31S,16W,21,NWNW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((170045.15529999975 3501881.1195, 170036.1705 3501477.394099999, 169633.25239999965 3501483.9727999996, 169642.04069999978 3501886.9464, 170045.15529999975 3501881.1195))"
1160,NM,New Mexico State University,subsurface,40.0,40.25,New Mexico State University,State Land Office,23,31S,16W,21,NWSE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((170831.7374999998 3501059.0634000003, 170821.90490000043 3500652.8698999994, 170420.75370000023 3500659.9378999993, 170429.94189999998 3501066.3531, 170831.7374999998 3501059.0634000003))"
1161,NM,New Mexico State University,subsurface,40.0,40.36,New Mexico State University,State Land Office,23,31S,16W,21,NWSW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((170027.20430000033 3501073.668400001, 170019.12260000035 3500667.0365999993, 169617.4731999999 3500674.1514, 169624.46499999985 3501080.9793, 170027.20430000033 3501073.668400001))"
1162,NM,New Mexico State University,subsurface,40.0,40.24,New Mexico State University,State Land Office,23,31S,16W,21,SENE,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((171243.99280000012 3501457.741800001, 171233.53139999975 3501051.7693000007, 170831.7374999998 3501059.0634000003, 170841.54069999978 3501464.2786999997, 171243.99280000012 3501457.741800001))"
1163,NM,New Mexico State University,subsurface,40.0,40.17,New Mexico State University,State Land Office,23,31S,16W,21,SENW,https://mapservice.nmstatelands.org/GISDataDownloads/ZipFiles/slo_STLStatusCombined.zip,"POLYGON ((170439.1043999996 3501470.8307000007, 170429.94189999998 3501066.3531, 170027.20430000033 3501073.668400001, 170036.1705 3501477.394099999, 170439.1043999996 3501470.8307000007))"
