HoldingDetailID,LeaseType,LegalDescription,GISGlobalId,ApprovedforProd,CountyName,Acres,MineralsLeaseID,AuctionUnitID,LeaseNumber,MineralsAuctionDate,MineralsAwardDate,GrossAcres,NetAcres,TractNumber,MineralsAuctionID,TrustName,LocationDescription,Township,TownshipDirection,Range,RangeDirection,Section,QuarterDescription,Meridian,STRM,HoldingDetailTypeID
5D36A58B-9F96-E011-82A2-00155D28E806,Long-term Commercial,"NE/4 & NW/4 OF SEC 28-11N-22WIM less and except the W 466.49' of the NW/4 and a tract described as beginning at a point 1700' East and 90' South of the NW corner thence E 396', thence S 550' thence West 396' thence North 550' to POB an less a tract in the NE/4 described as beginning at a point 1702.4' S and 873.3' West of the NE Corner thence West 370' thence South 550' thence East 370'; thence North 550' to POB and less Lease 106257 being a 52.22 acre tract in the NE corner of the section.",{EAF7AD55-6577-441B-A053-A5A939E5D8F5},00:00.0,BECKHAM,0,NULL,5C36A58B-9F96-E011-82A2-00155D28E806,106061,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of I-40 and Hwy 34 West of Elk City, 1 1/2 miles North to Hwy 6 and 1 1/4 miles West on Hwy 6 to NE corner of property",11,N,22,W,28,NE,I,28-11N-22WIM,2
C9329D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,NE/C SEC 16-4N-10WIM,{CB51EFD2-03A7-4486-924C-2E83213DB5A5},00:00.0,COMANCHE,3.24,NULL,C8329D91-9F96-E011-82A2-00155D28E806,106213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Located at the SW corner of intersection of US 277 and blacktop road on the North side of Fletcher.  Lease is on West side of US 277 West of Fletcher,4,N,10,W,16,NE,I,16-04N-10WIM,2
E7339D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,.92 AC IN SE corner of the SE/4 SEC 36-11N-3EIM,{23CFA118-4902-4FDA-8088-9536F25C7E39},00:00.0,POTTAWATOMIE,0.92,NULL,E6339D91-9F96-E011-82A2-00155D28E806,106282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Located at the SW corner of Interstate 40 and Kickapoo Street in Shawnee, OK",11,N,3,E,36,SE,I,36-11N-03EIM,2
35349D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,3.15AC IN NW/4NW/4NW/4 SEC 36-6N-21WIM,{C9AA33C5-F54C-4A68-B307-695A720CDB1B},00:00.0,GREER,3.15,NULL,34349D91-9F96-E011-82A2-00155D28E806,106299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,6,N,21,W,36,NW,I,36-06N-21WIM,2
6C349D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,SW/4 SEC 16-13N-2WIM (SUBJ TO 21.04AC ESMT) (LESS 106.49AC SOLD),{249F5B09-9DAD-4833-87FE-F3B7FFA10337},NULL,OKLAHOMA,28.013,NULL,6B349D91-9F96-E011-82A2-00155D28E806,106314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NE CORNER OF INTERSECTION OF NE 122ND AND SOONER ROAD,13,N,2,W,16,SW,I,16-13N-02WIM,2
74349D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,2.35 AC IN THE NW/4 SEC 36-2S-11WIM,{35D5DF40-D133-4E88-A255-90591564ADA7},00:00.0,COTTON,2.35,NULL,73349D91-9F96-E011-82A2-00155D28E806,106317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2,S,11,W,36,NW,I,36-02S-11WIM,2
F8349D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,1.48 AC IN THE SE/4SE/4 SEC 33-2N-12WIM,{DFD00736-1058-4DF6-B1FF-740312D36F4F},00:00.0,COMANCHE,1.48,NULL,F7349D91-9F96-E011-82A2-00155D28E806,106341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"At intersection of Lee Blvd and SW 52nd Street, the intersection is at the SE corner of lease",2,N,12,W,33,SE,I,33-02N-12WIM,2
18359D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,.63 AC IN SE/4SE/4 SEC 33-2N-12WIM,{1E8D4D93-6B18-4485-8928-BB2B72CFB752},00:00.0,COMANCHE,0.63,NULL,17359D91-9F96-E011-82A2-00155D28E806,106353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"At intersection of Lee Blvd and SW 52nd Street, the intersection is at the SE corner of lease",2,N,12,W,33,SE,I,33-02N-12WIM,2
1C359D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,SW/4SW/4 SEC 16-13N-3WIM,{3521E164-169B-4B29-9C88-FD83E87225B2},00:00.0,OKLAHOMA,0.127,NULL,1B359D91-9F96-E011-82A2-00155D28E806,106354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,13,N,3,W,16,SW,I,16-13N-03WIM,2
2F359D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,NW/4NW/4 SEC 36-11N-1WIM,{C402C420-9E3E-46E6-8C10-E6BDF899644B},00:00.0,OKLAHOMA,2.5,NULL,2E359D91-9F96-E011-82A2-00155D28E806,106360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Located at SE corner of I-40 and Choctaw Rd intersection on East side of Choctaw Road,11,N,1,W,36,NW,I,36-11N-01WIM,2
4C359D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,NE CORNER OF NE/4 SEC 36-4N-11WIM,{F5183BDD-2D9F-4F20-9CFE-6B897ED8EE0D},00:00.0,COMANCHE,0.92,NULL,4B359D91-9F96-E011-82A2-00155D28E806,106367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Adjacent to West side of Elgin on South side of Hwy 277,4,N,11,W,36,NE,I,36-04N-11WIM,2
5C359D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,SW/4NW/4 SEC 16-16N-2WIM CONTAINING 3.17 AC,{51B3D103-6BB1-4641-9233-DEE77130AC53},00:00.0,LOGAN,3.17,NULL,5B359D91-9F96-E011-82A2-00155D28E806,106371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Adjacent to Guthrie on East side of Division St at South edge of Guthrie,16,N,2,W,16,NW,I,16-16N-02WIM,2
63359D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,NE/4NE/4 SEC 36-4N-11WIM,{3F351D38-2DB7-443E-82C4-910CFCA2531C},00:00.0,COMANCHE,0.933,NULL,62359D91-9F96-E011-82A2-00155D28E806,106373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Adjacent to West side of Elgin on South side of Hwy 277,4,N,11,W,36,NE,I,36-04N-11WIM,2
66359D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,SW/4 SEC 36-15N-3WIM (LESS 2.5AC SOLD) (LESS 53.5075AC SOLD) (LESS 49.8580AC SOLD) ( LESS 4AC SOLD) (LESS 41.297AC SOLD),{A4B3D6BA-61BE-4E7D-9357-3DCB6C15C37C},00:00.0,LOGAN,8.8375,NULL,65359D91-9F96-E011-82A2-00155D28E806,106374,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Located at NE corner of intersection of Waterloo Road and Broadway,15,N,3,W,36,SW,I,36-15N-03WIM,2
76359D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,4.25 AC LOCATED IN THE N/2NE/4 SEC 36-4N-11WIM,{98DA133A-487D-47A7-960B-218B147BBFE0},00:00.0,COMANCHE,4.25,NULL,75359D91-9F96-E011-82A2-00155D28E806,106378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Adjacent to West side of Elgin on South side of Hwy 277,4,N,11,W,36,NE,I,36-04N-11WIM,2
7C359D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,A 100 FT x 100 FT TRACT OF LAND LOCATED IN THE NW/4 SEC 16-15N-3WIM,{8A1E53BD-C692-4B0E-B701-B9E80F745711},00:00.0,LOGAN,0.23,NULL,7B359D91-9F96-E011-82A2-00155D28E806,106380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of Waterloo and Broadway,  4 miles North and 2 1/2  miles West to NE corner of lease",15,N,3,W,16,NW,I,16-15N-03WIM,2
C1359D91-9F96-E011-82A2-00155D28E806,Long-term Commercial,2.63 AC OUT OF SE/4SE/4SE/4 SEC 36-11N-3EIM,{66C5409B-64CF-4925-926D-F671E31FB537},00:00.0,POTTAWATOMIE,2.63,NULL,C0359D91-9F96-E011-82A2-00155D28E806,106397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Located at the SW corner of Interstate 40 and Kickapoo Street in Shawnee, OK",11,N,3,E,36,SE,I,36-11N-03EIM,2
072D9597-9F96-E011-82A2-00155D28E806,Long-term Commercial,.84 AC LOCATED IN THE SE/4 SEC 36-11N-3EIM,{739AA01D-F21B-4D23-A7CF-992E59BED926},00:00.0,POTTAWATOMIE,0.84,NULL,062D9597-9F96-E011-82A2-00155D28E806,106403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Located at the SW corner of Interstate 40 and Kickapoo Street in Shawnee, OK",11,N,3,E,36,SE,I,36-11N-03EIM,2
0B2D9597-9F96-E011-82A2-00155D28E806,Long-term Commercial,NW/4NE/4 SEC 16-11N-4WIM (SUBJ TO ESMTS OF RECORD AND STCL 105716),{7C0FE5B8-9868-4D58-A21E-D5F811902C9F},00:00.0,OKLAHOMA,6.9789,NULL,0A2D9597-9F96-E011-82A2-00155D28E806,106404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Located at SW corner of intersection of SW 29th & MacArthur,11,N,4,W,16,NE,I,16-11N-04WIM,2
542D9597-9F96-E011-82A2-00155D28E806,Long-term Commercial,7.2843 AC IN NE/4 SEC 16-11N-4WIM,{5B606093-2472-4141-ADD8-6B06F7072674},00:00.0,OKLAHOMA,7.2843,NULL,532D9597-9F96-E011-82A2-00155D28E806,106424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Located at SW corner of intersection of SW 29th & MacArthur,11,N,4,W,16,NE,I,16-11N-04WIM,2
7E2D9597-9F96-E011-82A2-00155D28E806,Long-term Commercial,22 AC MOL IN LT 2 SEC 7-6S-25EIM,{2E8F91BE-ECDD-4B4D-AB51-F06FFFC103B2},00:00.0,MCCURTAIN,22,NULL,7D2D9597-9F96-E011-82A2-00155D28E806,106437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 1/2 miles North of the intersections of Hwy 259 and Hwy 3/70,6,S,25,E,7,NW,I,07-06S-25EIM,2
F72D9597-9F96-E011-82A2-00155D28E806,Long-term Commercial,"TRACT 1 NW/4 SEC 13-24N-5WIM L&E N/2 NE/4 NW/4 NW/4 AND N/2 S/2 NE/4 NW/4 NW/4 SEC 13 GARFIELD CO & W/2 SEC 16-24N-5WIM GARFIELD CO AND NE/4 SEC 26-25N-4WIMN, GRANT CO. AND SW/4 SEC 13-24N-5WIM GARFIELD CO AND NW/4 SEC 13-24N-4WIM GARFIELD CO.  /2W/2 (LESS 7.5 AC. SOLD) SEC 13-24N-05WIM; W/2 SEC 16-24N-05WIM; NW/4 SEC 13-24N-04WIM, GARFIELD CO; AND NE/4 SEC 36-25N-04WIM, GRANT CO",{662FCBD4-992D-4A7B-B308-A7A3FD2DA065},00:00.0,GARFIELD,0,NULL,F62D9597-9F96-E011-82A2-00155D28E806,106481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,One 312.5 ac tr of land is located approx 1 1/2 mi West of Hunter; 320 ac is located approx 4 mi W of Hunter; and 160 ac is 5 mi East and 2 1/2 mi N of Hunter OK,25,N,4,W,36,NW,I,36-25N-04WIM,2
FA2D9597-9F96-E011-82A2-00155D28E806,Long-term Commercial,"E/2 (SUBJ TO .33 AC ESMT); NW/4, SW/4 (LESS IMPROVEMENTS) SEC 16-07N-17WIM; NE/4 (SUBJ TO 2.1 AC ESMT), SE/4, W/2 (SUBJ TO .46 AC ESMT) ALL IN SEC 16-08N-16WIM; NW/4  (LESS IMPROVEMENTS); SW/4; E/2 (SUBJ TO 1.03 AC ESMT)(LESS 5 AC SOLD) IN SEC 16-08N-17WIM; ALL OF SEC 13-07N-17WIM (SUBJ TO .54 AC ESMT)",NULL,NULL,KIOWA,0,NULL,F92D9597-9F96-E011-82A2-00155D28E806,106482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of Hwys 183 and 9 East, Northeast of Hobart, at intersections of Hwys 183 and 9, 3 1/2 miles East to SW corner of property",7,N,17,W,16,NE,I,16-07N-17WIM,2
282E9597-9F96-E011-82A2-00155D28E806,Long-term Commercial,"LT 28 SHAWNEE SCHOOL LAND PLAT, in S/2 & SE/4NE/4 SEC 16-10N-2EIM",{7139F5C4-4187-42EA-8454-FE9562CE244E},00:00.0,POTTAWATOMIE,1.79,NULL,272E9597-9F96-E011-82A2-00155D28E806,106503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,10,N,2,E,16,SW,I,16-10N-02EIM,2
312E9597-9F96-E011-82A2-00155D28E806,Long-term Commercial,"LT 42 SHAWNEE SCHOOL LAND PLAT, in S/2 & SE/4NE/4 SEC 16-10N-2EIM",{8885933F-82F3-41D2-9984-76E55BE7B4E4},00:00.0,POTTAWATOMIE,1.39999,NULL,302E9597-9F96-E011-82A2-00155D28E806,106510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,10,N,2,E,16,SE,I,16-10N-02EIM,2
5AF281A9-9F96-E011-82A2-00155D28E806,Long-term Commercial,LOTS 1 & 2 AND S/2 NE/4 SEC 5-1N-11WIM,{B9C7CA0D-F5D4-4864-896A-0A3B5A48CB4D},00:00.0,COMANCHE,75.04,NULL,59F281A9-9F96-E011-82A2-00155D28E806,206643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Property located approximately 1/4 mile East of intersection of IH-44 and SH 7 on South side of SH 7 in Lawton,1,N,11,W,5,NE,I,05-01N-11WIM,2
66F281A9-9F96-E011-82A2-00155D28E806,Long-term Commercial,2.815 AC NE/4SW/4 SEC 19-3N-15ECM,{C9C4BC41-885F-4D46-87EF-65E6A743C4E5},00:00.0,TEXAS,2.815,NULL,65F281A9-9F96-E011-82A2-00155D28E806,206646,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Hwy 64 & 24th St in Guymon, approximately 1/2 mile North (property liesFrom Hwy 64 East to East Street)",3,N,15,E,19,SW,C,19-03N-15ECM,2
77F281A9-9F96-E011-82A2-00155D28E806,Long-term Commercial,W/2NE/4 SEC 13-1N-12WIM,{1E298DA7-D145-44DD-9B9F-3B1BBFE18389},00:00.0,COMANCHE,80,NULL,76F281A9-9F96-E011-82A2-00155D28E806,206651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NE corner of property is located at intersection of South 11th St and Coombs Rd,1,N,12,W,13,NE,I,13-01N-12WIM,2
7CF581A9-9F96-E011-82A2-00155D28E806,Long-term Commercial,N/2NE/4 SEC 11-4N-23ECM,NULL,NULL,BEAVER,80,NULL,7BF581A9-9F96-E011-82A2-00155D28E806,307570,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approximately 1/4 mile North and 1 1/4 miles West to SE corner of property",4,N,23,E,11,NE,C,11-04N-23ECM,2
81F581A9-9F96-E011-82A2-00155D28E806,Long-term Commercial,N/2NW/4 SEC 11-4N-23ECM,NULL,NULL,BEAVER,80,NULL,7BF581A9-9F96-E011-82A2-00155D28E806,307570,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approximately 1/4 mile North and 1 1/4 miles West to SE corner of property",4,N,23,E,11,NW,C,11-04N-23ECM,2
DEF581A9-9F96-E011-82A2-00155D28E806,Long-term Commercial,N/2NW/4 SEC 8-4N-23ECM,NULL,NULL,BEAVER,80,NULL,DDF581A9-9F96-E011-82A2-00155D28E806,307640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approximately 1/4 mile North and 1 1/4 miles West to SE corner of property",4,N,23,E,8,NW,C,08-04N-23ECM,2
E2F581A9-9F96-E011-82A2-00155D28E806,Long-term Commercial,NW/4NW/4 SEC 9-4N-23ECM,NULL,NULL,BEAVER,40,NULL,DDF581A9-9F96-E011-82A2-00155D28E806,307640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approximately 1/4 mile North and 1 1/4 miles West to SE corner of property",4,N,23,E,9,NW,C,09-04N-23ECM,2
DCF079AF-9F96-E011-82A2-00155D28E806,Long-term Commercial,LT 1 SEC 1-4N-23ECM,NULL,NULL,BEAVER,44.51,NULL,DBF079AF-9F96-E011-82A2-00155D28E806,409193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approximately 2 1/2 miles North, 1 mile West on Turpin blacktop and 1 mile South on oil and gas road to North side of Sec 1",4,N,23,E,1,NE,C,01-04N-23ECM,2
E1F079AF-9F96-E011-82A2-00155D28E806,Long-term Commercial,LT 2 SEC 1-4N-23ECM,NULL,NULL,BEAVER,44.53,NULL,DBF079AF-9F96-E011-82A2-00155D28E806,409193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approximately 2 1/2 miles North, 1 mile West on Turpin blacktop and 1 mile South on oil and gas road to North side of Sec 1",4,N,23,E,1,NE,C,01-04N-23ECM,2
E2F079AF-9F96-E011-82A2-00155D28E806,Long-term Commercial,LT 3 SEC 1-4N-23ECM,NULL,NULL,BEAVER,44.55,NULL,DBF079AF-9F96-E011-82A2-00155D28E806,409193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approximately 2 1/2 miles North, 1 mile West on Turpin blacktop and 1 mile South on oil and gas road to North side of Sec 1",4,N,23,E,1,NE,C,01-04N-23ECM,2
E3F079AF-9F96-E011-82A2-00155D28E806,Long-term Commercial,LT 4 SEC 1-4N-23ECM,NULL,NULL,BEAVER,44.57,NULL,DBF079AF-9F96-E011-82A2-00155D28E806,409193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approximately 2 1/2 miles North, 1 mile West on Turpin blacktop and 1 mile South on oil and gas road to North side of Sec 1",4,N,23,E,1,NW,C,01-04N-23ECM,2
13F179AF-9F96-E011-82A2-00155D28E806,Long-term Commercial,LT 1 SEC 5-4N-23ECM,NULL,NULL,BEAVER,42.7,NULL,12F179AF-9F96-E011-82A2-00155D28E806,409247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, 2 1/2 miles North, 5 miles West, 1 mile South across deeded land to the North side of property",4,N,23,E,5,NE,C,05-04N-23ECM,2
ECF279AF-9F96-E011-82A2-00155D28E806,Long-term Commercial,E/2SE/4 SEC 33-5N-23ECM,NULL,NULL,BEAVER,80,NULL,EBF279AF-9F96-E011-82A2-00155D28E806,511494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approx 2 1/2 miles North, 1 mile West on Turpin blacktop, 3/4 mile South on oil and gas road to East side of East tract (Property lies in five tracts)",5,N,23,E,33,SE,C,33-05N-23ECM,2
F0F279AF-9F96-E011-82A2-00155D28E806,Long-term Commercial,SW/4 SEC 34-5N-23ECM,NULL,NULL,BEAVER,160,NULL,EBF279AF-9F96-E011-82A2-00155D28E806,511494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approx 2 1/2 miles North, 1 mile West on Turpin blacktop, 3/4 mile South on oil and gas road to East side of East tract (Property lies in five tracts)",5,N,23,E,34,SW,C,34-05N-23ECM,2
F1F279AF-9F96-E011-82A2-00155D28E806,Long-term Commercial,SE/4 SEC 34-5N-23ECM,NULL,NULL,BEAVER,160,NULL,EBF279AF-9F96-E011-82A2-00155D28E806,511494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approx 2 1/2 miles North, 1 mile West on Turpin blacktop, 3/4 mile South on oil and gas road to East side of East tract (Property lies in five tracts)",5,N,23,E,34,SE,C,34-05N-23ECM,2
F2F279AF-9F96-E011-82A2-00155D28E806,Long-term Commercial,SW/4 SEC 35-5N-23ECM,NULL,NULL,BEAVER,160,NULL,EBF279AF-9F96-E011-82A2-00155D28E806,511494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approx 2 1/2 miles North, 1 mile West on Turpin blacktop, 3/4 mile South on oil and gas road to East side of East tract (Property lies in five tracts)",5,N,23,E,35,SW,C,35-05N-23ECM,2
F3F279AF-9F96-E011-82A2-00155D28E806,Long-term Commercial,S/2SE/4 SEC 35-5N-23ECM,NULL,NULL,BEAVER,80,NULL,EBF279AF-9F96-E011-82A2-00155D28E806,511494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From Beaver river bridge, North of Beaver, approx 2 1/2 miles North, 1 mile West on Turpin blacktop, 3/4 mile South on oil and gas road to East side of East tract (Property lies in five tracts)",5,N,23,E,35,SE,C,35-05N-23ECM,2
7FB566C1-9F96-E011-82A2-00155D28E806,Long-term Commercial,NW/CNW/4 SEC 17-11N-4WIM ,{89779299-9289-449E-B1CD-3A12E8492EC8},00:00.0,OKLAHOMA,4.49,NULL,7EB566C1-9F96-E011-82A2-00155D28E806,817344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,11,N,4,W,17,NW,I,17-11N-04WIM,2
A8B566C1-9F96-E011-82A2-00155D28E806,Long-term Commercial,E/2NE/4 SEC 33-2N-11WIM (SUBJ TO ESMT 8138)(SUBJ TO .459AC ESMT),{1AC70519-8CE7-4F74-B5DC-DDCD35637EA6},00:00.0,COMANCHE,80,NULL,A7B566C1-9F96-E011-82A2-00155D28E806,817358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"From intersection of Gore Blvd. and Flower Mound Road, 1/4 mile West to NE corner of property",2,N,11,W,33,NE,I,33-02N-11WIM,2
FEE0DCC5-9068-E111-AC17-00155D28E806,Long-term Commercial,2 SITES & ACCESS ROAD IN E/2 SEC 16-8N-17WIM,{6ED61F3E-07DD-4DBC-9252-9FECB7C90686},00:00.0,WASHITA,6,NULL,4C99F5EC-9368-E111-AC17-00155D28E806,109258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,N,17,W,16,E,I,16-08N-17WIM,2
E90B7917-3C95-E111-AC18-00155D28E806,Long-term Commercial,2 SITES & ACCESS ROAD IN SW/4 SEC 16-24N-05WIM,{C039F275-9850-45C9-BB87-99FA5FA33591},00:00.0,GARFIELD,4,NULL,98344EAF-3C95-E111-AC18-00155D28E806,109270,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,N,5,W,16,SW,I,16-24N-05WIM,2
98185DFA-3E95-E111-AC18-00155D28E806,Long-term Commercial,2 SITES & ACCESS ROAD IN SW/4 SEC 13-24N-05WIM,{A26FF61E-6E7F-470B-835B-E820A56C5A89},00:00.0,GARFIELD,4,NULL,F9D7149D-3F95-E111-AC18-00155D28E806,209271,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,N,5,W,13,SW,I,13-24N-05WIM,2
C3C67FC7-D98C-E211-89AA-00155D28EA07,Long-term Commercial,SW/4 Sec 33-22N-8WIM,NULL,NULL,GARFIELD,160,NULL,2399D6CB-DA8C-E211-89AA-00155D28EA07,819283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,N,8,W,33,SW,I,33-22N-08WIM,2
4F9FB1D3-479E-E311-9E99-00155D28EA07,Long-term Commercial,LT 1 SEC 16-29N-1EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,16,NE,I,16-29N-01EIM,2
4F9FB1D3-479E-E311-9E99-00155D28EA07,Long-term Commercial,LT 1 SEC 16-29N-1EIM,NULL,NULL,KAY,0,NULL,FF95CF9B-489E-E311-9E99-00155D28EA07,109319,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,16,NE,I,16-29N-01EIM,2
0F0DD684-499E-E311-9E99-00155D28EA07,Long-term Commercial,NW/4 SEC 13-28N-1WIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,N,1,W,13,NW,I,13-28N-01WIM,2
D4CDACCE-499E-E311-9E99-00155D28EA07,Long-term Commercial,SW/4 SEC 33-29N-2EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,2,E,33,SW,I,33-29N-02EIM,2
7C3F6046-6000-E411-9F9D-00155D28EA07,Long-term Commercial,NW/4 SEC 36-29N-1EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,36,NW,I,36-29N-01EIM,2
EC17890A-6100-E411-9F9D-00155D28EA07,Long-term Commercial,SW/4 SEC 36-29N-1EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,36,SW,I,36-29N-01EIM,2
615AC33F-6100-E411-9F9D-00155D28EA07,Long-term Commercial,SE/4 SEC 36-29N-1EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,36,SE,I,36-29N-01EIM,2
1A1ED216-7000-E411-9F9D-00155D28EA07,Long-term Commercial,LT 2 SEC 16-29N-1EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,16,NE,I,16-29N-01EIM,2
FD9D8681-7000-E411-9F9D-00155D28EA07,Long-term Commercial,S/2NE/4 SEC 16-29N-1EIM ,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,16,NE,I,16-29N-01EIM,2
2FBA4FAF-7000-E411-9F9D-00155D28EA07,Long-term Commercial,LT 3 SEC 16-29N-1EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,16,NW,I,16-29N-01EIM,2
D3104AD9-7000-E411-9F9D-00155D28EA07,Long-term Commercial,LT 4 SEC 16-29N-1EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,16,NW,I,16-29N-01EIM,2
B6D08900-7100-E411-9F9D-00155D28EA07,Long-term Commercial,S/2NW/4 SEC 16-29N-1EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,16,NW,I,16-29N-01EIM,2
72DD3A24-7100-E411-9F9D-00155D28EA07,Long-term Commercial,SW/4 SEC 16-29N-1EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,16,SW,I,16-29N-01EIM,2
13199E46-7100-E411-9F9D-00155D28EA07,Long-term Commercial,SE/4 SEC 16-29N-1EIM,NULL,NULL,KAY,0,NULL,ABCE51C6-0A8D-E311-9E99-00155D28EA07,109312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,N,1,E,16,SE,I,16-29N-01EIM,2
